TimeInterval,TradeCount,Volume,Direct Edge X,NASDAQ OMX PSX,NYSE Arca SM,BATS,NYSE MKT,NASDAQ OMX BX,BATS Y,NASDAQ OMX,Direct Edge A
2014-03-13 11:13:53,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 11:13:56,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 11:14:02,2,200,0,0,0,0,0,0,0,200,0
2014-03-13 11:14:28,4,600,300,0,300,0,0,0,0,0,0
2014-03-13 11:14:29,1,100,100,0,0,0,0,0,0,0,0
2014-03-13 11:15:02,2,400,0,0,0,0,0,0,0,400,0
2014-03-13 11:15:06,2,102,0,0,0,102,0,0,0,0,0
2014-03-13 11:15:35,1,2,0,0,0,2,0,0,0,0,0
2014-03-13 11:17:53,5,382,0,0,200,82,0,0,0,100,0
2014-03-13 11:17:57,8,542,0,0,100,342,0,0,0,100,0
2014-03-13 11:18:20,13,1087,0,0,13,287,87,0,0,600,100
2014-03-13 11:18:23,3,200,0,0,0,200,0,0,0,0,0
2014-03-13 11:18:49,2,100,0,0,0,0,0,0,0,100,0
2014-03-13 11:19:13,3,200,0,0,156,0,0,0,0,44,0
2014-03-13 11:19:17,4,200,0,0,170,30,0,0,0,0,0
2014-03-13 11:19:35,1,100,0,0,100,0,0,0,0,0,0
2014-03-13 11:19:50,1,60,0,0,0,0,0,0,0,0,60
2014-03-13 11:20:21,6,429,0,0,0,1,0,0,0,428,0
2014-03-13 11:20:38,1,1,0,0,0,1,0,0,0,0,0
2014-03-13 11:20:58,1,59,0,0,0,0,0,0,0,0,59
2014-03-13 11:21:17,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 11:21:21,2,200,0,0,0,0,0,0,0,200,0
2014-03-13 11:22:59,3,200,0,0,0,99,0,0,0,0,101
2014-03-13 11:23:14,1,100,0,0,100,0,0,0,0,0,0
2014-03-13 11:24:23,6,480,0,0,200,102,0,0,0,100,78
2014-03-13 11:25:23,1,78,0,0,0,0,0,0,0,78,0
2014-03-13 11:25:38,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 11:25:54,3,204,0,0,0,4,0,0,0,100,100
2014-03-13 11:25:57,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:26:17,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:26:19,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 11:26:27,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 11:26:59,3,600,0,0,600,0,0,0,0,0,0
2014-03-13 11:27:00,1,2,0,0,0,2,0,0,0,0,0
2014-03-13 11:27:29,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 11:27:34,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 11:27:36,3,182,0,0,100,0,82,0,0,0,0
2014-03-13 11:27:47,2,198,0,0,0,0,0,0,0,0,198
2014-03-13 11:28:11,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 11:28:39,4,400,0,0,100,0,100,0,0,0,200
2014-03-13 11:28:41,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:29:08,1,11,0,0,0,0,0,0,0,11,0
2014-03-13 11:29:18,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:29:48,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:29:56,1,200,0,0,0,0,0,0,0,200,0
2014-03-13 11:30:28,1,300,0,0,0,0,300,0,0,0,0
2014-03-13 11:30:47,1,200,0,0,0,0,0,0,200,0,0
2014-03-13 11:30:48,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 11:33:08,1,21,0,0,0,0,0,0,0,21,0
2014-03-13 11:33:28,2,200,0,0,0,0,0,0,0,100,100
2014-03-13 11:34:03,2,200,0,0,0,100,0,0,0,100,0
2014-03-13 11:34:28,36,3525,300,0,325,200,200,0,300,2000,200
2014-03-13 11:34:55,1,4,0,0,0,4,0,0,0,0,0
2014-03-13 11:37:00,1,100,0,0,0,100,0,0,0,0,0
2014-03-13 11:40:33,11,854,0,0,223,102,129,100,0,300,0
2014-03-13 11:40:34,1,4,0,0,0,4,0,0,0,0,0
2014-03-13 11:42:20,2,200,0,0,0,0,0,0,0,100,100
2014-03-13 11:42:22,6,355,0,0,0,100,0,0,0,200,55
2014-03-13 11:44:09,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 11:45:18,4,400,0,0,400,0,0,0,0,0,0
2014-03-13 11:45:58,2,200,0,0,0,100,0,0,0,100,0
2014-03-13 11:46:09,1,100,0,0,100,0,0,0,0,0,0
2014-03-13 11:46:41,6,308,200,0,0,8,0,0,0,100,0
2014-03-13 11:46:44,1,4,0,0,0,4,0,0,0,0,0
2014-03-13 11:47:01,1,67,0,0,67,0,0,0,0,0,0
2014-03-13 11:47:47,2,233,0,0,33,0,0,0,0,200,0
2014-03-13 11:47:49,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:47:55,1,400,0,0,0,0,400,0,0,0,0
2014-03-13 11:48:25,1,800,0,0,0,0,800,0,0,0,0
2014-03-13 11:49:09,2,200,0,0,100,0,100,0,0,0,0
2014-03-13 11:49:40,1,100,0,0,0,100,0,0,0,0,0
2014-03-13 11:49:42,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 11:49:45,1,100,0,0,100,0,0,0,0,0,0
2014-03-13 11:51:30,2,300,0,0,0,0,0,0,0,200,100
2014-03-13 11:51:32,11,2461,0,0,100,0,1947,0,0,414,0
2014-03-13 11:51:33,1,78,0,0,0,0,78,0,0,0,0
2014-03-13 11:51:34,1,70,0,0,0,0,0,0,0,0,70
2014-03-13 11:51:37,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 11:52:05,2,500,400,0,0,0,0,0,0,100,0
2014-03-13 11:52:06,1,1,0,0,0,1,0,0,0,0,0
2014-03-13 11:52:48,1,250,0,0,0,0,0,0,250,0,0
2014-03-13 11:53:25,2,100,0,0,0,1,0,0,0,99,0
2014-03-13 11:54:10,1,99,99,0,0,0,0,0,0,0,0
2014-03-13 11:54:20,2,102,0,0,0,2,0,0,0,0,100
2014-03-13 11:54:51,4,305,5,0,200,0,0,0,0,0,100
2014-03-13 11:55:12,1,100,100,0,0,0,0,0,0,0,0
2014-03-13 11:55:23,1,200,200,0,0,0,0,0,0,0,0
2014-03-13 11:55:25,1,500,500,0,0,0,0,0,0,0,0
2014-03-13 11:57:15,2,700,700,0,0,0,0,0,0,0,0
2014-03-13 11:57:22,2,200,0,0,0,0,0,0,0,100,100
2014-03-13 11:59:28,2,200,0,0,0,0,0,0,0,100,100
2014-03-13 11:59:50,2,60,0,0,60,0,0,0,0,0,0
2014-03-13 12:00:48,3,300,0,0,0,0,0,0,300,0,0
2014-03-13 12:01:35,2,200,100,0,0,0,0,0,0,100,0
2014-03-13 12:02:26,1,600,600,0,0,0,0,0,0,0,0
2014-03-13 12:03:41,1,200,200,0,0,0,0,0,0,0,0
2014-03-13 12:04:50,4,341,100,0,141,100,0,0,0,0,0
2014-03-13 12:04:59,1,100,0,0,0,100,0,0,0,0,0
2014-03-13 12:05:15,5,1740,575,0,0,0,165,0,0,1000,0
2014-03-13 12:05:34,5,700,0,0,100,0,400,0,0,200,0
2014-03-13 12:05:56,6,600,100,0,0,300,0,0,0,200,0
2014-03-13 12:06:00,1,100,0,0,0,100,0,0,0,0,0
2014-03-13 12:06:01,1,100,0,0,0,100,0,0,0,0,0
2014-03-13 12:06:03,1,100,0,0,0,100,0,0,0,0,0
2014-03-13 12:06:04,3,300,0,0,0,300,0,0,0,0,0
2014-03-13 12:06:06,1,100,0,0,0,100,0,0,0,0,0
2014-03-13 12:07:27,12,1435,462,0,473,0,100,0,0,200,200
2014-03-13 12:08:07,4,400,0,0,0,100,0,0,0,300,0
2014-03-13 12:08:37,2,90,0,0,0,1,89,0,0,0,0
2014-03-13 12:10:00,1,4,0,0,0,4,0,0,0,0,0
2014-03-13 12:10:17,2,141,0,0,0,0,0,0,0,0,141
2014-03-13 12:10:22,15,1078,200,0,0,8,11,0,0,859,0
2014-03-13 12:10:25,4,400,0,0,0,0,100,0,0,200,100
2014-03-13 12:10:36,4,206,0,0,0,6,0,0,0,200,0
2014-03-13 12:10:46,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 12:11:13,2,101,100,0,0,1,0,0,0,0,0
2014-03-13 12:15:19,2,200,0,0,0,200,0,0,0,0,0
2014-03-13 12:15:22,1,91,0,0,91,0,0,0,0,0,0
2014-03-13 12:16:10,3,300,0,0,100,100,0,0,0,100,0
2014-03-13 12:16:17,1,100,100,0,0,0,0,0,0,0,0
2014-03-13 12:17:46,9,802,300,0,300,2,0,0,0,200,0
2014-03-13 12:18:24,1,900,900,0,0,0,0,0,0,0,0
2014-03-13 12:19:09,9,2403,2200,0,0,3,0,0,0,200,0
2014-03-13 12:19:10,2,101,0,0,0,101,0,0,0,0,0
2014-03-13 12:19:23,1,1,0,0,0,1,0,0,0,0,0
2014-03-13 12:19:41,10,908,0,0,0,0,0,0,0,908,0
2014-03-13 12:20:21,2,200,0,0,0,0,0,0,0,200,0
2014-03-13 12:21:48,48,5735,350,100,600,406,300,100,800,2879,200
2014-03-13 12:21:49,2,104,0,0,100,4,0,0,0,0,0
2014-03-13 12:22:08,1,100,0,0,0,0,0,0,0,0,100
2014-03-13 12:22:30,1,2,0,0,0,2,0,0,0,0,0
2014-03-13 12:22:48,4,400,100,0,100,0,0,0,0,200,0
2014-03-13 12:24:12,9,1675,875,0,0,0,0,0,0,800,0
2014-03-13 12:24:30,22,32271,30159,0,0,1004,100,0,300,500,208
2014-03-13 12:24:38,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 12:24:44,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 12:24:57,9,901,200,0,0,1,200,0,0,500,0
2014-03-13 12:25:04,2,200,0,0,0,0,0,200,0,0,0
2014-03-13 12:25:35,2,4400,4300,0,0,0,100,0,0,0,0
2014-03-13 12:25:40,22,2200,100,0,200,1100,0,0,0,700,100
2014-03-13 12:25:41,10,14100,13500,0,0,0,100,0,0,200,300
2014-03-13 12:25:42,1,500,500,0,0,0,0,0,0,0,0
2014-03-13 12:25:44,2,600,500,0,0,0,0,0,0,0,100
2014-03-13 12:25:47,1,500,500,0,0,0,0,0,0,0,0
2014-03-13 12:25:49,1,100,100,0,0,0,0,0,0,0,0
2014-03-13 12:26:04,6,1800,1800,0,0,0,0,0,0,0,0
2014-03-13 12:26:33,7,2006,0,0,0,0,100,100,0,1806,0
2014-03-13 12:26:41,12,1281,550,0,0,100,0,0,100,531,0
2014-03-13 12:27:01,1,100,0,0,0,0,0,100,0,0,0
2014-03-13 12:27:09,1,150,150,0,0,0,0,0,0,0,0
2014-03-13 12:30:16,2,1000,0,0,0,0,0,0,1000,0,0
2014-03-13 12:31:17,13,1401,100,0,0,1,300,100,0,900,0
2014-03-13 12:31:22,1,4,0,0,0,4,0,0,0,0,0
2014-03-13 12:31:49,1,1,0,0,0,1,0,0,0,0,0
2014-03-13 12:32:24,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 12:32:30,2,103,0,0,0,103,0,0,0,0,0
2014-03-13 12:32:31,7,649,0,0,247,2,0,0,0,300,100
2014-03-13 12:32:35,12,807,0,0,0,407,0,0,0,200,200
2014-03-13 12:32:58,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 12:33:35,5,304,0,0,100,4,0,0,0,200,0
2014-03-13 12:34:13,1,500,0,0,0,0,0,0,500,0,0
2014-03-13 12:34:28,2,104,0,0,0,4,0,0,0,100,0
2014-03-13 12:36:12,26,5222,1300,0,601,6,1315,0,300,1300,400
2014-03-13 12:37:24,3,300,0,0,0,0,100,0,0,200,0
2014-03-13 12:37:40,4,428,128,0,100,0,0,0,0,200,0
2014-03-13 12:38:53,1,40,0,0,0,0,40,0,0,0,0
2014-03-13 12:38:59,14,8200,8200,0,0,0,0,0,0,0,0
2014-03-13 12:39:24,1,40,0,0,0,0,0,40,0,0,0
2014-03-13 12:39:26,1,52,52,0,0,0,0,0,0,0,0
2014-03-13 12:40:03,12,5800,4240,0,0,0,1400,60,100,0,0
2014-03-13 12:40:05,2,200,0,0,0,0,0,200,0,0,0
2014-03-13 12:40:09,1,100,0,0,0,100,0,0,0,0,0
2014-03-13 12:41:00,2,1000,900,0,0,0,0,0,0,100,0
2014-03-13 12:41:16,2,200,200,0,0,0,0,0,0,0,0
2014-03-13 12:41:21,2,400,400,0,0,0,0,0,0,0,0
2014-03-13 12:42:28,7,700,400,0,0,100,200,0,0,0,0
2014-03-13 12:42:34,6,354,0,0,0,305,0,0,0,49,0
2014-03-13 12:43:10,2,5,0,0,0,5,0,0,0,0,0
2014-03-13 12:43:11,15,1196,0,0,400,0,0,0,796,0,0
2014-03-13 12:43:15,2,200,0,0,0,0,0,100,0,0,100
2014-03-13 12:43:54,1,4,0,0,0,4,0,0,0,0,0
2014-03-13 12:44:32,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 12:45:11,4,206,0,0,100,6,0,0,0,100,0
2014-03-13 12:46:53,1,100,0,0,0,0,0,0,0,0,100
2014-03-13 12:47:08,11,805,0,0,600,5,0,0,0,200,0
2014-03-13 12:47:41,1,300,0,0,0,0,300,0,0,0,0
2014-03-13 12:48:48,11,1297,296,0,100,101,200,0,0,600,0
2014-03-13 12:49:06,4,49,0,0,0,9,0,0,0,40,0
2014-03-13 12:49:10,1,4,0,0,0,4,0,0,0,0,0
2014-03-13 12:49:24,3,125,0,0,0,1,0,0,0,100,24
2014-03-13 12:49:34,2,200,0,0,0,0,0,0,200,0,0
2014-03-13 12:49:37,4,400,0,0,0,0,0,0,400,0,0
2014-03-13 12:49:43,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 12:50:01,3,144,0,0,0,101,0,43,0,0,0
2014-03-13 12:50:19,1,2,0,0,0,2,0,0,0,0,0
2014-03-13 12:50:40,4,700,0,0,0,0,0,0,72,428,200
2014-03-13 12:50:41,2,235,0,0,0,0,0,0,0,235,0
2014-03-13 12:52:10,2,1261,0,0,0,0,961,0,300,0,0
2014-03-13 12:52:11,6,5363,0,0,100,2,5200,0,0,61,0
2014-03-13 12:52:14,1,300,0,0,0,0,300,0,0,0,0
2014-03-13 12:52:39,1,4700,0,0,0,0,4700,0,0,0,0
2014-03-13 12:52:41,2,400,0,0,0,0,0,0,0,0,400
2014-03-13 12:52:45,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 12:53:31,1,700,0,0,0,0,700,0,0,0,0
2014-03-13 12:53:34,1,201,0,0,0,0,201,0,0,0,0
2014-03-13 12:53:50,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 12:53:52,26,17415,2800,200,3100,1706,3600,1400,100,4300,209
2014-03-13 12:53:53,1,100,0,0,0,0,0,0,0,0,100
2014-03-13 12:53:54,1,100,0,0,0,0,0,0,0,0,100
2014-03-13 12:54:18,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 12:54:29,3,32,0,0,0,0,0,0,0,0,32
2014-03-13 12:55:04,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 12:55:13,1,400,0,0,0,0,0,0,400,0,0
2014-03-13 12:55:18,6,500,0,0,0,100,0,100,100,200,0
2014-03-13 12:55:23,2,200,0,0,0,0,0,0,0,0,200
2014-03-13 12:55:29,9,804,100,0,104,500,0,0,0,100,0
2014-03-13 12:55:30,1,3,0,0,0,3,0,0,0,0,0
2014-03-13 12:55:50,2,101,0,0,0,101,0,0,0,0,0
2014-03-13 12:55:51,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 12:56:18,5,396,0,0,0,296,0,0,0,0,100
2014-03-13 12:57:12,8,601,0,0,0,301,100,0,0,200,0
2014-03-13 12:57:13,1,4,4,0,0,0,0,0,0,0,0
2014-03-13 12:57:20,2,400,396,0,0,0,0,0,0,0,4
2014-03-13 12:57:41,3,9400,200,0,0,0,9104,0,0,0,96
2014-03-13 12:58:10,1,100,0,0,0,100,0,0,0,0,0
2014-03-13 12:59:20,1,100,0,0,100,0,0,0,0,0,0
2014-03-13 13:01:13,11,8033,500,0,100,0,6933,0,0,200,300
2014-03-13 13:01:37,1,4,0,0,0,0,0,0,0,0,4
2014-03-13 13:01:49,2,350,347,0,0,3,0,0,0,0,0
2014-03-13 13:02:01,17,7438,4918,0,129,5,2286,100,0,0,0
2014-03-13 13:02:02,2,300,0,0,0,0,200,100,0,0,0
2014-03-13 13:02:05,5,900,500,0,0,0,0,0,0,300,100
2014-03-13 13:02:07,3,300,0,0,0,100,0,0,0,100,100
2014-03-13 13:02:08,1,100,100,0,0,0,0,0,0,0,0
2014-03-13 13:02:09,2,200,0,0,200,0,0,0,0,0,0
2014-03-13 13:02:10,1,6,0,0,0,0,0,6,0,0,0
2014-03-13 13:02:31,4,404,0,0,100,304,0,0,0,0,0
2014-03-13 13:02:36,14,2457,750,0,300,7,700,0,0,700,0
2014-03-13 13:02:37,2,200,0,0,0,0,0,0,100,0,100
2014-03-13 13:02:52,1,200,0,0,200,0,0,0,0,0,0
2014-03-13 13:03:08,2,21,0,0,0,0,0,0,0,21,0
2014-03-13 13:04:08,1,100,0,0,100,0,0,0,0,0,0
2014-03-13 13:05:21,5,2100,0,0,0,0,0,0,0,2100,0
2014-03-13 13:07:23,2,200,0,0,0,0,0,0,100,100,0
2014-03-13 13:07:41,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 13:07:42,13,2949,1450,0,900,203,100,0,0,296,0
2014-03-13 13:07:43,1,99,0,0,99,0,0,0,0,0,0
2014-03-13 13:08:06,1,20,0,0,0,20,0,0,0,0,0
2014-03-13 13:09:18,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 13:09:19,5,800,0,0,700,0,0,0,0,0,100
2014-03-13 13:10:09,1,100,0,0,100,0,0,0,0,0,0
2014-03-13 13:10:26,1,3,0,0,0,3,0,0,0,0,0
2014-03-13 13:10:38,1,200,0,0,0,0,0,0,0,200,0
2014-03-13 13:11:11,6,402,0,0,0,202,100,0,0,100,0
2014-03-13 13:16:01,27,5402,2200,0,1100,602,100,0,0,1200,200
2014-03-13 13:16:06,9,452,0,0,348,4,0,0,0,0,100
2014-03-13 13:16:10,3,300,0,0,0,0,0,0,0,200,100
2014-03-13 13:16:30,11,1600,600,0,800,0,100,0,0,0,100
2014-03-13 13:16:38,3,300,0,0,100,0,0,0,0,200,0
2014-03-13 13:17:33,12,723,100,0,100,106,100,0,0,200,117
2014-03-13 13:17:37,23,2602,0,0,606,103,100,0,0,1693,100
2014-03-13 13:17:40,3,300,100,100,0,100,0,0,0,0,0
2014-03-13 13:18:09,10,516,0,0,0,111,0,0,0,300,105
2014-03-13 13:19:00,2,200,0,0,0,0,200,0,0,0,0
2014-03-13 13:19:40,5,304,0,0,0,4,0,0,0,300,0
2014-03-13 13:19:53,1,4,0,0,0,4,0,0,0,0,0
2014-03-13 13:20:10,1,100,0,0,0,0,0,0,0,0,100
2014-03-13 13:20:19,1,3,0,0,0,3,0,0,0,0,0
2014-03-13 13:20:53,1,100,0,0,100,0,0,0,0,0,0
2014-03-13 13:20:55,2,101,0,0,0,1,0,0,0,0,100
2014-03-13 13:21:07,4,300,0,0,0,0,0,0,100,100,100
2014-03-13 13:21:45,14,11209,10000,0,0,728,200,0,0,200,81
2014-03-13 13:21:51,8,801,400,0,0,1,200,0,0,200,0
2014-03-13 13:22:09,5,303,0,0,0,103,0,0,0,200,0
2014-03-13 13:22:42,7,406,0,0,200,6,100,0,0,0,100
2014-03-13 13:23:31,8,325,0,0,0,6,0,0,0,0,319
2014-03-13 13:23:47,2,200,0,0,0,0,0,0,0,200,0
2014-03-13 13:24:08,1,34,0,0,0,0,34,0,0,0,0
2014-03-13 13:25:13,5,401,0,0,0,101,100,0,0,200,0
2014-03-13 13:25:36,1,4,0,0,0,4,0,0,0,0,0
2014-03-13 13:26:00,1,3,0,0,0,3,0,0,0,0,0
2014-03-13 13:26:01,1,100,0,0,0,0,0,0,0,0,100
2014-03-13 13:26:15,3,202,100,0,100,2,0,0,0,0,0
2014-03-13 13:26:25,16,15216,0,0,13612,4,100,0,0,1500,0
2014-03-13 13:26:33,1,100,0,0,100,0,0,0,0,0,0
2014-03-13 13:27:19,6,403,0,0,100,3,100,0,0,200,0
2014-03-13 13:28:02,2,101,0,0,0,1,100,0,0,0,0
2014-03-13 13:28:14,5,404,200,0,0,4,0,0,0,200,0
2014-03-13 13:28:15,7,603,0,0,200,103,0,100,100,100,0
2014-03-13 13:28:17,1,3,0,0,0,3,0,0,0,0,0
2014-03-13 13:28:29,18,1007,100,0,0,7,0,0,0,700,200
2014-03-13 13:28:35,14,1106,0,0,0,206,0,0,0,700,200
2014-03-13 13:28:54,3,204,0,0,0,4,100,0,0,100,0
2014-03-13 13:29:08,1,200,200,0,0,0,0,0,0,0,0
2014-03-13 13:29:18,2,103,0,0,0,3,0,0,0,100,0
2014-03-13 13:30:25,5,402,0,0,100,2,100,0,0,200,0
2014-03-13 13:31:04,10,2005,0,0,300,5,100,0,0,1600,0
2014-03-13 13:31:05,2,102,0,0,0,2,0,0,0,100,0
2014-03-13 13:32:36,5,306,0,0,0,106,100,0,0,100,0
2014-03-13 13:32:43,8,1449,0,0,0,58,1200,0,0,91,100
2014-03-13 13:32:50,10,6075,75,0,4996,4,0,0,0,0,1000
2014-03-13 13:32:54,12,2353,925,0,799,4,0,0,0,525,100
2014-03-13 13:32:58,16,1067,0,0,610,257,0,0,0,100,100
2014-03-13 13:33:02,5,177,0,0,0,11,166,0,0,0,0
2014-03-13 13:33:04,2,400,0,0,400,0,0,0,0,0,0
2014-03-13 13:35:38,13,1209,0,0,0,4,200,0,0,900,105
2014-03-13 13:35:40,3,480,376,0,0,4,0,0,0,0,100
2014-03-13 13:36:10,1,50,50,0,0,0,0,0,0,0,0
2014-03-13 13:36:14,8,1774,374,0,0,0,100,0,0,1300,0
2014-03-13 13:36:16,16,1730,692,0,100,7,100,0,0,831,0
2014-03-13 13:36:50,1,84,0,0,0,0,0,0,0,84,0
2014-03-13 13:36:55,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 13:38:09,7,534,318,0,100,0,0,0,0,116,0
2014-03-13 13:38:20,2,104,0,0,0,0,0,0,0,104,0
2014-03-13 13:38:33,19,2005,1000,0,100,14,300,100,0,491,0
2014-03-13 13:38:34,3,100,0,0,0,3,0,0,0,0,97
2014-03-13 13:39:21,1,100,0,0,0,100,0,0,0,0,0
2014-03-13 13:39:45,3,300,0,0,0,0,100,0,0,0,200
2014-03-13 13:41:10,5,451,100,0,100,0,0,0,0,251,0
2014-03-13 13:41:50,1,500,500,0,0,0,0,0,0,0,0
2014-03-13 13:41:55,19,1904,300,0,400,204,300,0,0,700,0
2014-03-13 13:41:56,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 13:42:30,1,47,47,0,0,0,0,0,0,0,0
2014-03-13 13:42:42,1,75,0,0,0,0,0,0,0,75,0
2014-03-13 13:43:53,2,102,0,0,0,102,0,0,0,0,0
2014-03-13 13:43:54,5,15,0,0,0,15,0,0,0,0,0
2014-03-13 13:44:10,2,200,0,0,0,0,0,0,0,200,0
2014-03-13 13:44:13,1,2,0,0,0,2,0,0,0,0,0
2014-03-13 13:46:34,1,100,0,0,0,0,0,0,0,0,100
2014-03-13 13:46:36,7,753,0,0,200,0,0,0,0,400,153
2014-03-13 13:48:33,12,1160,0,0,700,60,100,0,100,200,0
2014-03-13 13:51:52,1,100,0,0,0,0,0,100,0,0,0
2014-03-13 13:51:59,2,200,0,0,0,0,0,0,0,100,100
2014-03-13 13:52:04,6,2100,1800,0,100,0,0,0,0,0,200
2014-03-13 13:52:21,1,2,0,0,0,2,0,0,0,0,0
2014-03-13 13:52:35,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 13:53:43,1,95,0,0,0,0,95,0,0,0,0
2014-03-13 13:54:30,2,200,0,0,100,0,0,0,0,100,0
2014-03-13 13:55:38,18,8497,5395,0,0,104,2200,0,0,798,0
2014-03-13 13:55:45,2,101,0,0,0,1,0,0,0,0,100
2014-03-13 13:56:57,5,302,0,0,100,2,0,0,200,0,0
2014-03-13 13:57:07,2,102,0,0,0,2,0,0,0,0,100
2014-03-13 13:59:40,5,502,200,0,0,2,200,0,0,100,0
2014-03-13 14:00:05,12,945,0,0,300,10,0,335,100,200,0
2014-03-13 14:00:06,1,2,0,0,0,2,0,0,0,0,0
2014-03-13 14:01:50,1,100,100,0,0,0,0,0,0,0,0
2014-03-13 14:02:24,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 14:03:16,6,1000,0,0,0,100,200,0,0,700,0
2014-03-13 14:03:28,9,716,0,0,416,0,100,0,0,200,0
2014-03-13 14:04:02,11,984,0,0,184,404,0,0,0,396,0
2014-03-13 14:05:41,1,40,0,0,40,0,0,0,0,0,0
2014-03-13 14:06:27,1,12,0,0,12,0,0,0,0,0,0
2014-03-13 14:07:41,1,100,0,0,0,100,0,0,0,0,0
2014-03-13 14:09:33,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 14:10:16,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 14:11:35,1,40,40,0,0,0,0,0,0,0,0
2014-03-13 14:12:02,5,500,0,0,300,0,200,0,0,0,0
2014-03-13 14:12:59,8,2002,1400,0,400,102,0,0,0,100,0
2014-03-13 14:14:48,4,301,99,0,100,2,0,100,0,0,0
2014-03-13 14:16:27,9,546,0,0,300,6,17,0,0,223,0
2014-03-13 14:16:33,5,413,0,0,0,4,200,0,0,0,209
2014-03-13 14:16:44,6,541,100,0,0,4,200,0,237,0,0
2014-03-13 14:16:45,1,1,0,0,0,1,0,0,0,0,0
2014-03-13 14:17:42,1,84,0,0,0,0,84,0,0,0,0
2014-03-13 14:20:40,3,208,0,0,8,0,0,0,0,100,100
2014-03-13 14:20:42,1,100,0,0,0,0,0,0,0,0,100
2014-03-13 14:20:44,6,1492,0,0,1292,100,100,0,0,0,0
2014-03-13 14:21:07,10,3701,200,0,0,1,1100,0,0,2300,100
2014-03-13 14:21:19,4,699,0,0,100,100,0,0,0,499,0
2014-03-13 14:21:23,7,2000,0,0,500,0,0,0,900,500,100
2014-03-13 14:21:36,3,501,400,0,0,0,0,0,0,101,0
2014-03-13 14:21:51,1,200,200,0,0,0,0,0,0,0,0
2014-03-13 14:21:55,5,1300,0,0,200,0,100,0,1000,0,0
2014-03-13 14:21:59,4,890,500,0,0,0,200,0,100,90,0
2014-03-13 14:22:03,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 14:22:05,3,300,0,0,0,0,0,0,0,300,0
2014-03-13 14:22:20,2,900,0,0,900,0,0,0,0,0,0
2014-03-13 14:22:24,1,100,0,0,100,0,0,0,0,0,0
2014-03-13 14:22:30,8,800,100,0,100,100,100,0,0,300,100
2014-03-13 14:22:43,4,303,0,0,100,103,0,0,0,0,100
2014-03-13 14:23:44,3,300,0,0,0,0,100,100,0,100,0
2014-03-13 14:23:50,3,300,0,0,0,0,0,0,0,300,0
2014-03-13 14:25:11,1,200,0,0,0,0,200,0,0,0,0
2014-03-13 14:25:28,1,800,800,0,0,0,0,0,0,0,0
2014-03-13 14:25:57,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 14:26:16,7,610,100,0,100,3,7,0,0,300,100
2014-03-13 14:26:45,3,300,100,0,200,0,0,0,0,0,0
2014-03-13 14:27:04,1,100,100,0,0,0,0,0,0,0,0
2014-03-13 14:27:25,2,200,200,0,0,0,0,0,0,0,0
2014-03-13 14:27:46,2,1000,900,0,100,0,0,0,0,0,0
2014-03-13 14:28:24,3,201,100,0,0,1,100,0,0,0,0
2014-03-13 14:28:32,32,16131,11525,0,400,5,211,0,0,3990,0
2014-03-13 14:28:33,9,709,0,0,400,106,100,0,0,103,0
