TimeInterval,TradeCount,Volume,NYSE MKT,NYSE Arca SM,NASDAQ OMX BX,BATS,National,NASDAQ,CBOE,Direct Edge X,NASDAQ OMX PSX,BATS Y,Direct Edge A
2014-03-13 09:50:34,12,1591,400,2,0,287,0,500,0,402,0,0,0
2014-03-13 09:50:40,1,10,0,0,0,0,0,0,0,0,0,0,10
2014-03-13 09:50:48,155,37119,400,7404,2900,10907,0,9800,0,2108,0,1400,2200
2014-03-13 09:50:49,39,12031,0,2850,0,4205,0,4075,0,801,0,0,100
2014-03-13 09:50:51,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 09:50:55,64,11904,0,2004,800,5197,0,2100,0,1103,0,600,100
2014-03-13 09:50:56,21,4996,0,0,0,2683,0,1713,0,100,0,0,500
2014-03-13 09:50:58,3,400,0,0,0,0,0,400,0,0,0,0,0
2014-03-13 09:51:02,2,205,0,0,5,0,200,0,0,0,0,0,0
2014-03-13 09:51:05,15,3760,0,201,0,1859,0,1500,0,0,0,0,200
2014-03-13 09:51:15,1,64,0,0,0,0,0,64,0,0,0,0,0
2014-03-13 09:51:17,1,40,0,0,0,40,0,0,0,0,0,0,0
2014-03-13 09:51:32,36,5586,0,404,200,2175,0,1200,0,507,0,500,600
2014-03-13 09:51:33,5,698,0,401,0,4,0,93,0,0,0,0,200
2014-03-13 09:51:57,6,1304,0,0,204,0,0,1100,0,0,0,0,0
2014-03-13 09:52:08,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 09:52:09,29,4110,0,1303,0,1,0,1700,0,206,0,0,900
2014-03-13 09:52:10,1,298,0,0,0,0,0,298,0,0,0,0,0
2014-03-13 09:52:12,1,1,0,0,0,0,0,0,0,1,0,0,0
2014-03-13 09:52:13,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 09:52:19,33,6315,0,1400,0,703,0,4000,0,212,0,0,0
2014-03-13 09:52:20,15,7307,0,103,0,600,0,1100,0,5504,0,0,0
2014-03-13 09:52:28,3,300,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 09:52:36,2,600,0,0,0,0,0,600,0,0,0,0,0
2014-03-13 09:52:45,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 09:53:00,1,200,0,200,0,0,0,0,0,0,0,0,0
2014-03-13 09:53:12,25,6172,0,604,0,1700,0,1767,0,2101,0,0,0
2014-03-13 09:53:15,1,500,0,0,0,0,0,0,0,500,0,0,0
2014-03-13 09:53:28,44,14096,0,1103,400,4601,0,6882,100,203,200,307,300
2014-03-13 09:53:34,11,5004,0,700,200,0,0,4000,0,104,0,0,0
2014-03-13 09:53:37,9,7400,0,1300,100,3000,0,2700,0,0,0,200,100
2014-03-13 09:53:52,1,75,0,0,75,0,0,0,0,0,0,0,0
2014-03-13 09:54:27,1,700,0,0,0,0,0,700,0,0,0,0,0
2014-03-13 09:54:31,15,2900,0,600,0,1200,0,0,0,200,0,0,900
2014-03-13 09:54:46,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 09:54:53,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 09:54:58,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 09:55:00,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 09:55:01,2,200,0,0,0,200,0,0,0,0,0,0,0
2014-03-13 09:55:09,2,200,0,0,0,0,100,0,0,0,0,100,0
2014-03-13 09:55:21,2,200,0,200,0,0,0,0,0,0,0,0,0
2014-03-13 09:55:23,2,200,0,0,200,0,0,0,0,0,0,0,0
2014-03-13 09:55:56,10,1800,0,0,0,200,0,1500,0,0,0,100,0
2014-03-13 09:56:05,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 09:56:18,48,14808,0,2301,0,1300,0,3300,0,7907,0,0,0
2014-03-13 09:56:20,58,14847,0,1803,0,5728,0,4000,0,2716,0,600,0
2014-03-13 09:56:21,6,2100,0,0,0,0,0,1700,0,0,0,400,0
2014-03-13 09:56:26,5,5106,0,1101,0,1705,0,1400,0,0,0,0,900
2014-03-13 09:56:35,10,605,0,100,0,100,0,100,0,105,0,100,100
2014-03-13 09:56:37,53,5916,0,2000,600,700,0,1005,0,611,0,600,400
2014-03-13 09:56:41,3,500,0,400,0,0,0,0,0,0,0,0,100
2014-03-13 09:56:42,3,500,0,0,0,0,0,0,0,0,0,0,500
2014-03-13 09:56:48,18,3156,0,800,0,806,0,846,0,204,0,0,500
2014-03-13 09:56:51,28,3700,0,0,0,0,0,0,0,0,0,0,3700
2014-03-13 09:56:52,79,16166,0,200,0,2502,0,8564,0,1300,0,100,3500
2014-03-13 09:56:57,88,27772,0,4000,1500,8001,0,11868,0,703,0,1600,100
2014-03-13 09:56:58,2,84,0,0,0,0,0,0,0,4,0,0,80
2014-03-13 09:57:05,22,4963,0,1100,0,2960,0,400,0,303,0,0,200
2014-03-13 09:57:06,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 09:57:07,4,516,0,0,100,0,0,0,0,0,0,100,316
2014-03-13 09:57:08,3,1000,0,200,0,500,0,300,0,0,0,0,0
2014-03-13 09:57:13,24,4531,0,1401,0,2005,0,1014,0,111,0,0,0
2014-03-13 09:57:17,1,200,0,0,200,0,0,0,0,0,0,0,0
2014-03-13 09:57:18,1,50,0,0,50,0,0,0,0,0,0,0,0
2014-03-13 09:57:19,14,4300,0,100,400,100,0,3000,0,100,0,600,0
2014-03-13 09:57:21,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 09:57:22,2,1600,0,0,0,1600,0,0,0,0,0,0,0
2014-03-13 09:57:24,2,400,0,300,0,0,100,0,0,0,0,0,0
2014-03-13 09:57:28,22,2800,0,0,400,1700,0,198,0,2,0,300,200
2014-03-13 09:57:30,1,10,0,0,0,0,0,0,0,0,0,0,10
2014-03-13 09:57:37,3,400,0,400,0,0,0,0,0,0,0,0,0
2014-03-13 09:57:43,2,500,0,0,0,0,0,500,0,0,0,0,0
2014-03-13 09:57:45,23,2599,0,2,300,200,100,1400,0,309,0,100,188
2014-03-13 09:57:46,34,7597,0,1000,194,1101,0,4100,0,702,0,400,100
2014-03-13 09:57:56,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 09:58:23,48,10155,0,1700,300,1203,200,5350,0,802,100,300,200
2014-03-13 09:58:24,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 09:58:25,3,248,0,0,100,0,0,0,0,0,0,48,100
2014-03-13 09:58:26,31,4321,0,913,0,1000,0,1700,0,708,0,0,0
2014-03-13 09:58:28,8,1200,0,0,300,0,100,200,0,0,0,400,200
2014-03-13 09:58:36,2,300,0,100,0,0,0,0,0,0,0,0,200
2014-03-13 09:58:54,8,870,0,0,0,0,300,270,0,0,0,300,0
2014-03-13 09:59:05,14,1651,0,604,0,547,0,500,0,0,0,0,0
2014-03-13 09:59:19,13,1705,0,102,0,400,0,800,0,403,0,0,0
2014-03-13 09:59:29,9,1500,0,0,0,100,0,1200,0,100,0,0,100
2014-03-13 09:59:32,5,1100,0,0,0,0,0,900,0,0,0,0,200
2014-03-13 09:59:33,22,3604,400,103,0,1400,0,1100,0,501,0,0,100
2014-03-13 09:59:34,11,1303,0,0,700,0,0,0,0,3,0,400,200
2014-03-13 09:59:42,8,1200,0,100,0,700,0,300,0,100,0,0,0
2014-03-13 09:59:49,80,16481,400,1903,1900,3133,0,6935,0,1410,0,500,300
2014-03-13 09:59:51,19,2355,400,104,0,1099,100,450,0,2,0,200,0
2014-03-13 09:59:52,1,1,0,0,0,0,0,0,0,1,0,0,0
2014-03-13 09:59:57,6,1123,0,0,1023,0,0,0,0,0,0,0,100
2014-03-13 10:00:01,46,14922,0,704,200,1715,0,10398,0,1805,0,100,0
2014-03-13 10:00:02,7,800,0,100,0,400,0,100,0,200,0,0,0
2014-03-13 10:00:03,4,220,0,0,0,49,0,170,0,1,0,0,0
2014-03-13 10:00:15,2,4,0,0,0,0,0,0,0,4,0,0,0
2014-03-13 10:00:40,2,300,0,0,0,200,0,0,0,0,0,0,100
2014-03-13 10:00:57,33,5000,0,1900,500,0,200,0,0,1000,0,700,700
2014-03-13 10:00:58,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:01:06,5,500,0,0,0,0,0,400,0,0,0,0,100
2014-03-13 10:01:08,1,13,0,0,0,0,0,0,0,0,0,0,13
2014-03-13 10:01:16,2,104,0,100,0,0,0,0,0,4,0,0,0
2014-03-13 10:01:18,22,3400,0,0,400,700,0,0,0,1400,0,400,500
2014-03-13 10:01:24,1,19,0,0,0,0,0,0,0,0,0,0,19
2014-03-13 10:01:27,1,1,0,0,0,0,0,0,0,1,0,0,0
2014-03-13 10:01:37,2,200,0,100,0,0,0,100,0,0,0,0,0
2014-03-13 10:01:43,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 10:01:47,4,1000,0,0,200,0,0,500,0,0,0,200,100
2014-03-13 10:01:48,24,2506,0,499,0,801,0,1102,0,104,0,0,0
2014-03-13 10:01:49,15,1781,0,5,0,678,0,898,0,100,100,0,0
2014-03-13 10:01:50,2,200,0,100,0,0,0,100,0,0,0,0,0
2014-03-13 10:01:51,1,66,0,0,0,0,0,0,0,0,0,66,0
2014-03-13 10:01:56,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:02:00,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:02:04,2,234,0,0,0,134,0,0,0,0,0,0,100
2014-03-13 10:02:05,14,1335,0,303,0,3,0,725,0,304,0,0,0
2014-03-13 10:02:10,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:02:16,14,2600,0,100,200,2200,0,100,0,0,0,0,0
2014-03-13 10:02:21,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:02:23,3,220,0,0,20,0,0,0,0,0,0,200,0
2014-03-13 10:02:26,43,7182,0,1622,800,1205,0,1551,0,1804,0,0,200
2014-03-13 10:02:27,14,12900,600,0,0,0,0,1900,0,10200,0,200,0
2014-03-13 10:02:28,29,6728,0,500,0,202,0,3500,0,2526,0,0,0
2014-03-13 10:02:33,4,400,0,0,100,0,200,0,0,0,0,100,0
2014-03-13 10:02:35,1,33,0,0,33,0,0,0,0,0,0,0,0
2014-03-13 10:02:46,1,50,0,0,50,0,0,0,0,0,0,0,0
2014-03-13 10:02:52,7,1000,0,0,0,0,500,400,0,0,0,100,0
2014-03-13 10:02:53,8,1000,0,0,0,802,0,198,0,0,0,0,0
2014-03-13 10:02:59,10,508,0,101,0,200,0,100,0,107,0,0,0
2014-03-13 10:03:02,8,1000,0,0,0,604,0,396,0,0,0,0,0
2014-03-13 10:03:03,16,2209,0,2,0,500,0,804,0,403,0,500,0
2014-03-13 10:03:04,25,6800,0,104,900,400,0,4596,0,0,0,800,0
2014-03-13 10:03:08,6,1301,0,1,0,1100,0,100,0,0,0,100,0
2014-03-13 10:03:10,2,6,0,0,0,0,0,0,0,6,0,0,0
2014-03-13 10:03:18,1,1,0,0,0,0,0,0,0,1,0,0,0
2014-03-13 10:03:34,21,3052,400,702,300,2,0,1444,0,204,0,0,0
2014-03-13 10:03:47,5,700,0,0,200,0,0,0,0,0,0,300,200
2014-03-13 10:03:48,7,1079,0,0,0,0,0,1079,0,0,0,0,0
2014-03-13 10:03:49,22,2928,400,2,0,1001,0,821,0,604,100,0,0
2014-03-13 10:03:54,69,20761,0,502,5117,12834,0,1100,0,608,0,600,0
2014-03-13 10:03:55,8,2384,0,0,1400,400,0,300,0,0,0,84,200
2014-03-13 10:04:13,2,600,0,300,0,300,0,0,0,0,0,0,0
2014-03-13 10:04:26,1,500,0,0,0,500,0,0,0,0,0,0,0
2014-03-13 10:04:28,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 10:05:00,1,200,0,0,200,0,0,0,0,0,0,0,0
2014-03-13 10:05:09,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 10:05:15,3,700,0,0,200,0,100,0,0,0,0,0,400
2014-03-13 10:05:20,73,14019,400,3207,200,3408,0,5507,0,797,0,500,0
2014-03-13 10:05:24,29,7508,400,801,0,2802,0,3300,0,205,0,0,0
2014-03-13 10:05:26,37,12349,400,2948,300,2000,100,5501,0,700,0,200,200
2014-03-13 10:05:36,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:05:50,2,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:06:00,12,2587,400,3,0,900,0,900,0,184,0,0,200
2014-03-13 10:06:31,32,5661,0,303,0,2700,0,2253,0,105,0,0,300
2014-03-13 10:06:42,1,10,0,0,10,0,0,0,0,0,0,0,0
2014-03-13 10:06:55,53,20214,100,1604,0,7609,0,3601,0,500,0,3300,3500
2014-03-13 10:06:59,22,7803,400,1300,100,803,0,5100,0,0,0,100,0
2014-03-13 10:07:10,13,5300,0,0,0,0,0,5000,0,0,0,0,300
2014-03-13 10:07:15,21,6203,0,100,0,2700,0,2200,0,0,0,600,603
2014-03-13 10:07:20,75,17414,400,1707,700,9601,0,2900,0,506,0,700,900
2014-03-13 10:07:21,27,6597,0,103,100,3394,0,2500,0,0,0,200,300
2014-03-13 10:07:22,20,5059,400,1300,100,1759,0,1100,0,300,0,100,0
2014-03-13 10:07:24,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 10:07:29,2,2000,0,0,0,0,0,0,0,0,0,2000,0
2014-03-13 10:07:40,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 10:07:43,45,9300,400,400,100,2304,0,2394,0,402,0,2300,1000
2014-03-13 10:07:47,4,300,0,0,0,0,0,200,0,0,0,100,0
2014-03-13 10:07:49,2,200,0,200,0,0,0,0,0,0,0,0,0
2014-03-13 10:07:50,1,1000,0,0,0,0,0,1000,0,0,0,0,0
2014-03-13 10:07:53,5,1000,0,0,0,0,0,1000,0,0,0,0,0
2014-03-13 10:07:56,13,2705,400,503,100,1300,0,300,0,102,0,0,0
2014-03-13 10:08:01,15,3574,0,703,0,1071,0,1600,0,200,0,0,0
2014-03-13 10:08:06,3,1000,0,0,0,0,0,1000,0,0,0,0,0
2014-03-13 10:08:08,3,1001,0,0,0,0,0,1000,0,1,0,0,0
2014-03-13 10:08:11,1,1000,0,0,0,0,0,1000,0,0,0,0,0
2014-03-13 10:08:12,53,12501,0,4262,400,3338,0,3500,0,201,0,400,400
2014-03-13 10:08:16,4,2300,0,300,0,0,0,0,0,0,0,2000,0
2014-03-13 10:08:17,9,5000,0,0,0,0,0,5000,0,0,0,0,0
2014-03-13 10:08:20,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:08:22,1,3,0,0,0,0,0,0,0,3,0,0,0
2014-03-13 10:08:33,57,14405,400,1900,800,3900,0,3700,0,1005,0,1400,1300
2014-03-13 10:08:35,2,300,0,0,0,0,0,300,0,0,0,0,0
2014-03-13 10:08:37,4,1000,0,0,0,0,0,1000,0,0,0,0,0
2014-03-13 10:08:40,4,1000,0,0,0,1000,0,0,0,0,0,0,0
2014-03-13 10:08:43,2,1000,0,0,0,0,0,1000,0,0,0,0,0
2014-03-13 10:08:51,75,22729,800,2426,1700,12594,0,3500,0,909,200,600,0
2014-03-13 10:08:57,40,13604,400,801,1900,1303,0,4200,0,800,200,3200,800
2014-03-13 10:08:59,2,100,0,98,0,0,0,0,0,2,0,0,0
2014-03-13 10:09:00,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 10:09:07,1,200,0,0,0,0,0,0,0,0,0,0,200
2014-03-13 10:09:13,10,2250,400,700,0,1150,0,0,0,0,0,0,0
2014-03-13 10:09:18,13,5600,0,0,0,5000,0,0,0,0,0,600,0
2014-03-13 10:09:22,2,1000,0,0,0,0,0,1000,0,0,0,0,0
2014-03-13 10:09:52,37,9600,400,1400,0,4799,0,2400,0,101,0,0,500
2014-03-13 10:09:57,24,8000,400,0,2000,2700,0,0,0,700,0,1500,700
2014-03-13 10:10:07,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 10:10:15,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 10:10:26,1,28,0,28,0,0,0,0,0,0,0,0,0
2014-03-13 10:10:28,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:10:36,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:11:02,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 10:11:06,1,200,0,0,0,0,0,0,0,0,0,200,0
2014-03-13 10:11:24,50,30314,0,11698,0,10116,0,3200,0,2100,2800,300,100
2014-03-13 10:11:26,26,10396,0,1800,0,2000,0,5300,0,700,396,100,100
2014-03-13 10:11:30,11,5000,0,0,0,2200,0,2500,0,300,0,0,0
2014-03-13 10:11:44,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 10:11:52,47,12601,800,998,100,1900,0,6900,0,700,0,400,803
2014-03-13 10:12:04,31,9297,0,1504,200,2893,0,4300,0,200,0,200,0
2014-03-13 10:12:10,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:12:32,64,17156,400,800,400,7503,100,3300,200,903,0,1900,1650
2014-03-13 10:12:38,1,200,0,0,0,0,0,0,0,0,0,0,200
2014-03-13 10:13:01,19,4906,400,902,0,1104,0,1300,0,100,0,0,1100
2014-03-13 10:13:16,99,58820,400,24259,500,6790,0,12563,0,6104,7904,200,100
2014-03-13 10:13:21,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 10:13:41,1,300,0,300,0,0,0,0,0,0,0,0,0
2014-03-13 10:13:52,1,20,0,0,20,0,0,0,0,0,0,0,0
2014-03-13 10:13:53,3,680,0,0,80,0,0,500,0,0,0,100,0
2014-03-13 10:13:56,1,50,50,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:14:04,22,7153,550,600,0,2701,0,2300,200,502,300,0,0
2014-03-13 10:14:05,5,1200,200,0,100,900,0,0,0,0,0,0,0
2014-03-13 10:14:44,1,28,0,0,0,0,0,0,0,28,0,0,0
2014-03-13 10:14:49,59,18322,400,203,100,2316,0,5700,0,750,0,7553,1300
2014-03-13 10:15:09,4,643,0,0,0,243,0,0,0,0,0,0,400
2014-03-13 10:16:04,1,100,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:16:08,86,31012,400,3404,600,6802,0,6800,0,5606,0,4000,3400
2014-03-13 10:16:09,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:16:53,2,302,0,0,300,0,0,2,0,0,0,0,0
2014-03-13 10:16:57,1,1,0,0,0,0,0,1,0,0,0,0,0
2014-03-13 10:17:02,1,69,69,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:17:06,2,200,0,100,0,0,0,100,0,0,0,0,0
2014-03-13 10:17:16,2,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 10:17:51,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:17:54,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 10:18:06,11,6500,0,2100,0,0,0,3900,100,0,0,0,400
2014-03-13 10:18:38,2,100,0,0,0,0,0,50,0,0,0,0,50
2014-03-13 10:18:55,3,300,0,100,0,0,0,100,0,0,0,0,100
2014-03-13 10:19:08,1,100,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:19:23,1,600,0,0,0,600,0,0,0,0,0,0,0
2014-03-13 10:19:24,1,300,0,300,0,0,0,0,0,0,0,0,0
2014-03-13 10:19:25,2,200,0,200,0,0,0,0,0,0,0,0,0
2014-03-13 10:19:33,38,6969,631,2417,100,357,0,3063,0,401,0,0,0
2014-03-13 10:20:02,5,700,0,0,400,0,0,0,0,0,0,100,200
2014-03-13 10:20:16,23,3700,0,0,200,0,0,2800,0,0,0,500,200
2014-03-13 10:20:17,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:20:30,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:20:33,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 10:20:34,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 10:21:00,2,300,0,0,0,0,0,0,0,0,0,300,0
2014-03-13 10:21:20,2,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:21:50,5,700,0,0,100,0,0,0,0,0,0,200,400
2014-03-13 10:22:01,2,200,0,0,0,0,0,0,0,0,0,100,100
2014-03-13 10:22:23,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:22:50,1,200,0,0,0,200,0,0,0,0,0,0,0
2014-03-13 10:22:54,113,45961,400,8709,300,11307,0,16937,0,7508,0,700,100
2014-03-13 10:22:59,1,3,0,0,0,0,0,0,0,3,0,0,0
2014-03-13 10:23:40,5,885,0,0,224,0,0,0,0,0,0,100,561
2014-03-13 10:23:46,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:23:57,6,700,0,0,0,0,200,0,0,0,0,400,100
2014-03-13 10:23:58,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:24:12,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:25:06,1,93,0,0,93,0,0,0,0,0,0,0,0
2014-03-13 10:25:07,33,12613,0,7900,2013,700,0,0,0,0,0,1900,100
2014-03-13 10:25:15,1,400,0,0,400,0,0,0,0,0,0,0,0
2014-03-13 10:25:38,1,300,0,0,300,0,0,0,0,0,0,0,0
2014-03-13 10:25:46,1,400,0,0,400,0,0,0,0,0,0,0,0
2014-03-13 10:26:21,71,16151,200,1850,500,5501,100,5900,0,800,400,500,400
2014-03-13 10:26:31,2,197,0,0,0,0,0,0,0,0,97,100,0
2014-03-13 10:26:35,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 10:26:45,2,600,0,0,0,0,0,600,0,0,0,0,0
2014-03-13 10:26:49,3,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:26:51,2,200,0,0,0,0,0,197,0,0,3,0,0
2014-03-13 10:26:55,23,3207,0,103,0,1004,0,2100,0,0,0,0,0
2014-03-13 10:27:15,98,26622,1200,2603,500,6501,0,7914,100,1904,0,3600,2300
2014-03-13 10:27:17,18,3809,300,800,100,902,0,1300,0,200,0,100,107
2014-03-13 10:27:18,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:27:21,8,806,0,4,100,202,0,500,0,0,0,0,0
2014-03-13 10:27:34,2,200,0,0,0,0,0,0,0,0,0,200,0
2014-03-13 10:28:38,4,600,0,0,200,0,0,100,0,0,0,300,0
2014-03-13 10:29:36,32,7308,0,803,300,2404,0,2700,0,901,0,100,100
2014-03-13 10:29:41,3,980,0,0,900,80,0,0,0,0,0,0,0
2014-03-13 10:30:19,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 10:30:28,2,200,0,0,200,0,0,0,0,0,0,0,0
2014-03-13 10:30:44,2,200,0,0,100,0,0,0,0,0,0,0,100
2014-03-13 10:30:54,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:31:00,30,8121,400,400,0,1208,0,4813,0,600,200,0,500
2014-03-13 10:32:13,4,647,0,0,647,0,0,0,0,0,0,0,0
2014-03-13 10:32:16,56,14004,400,3000,300,5001,0,2800,0,1703,0,400,400
2014-03-13 10:32:37,2,200,0,0,100,0,100,0,0,0,0,0,0
2014-03-13 10:32:56,16,2600,0,0,400,0,0,1200,0,0,0,700,300
2014-03-13 10:33:10,3,700,0,0,700,0,0,0,0,0,0,0,0
2014-03-13 10:33:41,6,700,0,0,126,274,0,0,0,0,0,0,300
2014-03-13 10:33:54,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:34:45,4,800,0,0,0,0,0,0,0,0,0,100,700
2014-03-13 10:34:46,13,1598,0,300,0,426,0,467,0,305,0,0,100
2014-03-13 10:34:50,66,12607,0,4403,200,3580,0,2724,0,700,200,400,400
2014-03-13 10:34:51,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:35:15,1,10,0,0,0,0,0,10,0,0,0,0,0
2014-03-13 10:35:20,2,200,0,0,100,100,0,0,0,0,0,0,0
2014-03-13 10:35:45,1,200,200,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:35:52,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 10:35:57,38,10520,400,800,23,3803,0,5091,0,403,0,0,0
2014-03-13 10:36:44,40,22832,400,1900,519,1100,0,7413,0,10800,300,0,400
2014-03-13 10:37:44,2,200,0,0,200,0,0,0,0,0,0,0,0
2014-03-13 10:38:00,97,26442,400,2700,2700,6105,0,11426,100,1811,100,900,200
2014-03-13 10:38:03,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 10:38:22,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:38:26,2,300,0,300,0,0,0,0,0,0,0,0,0
2014-03-13 10:38:27,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:38:34,1,72,0,0,0,0,72,0,0,0,0,0,0
2014-03-13 10:38:42,56,10308,600,1300,940,1233,0,4035,0,600,0,1300,300
2014-03-13 10:38:52,7,1200,0,500,0,200,0,300,0,0,100,0,100
2014-03-13 10:38:53,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:38:55,1,4,0,0,0,0,0,0,0,4,0,0,0
2014-03-13 10:38:59,21,5308,0,1601,0,702,0,2604,100,301,0,0,0
2014-03-13 10:39:17,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:39:45,4,205,0,200,0,0,0,0,0,5,0,0,0
2014-03-13 10:40:09,19,4203,0,0,203,800,0,1600,0,100,400,800,300
2014-03-13 10:40:37,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 10:41:08,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 10:41:09,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:41:10,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:41:23,26,3711,0,1103,0,506,0,1500,0,402,0,200,0
2014-03-13 10:41:53,8,1529,0,0,500,29,0,0,0,0,0,900,100
2014-03-13 10:41:54,27,6742,400,1000,0,1826,0,2516,0,400,0,400,200
2014-03-13 10:41:58,3,700,0,0,0,200,0,0,0,500,0,0,0
2014-03-13 10:41:59,13,3401,0,300,0,1201,0,1900,0,0,0,0,0
2014-03-13 10:42:09,24,4609,0,504,100,1001,0,2300,0,704,0,0,0
2014-03-13 10:42:36,4,500,0,0,100,0,0,0,0,0,0,300,100
2014-03-13 10:42:37,6,700,0,0,0,300,0,100,0,100,100,100,0
2014-03-13 10:42:39,1,4,0,0,0,0,0,0,0,4,0,0,0
2014-03-13 10:42:47,12,2512,0,404,0,604,0,1100,100,304,0,0,0
2014-03-13 10:42:51,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:42:59,8,1700,400,0,0,900,0,100,0,100,0,0,200
2014-03-13 10:43:41,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 10:44:17,2,200,0,0,0,0,0,0,0,0,0,200,0
2014-03-13 10:44:24,2,430,0,0,30,0,0,0,0,0,0,0,400
2014-03-13 10:44:29,1,200,0,0,0,0,0,0,0,0,0,200,0
2014-03-13 10:44:30,25,3297,0,1100,0,401,0,600,0,596,0,600,0
2014-03-13 10:44:32,2,200,0,0,0,0,0,0,0,0,0,0,200
2014-03-13 10:44:34,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:44:48,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:44:55,1,200,0,200,0,0,0,0,0,0,0,0,0
2014-03-13 10:45:24,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 10:45:29,20,3400,0,0,400,0,0,2700,0,0,0,300,0
