TimeInterval,TradeCount,Volume,Chicago,NASDAQ OMX BX,National,Direct Edge A,BATS,NASDAQ OMX PSX,Direct Edge X,NYSE Arca SM,CBOE,NASDAQ,BATS Y 
2014-03-13 10:11:48,7,800,0,0,0,0,0,0,800,0,0,0,0
2014-03-13 10:11:50,12,1635,0,0,0,0,1200,0,268,5,0,162,0
2014-03-13 10:11:51,34,2612,0,0,0,100,200,0,875,100,0,1237,100
2014-03-13 10:11:52,7,328,0,0,0,0,0,0,0,0,0,228,100
2014-03-13 10:11:55,1,10,0,0,0,0,0,0,0,0,0,0,10
2014-03-13 10:11:56,6,351,0,100,0,0,0,0,50,0,0,201,0
2014-03-13 10:11:57,3,250,0,0,0,100,0,0,0,0,0,150,0
2014-03-13 10:12:05,2,199,0,199,0,0,0,0,0,0,0,0,0
2014-03-13 10:12:06,2,150,0,0,0,0,0,0,0,0,0,150,0
2014-03-13 10:12:09,1,50,0,0,0,0,0,0,0,50,0,0,0
2014-03-13 10:12:12,1,140,0,0,0,0,0,0,0,140,0,0,0
2014-03-13 10:12:20,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:12:25,16,1659,0,0,0,0,671,0,0,586,0,402,0
2014-03-13 10:12:28,1,400,0,0,0,0,0,0,0,0,0,0,400
2014-03-13 10:12:29,5,800,0,0,0,0,300,0,500,0,0,0,0
2014-03-13 10:12:33,1,25,0,0,0,0,0,0,0,0,0,25,0
2014-03-13 10:12:34,3,300,0,100,0,0,0,0,0,0,0,200,0
2014-03-13 10:12:35,1,2,0,2,0,0,0,0,0,0,0,0,0
2014-03-13 10:12:40,1,12,0,0,0,0,0,0,0,0,0,12,0
2014-03-13 10:12:42,5,388,0,0,0,0,0,0,100,100,0,188,0
2014-03-13 10:12:44,1,20,0,0,0,0,0,0,0,0,0,20,0
2014-03-13 10:12:48,1,20,0,0,0,0,0,0,0,0,0,20,0
2014-03-13 10:12:55,1,74,0,0,0,0,0,0,74,0,0,0,0
2014-03-13 10:13:00,5,1311,0,0,100,0,0,0,1100,0,0,111,0
2014-03-13 10:13:01,6,373,0,0,0,0,129,0,0,0,0,244,0
2014-03-13 10:13:02,2,1000,0,0,0,0,1000,0,0,0,0,0,0
2014-03-13 10:13:06,2,102,0,0,0,0,0,0,0,0,0,102,0
2014-03-13 10:13:08,10,1247,0,0,0,0,300,0,193,300,0,454,0
2014-03-13 10:13:09,6,1158,0,0,0,0,998,0,0,0,0,160,0
2014-03-13 10:13:11,1,2,0,0,0,0,0,2,0,0,0,0,0
2014-03-13 10:13:12,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 10:13:13,1,25,0,0,0,0,0,0,0,0,0,25,0
2014-03-13 10:13:14,5,380,0,0,0,0,0,0,255,0,0,125,0
2014-03-13 10:13:23,1,200,0,0,0,0,0,0,200,0,0,0,0
2014-03-13 10:13:28,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:13:33,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:13:34,2,200,0,0,0,0,0,0,0,0,0,200,0
2014-03-13 10:13:37,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 10:13:40,5,700,0,0,0,0,0,0,200,200,0,300,0
2014-03-13 10:13:41,8,595,0,0,0,0,300,0,45,250,0,0,0
2014-03-13 10:13:49,27,2136,0,200,0,87,100,0,200,240,0,1209,100
2014-03-13 10:13:50,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:13:52,5,600,0,0,0,0,100,0,0,400,0,100,0
2014-03-13 10:13:56,7,500,0,0,0,0,0,0,0,0,0,500,0
2014-03-13 10:14:01,3,300,0,0,0,0,0,0,300,0,0,0,0
2014-03-13 10:14:14,2,300,0,0,0,0,0,0,0,300,0,0,0
2014-03-13 10:14:17,1,20,0,0,0,0,0,0,0,0,0,0,20
2014-03-13 10:14:24,19,1158,0,200,0,200,128,0,0,120,0,510,0
2014-03-13 10:14:25,15,438,0,0,0,0,0,0,0,0,0,438,0
2014-03-13 10:14:31,6,440,0,0,0,0,200,0,0,240,0,0,0
2014-03-13 10:14:32,6,483,0,0,0,0,0,0,483,0,0,0,0
2014-03-13 10:14:33,3,300,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:14:34,5,500,0,0,0,200,0,0,0,0,0,100,200
2014-03-13 10:14:35,15,912,0,0,0,0,0,0,295,400,0,217,0
2014-03-13 10:14:37,14,1424,0,0,0,0,500,0,0,500,0,424,0
2014-03-13 10:14:38,1,150,0,0,0,0,0,0,150,0,0,0,0
2014-03-13 10:14:45,14,1585,0,100,0,0,900,0,0,500,0,85,0
2014-03-13 10:14:57,1,20,0,0,0,0,0,0,0,20,0,0,0
2014-03-13 10:14:59,1,20,0,0,0,0,0,0,0,20,0,0,0
2014-03-13 10:15:00,4,220,0,0,0,0,0,0,0,220,0,0,0
2014-03-13 10:15:02,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:15:14,6,223,0,0,0,0,0,0,100,0,0,123,0
2014-03-13 10:15:28,15,1520,0,200,0,0,300,0,420,300,0,300,0
2014-03-13 10:15:30,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:15:34,3,200,0,0,0,0,0,0,100,100,0,0,0
2014-03-13 10:15:45,1,1,0,1,0,0,0,0,0,0,0,0,0
2014-03-13 10:15:48,14,1079,0,99,0,0,300,0,0,500,0,100,80
2014-03-13 10:15:50,8,699,0,0,0,0,0,0,0,390,0,309,0
2014-03-13 10:15:52,16,787,0,0,0,0,0,0,100,630,0,57,0
2014-03-13 10:15:53,2,162,0,0,0,0,0,0,162,0,0,0,0
2014-03-13 10:15:58,6,600,0,0,0,0,0,0,100,0,0,500,0
2014-03-13 10:16:03,8,1100,0,0,0,0,400,0,0,700,0,0,0
2014-03-13 10:16:05,5,520,0,0,0,0,100,0,0,100,0,320,0
2014-03-13 10:16:10,8,800,0,0,0,0,100,0,200,200,0,300,0
2014-03-13 10:16:11,4,400,0,0,0,0,100,0,0,0,0,300,0
2014-03-13 10:16:14,22,1454,0,400,0,100,100,0,100,500,0,154,100
2014-03-13 10:16:15,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:16:16,10,474,0,0,0,0,0,345,0,0,0,129,0
2014-03-13 10:16:19,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:16:21,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:16:23,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:16:25,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:16:26,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:16:31,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:16:32,5,283,0,0,0,0,0,0,176,107,0,0,0
2014-03-13 10:16:34,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:16:35,5,5440,4840,0,0,0,0,0,400,100,0,100,0
2014-03-13 10:16:38,1,1,0,0,0,0,0,0,0,0,0,1,0
2014-03-13 10:16:43,4,450,0,0,0,0,0,250,0,200,0,0,0
2014-03-13 10:16:46,15,1324,0,0,0,0,300,0,524,200,0,300,0
2014-03-13 10:17:03,1,42,0,0,0,0,0,0,42,0,0,0,0
2014-03-13 10:17:14,1,1,0,1,0,0,0,0,0,0,0,0,0
2014-03-13 10:17:27,1,10,0,0,0,0,10,0,0,0,0,0,0
2014-03-13 10:17:29,2,190,0,0,0,0,190,0,0,0,0,0,0
2014-03-13 10:17:31,17,1668,0,0,0,0,409,350,0,300,0,609,0
2014-03-13 10:17:32,5,900,0,0,0,0,200,0,500,0,0,200,0
2014-03-13 10:17:41,2,103,0,3,0,0,0,0,0,0,0,100,0
2014-03-13 10:17:49,1,61,0,0,0,61,0,0,0,0,0,0,0
2014-03-13 10:17:53,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:18:02,15,1202,0,200,0,0,100,0,525,5,0,272,100
2014-03-13 10:18:03,6,900,0,0,0,0,100,200,0,0,0,600,0
2014-03-13 10:18:07,1,3,0,0,0,0,0,0,0,0,0,3,0
2014-03-13 10:18:11,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:18:16,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:18:20,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:18:27,1,35,0,35,0,0,0,0,0,0,0,0,0
2014-03-13 10:18:33,1,25,0,0,0,0,0,0,0,0,0,25,0
2014-03-13 10:18:36,3,203,0,100,0,0,0,0,0,0,0,103,0
2014-03-13 10:18:37,4,206,0,0,0,0,0,0,0,0,0,206,0
2014-03-13 10:18:46,1,200,0,0,0,0,0,0,200,0,0,0,0
2014-03-13 10:18:49,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:18:50,5,325,0,0,0,0,0,0,0,325,0,0,0
2014-03-13 10:18:53,1,300,0,0,0,0,0,0,0,0,0,300,0
2014-03-13 10:18:58,18,2595,0,0,0,200,500,0,0,100,0,1795,0
2014-03-13 10:18:59,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:19:12,4,200,0,0,0,0,0,0,0,0,0,200,0
2014-03-13 10:19:17,8,900,0,0,0,0,100,0,0,0,0,800,0
2014-03-13 10:19:19,2,100,0,0,0,0,0,0,5,0,0,95,0
2014-03-13 10:19:20,9,1005,0,0,0,200,300,0,0,0,0,305,200
2014-03-13 10:19:24,5,500,0,0,0,0,100,0,0,400,0,0,0
2014-03-13 10:19:30,2,200,0,0,0,0,0,0,0,0,0,200,0
2014-03-13 10:19:35,1,21,0,21,0,0,0,0,0,0,0,0,0
2014-03-13 10:19:53,1,10,0,0,0,0,0,0,0,10,0,0,0
2014-03-13 10:20:01,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:20:11,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:20:13,8,717,0,100,0,0,400,0,200,0,0,17,0
2014-03-13 10:20:18,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:20:19,1,50,0,0,0,0,0,0,0,0,0,50,0
2014-03-13 10:20:28,1,31,0,0,0,0,0,31,0,0,0,0,0
2014-03-13 10:20:32,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 10:20:34,4,160,0,0,0,0,0,41,1,0,0,118,0
2014-03-13 10:20:36,4,750,0,0,0,0,0,250,0,500,0,0,0
2014-03-13 10:20:37,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 10:20:43,9,651,0,0,0,0,0,0,42,392,0,217,0
2014-03-13 10:20:44,4,133,0,0,0,0,0,0,0,0,0,133,0
2014-03-13 10:20:47,2,3,0,3,0,0,0,0,0,0,0,0,0
2014-03-13 10:20:48,1,7,0,0,0,0,0,0,0,0,0,7,0
2014-03-13 10:21:14,8,825,0,0,0,0,105,0,0,300,0,420,0
2014-03-13 10:21:15,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:21:30,1,2,0,0,0,0,0,0,0,0,0,2,0
2014-03-13 10:21:31,2,200,0,0,0,0,0,0,0,0,0,0,200
2014-03-13 10:21:32,1,2,0,0,0,0,0,0,0,0,0,2,0
2014-03-13 10:21:33,1,2,0,0,0,0,0,0,0,0,0,2,0
2014-03-13 10:21:43,1,48,0,0,0,0,0,0,0,48,0,0,0
2014-03-13 10:21:44,1,94,0,0,0,0,0,0,0,0,0,94,0
2014-03-13 10:21:48,1,2,0,0,0,0,0,0,0,2,0,0,0
2014-03-13 10:21:49,1,94,0,0,0,0,0,0,0,94,0,0,0
2014-03-13 10:21:50,9,1304,0,0,0,0,500,0,300,304,0,200,0
2014-03-13 10:21:51,3,300,0,0,0,0,0,0,0,300,0,0,0
2014-03-13 10:21:52,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:21:58,2,200,0,0,0,0,0,0,0,100,0,100,0
2014-03-13 10:22:11,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 10:22:12,1,40,0,0,0,0,0,0,0,0,0,40,0
2014-03-13 10:22:21,5,900,0,0,0,0,100,0,0,100,0,600,100
2014-03-13 10:22:24,3,150,0,0,0,0,0,0,0,150,0,0,0
2014-03-13 10:22:29,2,59,0,0,0,0,0,0,0,35,0,24,0
2014-03-13 10:22:31,21,1759,0,50,0,100,50,0,620,200,0,689,50
2014-03-13 10:22:48,3,112,0,0,0,0,0,0,100,0,0,12,0
2014-03-13 10:22:50,3,220,0,0,0,0,0,0,0,20,200,0,0
2014-03-13 10:23:01,6,1300,0,0,0,0,700,0,400,0,0,200,0
2014-03-13 10:23:02,2,200,0,0,0,0,0,0,200,0,0,0,0
2014-03-13 10:23:03,3,326,0,0,0,0,0,0,326,0,0,0,0
2014-03-13 10:23:05,9,1813,0,50,0,0,200,350,1113,100,0,0,0
2014-03-13 10:23:06,3,300,0,0,0,0,200,0,100,0,0,0,0
2014-03-13 10:23:08,7,405,0,0,0,50,0,0,0,150,0,205,0
2014-03-13 10:23:23,3,126,0,0,0,0,100,0,26,0,0,0,0
2014-03-13 10:23:26,1,33,0,0,0,0,0,0,0,0,0,33,0
2014-03-13 10:23:41,6,800,0,200,0,0,0,0,0,0,0,600,0
2014-03-13 10:23:42,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 10:23:44,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 10:23:45,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:23:47,2,103,0,0,0,0,0,0,100,0,0,3,0
2014-03-13 10:23:50,2,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 10:23:52,2,200,0,0,0,0,0,0,0,0,0,200,0
2014-03-13 10:23:53,8,690,0,0,0,0,100,0,55,200,0,335,0
2014-03-13 10:24:05,18,2106,0,0,0,0,100,0,1200,0,0,706,100
2014-03-13 10:24:06,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:24:14,3,300,0,100,0,100,0,0,0,0,0,0,100
2014-03-13 10:24:18,1,10,0,0,0,0,0,0,0,0,0,10,0
2014-03-13 10:24:21,1,74,0,0,0,0,0,0,0,0,0,74,0
2014-03-13 10:24:26,1,46,0,0,0,0,0,0,0,0,0,46,0
2014-03-13 10:24:27,17,1200,0,0,0,100,200,0,100,274,0,426,100
2014-03-13 10:24:28,2,200,0,0,0,0,0,0,200,0,0,0,0
2014-03-13 10:24:54,3,263,0,0,0,0,0,0,63,0,0,200,0
2014-03-13 10:25:05,9,1055,0,0,0,18,200,0,500,100,0,237,0
2014-03-13 10:25:06,1,3,0,0,0,0,0,0,0,0,0,3,0
2014-03-13 10:25:07,1,1,0,0,0,0,0,0,0,0,0,1,0
2014-03-13 10:25:08,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:25:11,7,1494,0,0,0,0,1000,0,100,194,0,106,94
2014-03-13 10:25:20,10,831,0,0,0,0,0,0,200,100,0,531,0
2014-03-13 10:25:21,13,4460,0,0,0,0,0,0,4005,0,0,455,0
2014-03-13 10:25:24,6,805,0,0,0,0,0,0,700,105,0,0,0
2014-03-13 10:25:25,5,495,0,0,0,0,100,0,0,195,0,200,0
2014-03-13 10:25:26,21,1249,0,0,0,0,200,0,315,479,0,255,0
2014-03-13 10:25:27,2,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:25:31,2,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:25:32,2,27,0,0,0,0,0,0,0,0,0,27,0
2014-03-13 10:25:43,1,1,0,0,0,0,0,0,0,0,0,1,0
2014-03-13 10:25:47,3,241,0,0,0,0,0,0,0,241,0,0,0
2014-03-13 10:25:48,8,1000,0,0,0,0,200,0,300,59,0,441,0
2014-03-13 10:25:49,2,600,0,0,0,0,0,0,0,0,0,600,0
2014-03-13 10:25:51,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:25:56,3,440,0,0,0,100,0,0,0,340,0,0,0
2014-03-13 10:25:58,1,33,0,0,0,0,0,0,33,0,0,0,0
2014-03-13 10:25:59,1,200,0,0,0,0,0,0,200,0,0,0,0
2014-03-13 10:26:09,2,20,0,0,0,0,0,0,0,0,0,20,0
2014-03-13 10:26:40,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:26:59,22,1827,0,0,0,0,715,0,200,100,0,812,0
2014-03-13 10:27:02,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:27:15,1,50,0,0,0,0,50,0,0,0,0,0,0
2014-03-13 10:27:19,8,1100,0,0,0,0,600,0,0,100,0,400,0
2014-03-13 10:27:23,1,4,0,0,0,0,0,0,0,0,0,4,0
2014-03-13 10:27:29,8,759,0,0,0,100,0,0,0,100,0,459,100
2014-03-13 10:27:30,6,790,0,190,0,0,0,0,500,100,0,0,0
2014-03-13 10:27:55,9,777,0,0,0,100,0,0,362,300,0,15,0
2014-03-13 10:27:57,2,200,0,0,0,0,0,0,0,200,0,0,0
2014-03-13 10:28:05,24,1551,0,0,0,0,400,0,835,206,0,110,0
2014-03-13 10:28:07,3,157,0,0,0,0,0,0,0,20,0,137,0
2014-03-13 10:28:10,1,300,0,0,0,0,0,0,300,0,0,0,0
2014-03-13 10:28:13,5,500,0,0,0,0,0,0,0,0,0,500,0
2014-03-13 10:28:14,9,900,0,0,0,0,0,0,0,0,0,900,0
2014-03-13 10:28:20,1,25,0,0,0,0,0,0,25,0,0,0,0
2014-03-13 10:28:45,15,1476,0,0,0,0,176,0,0,600,0,700,0
2014-03-13 10:28:46,5,396,0,100,0,0,0,0,0,0,0,296,0
2014-03-13 10:29:01,2,137,0,0,0,0,37,0,100,0,0,0,0
2014-03-13 10:29:17,1,9,0,0,0,0,0,0,9,0,0,0,0
2014-03-13 10:29:23,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:29:28,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:29:48,3,300,0,0,0,0,200,0,0,0,0,100,0
2014-03-13 10:29:49,11,1000,0,0,0,0,109,0,191,100,0,600,0
2014-03-13 10:30:00,2,200,0,0,0,0,0,0,0,200,0,0,0
2014-03-13 10:30:02,40,3220,0,0,0,217,810,0,900,108,0,1148,37
2014-03-13 10:30:21,2,100,0,0,0,0,54,0,0,0,0,0,46
2014-03-13 10:30:23,3,200,0,0,0,0,46,0,0,0,0,154,0
2014-03-13 10:30:26,2,200,0,0,0,0,0,0,0,200,0,0,0
2014-03-13 10:30:33,9,718,0,0,0,0,0,0,400,210,0,108,0
2014-03-13 10:30:34,8,880,0,0,0,0,320,0,260,0,0,0,300
2014-03-13 10:30:37,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:30:46,5,496,0,0,0,0,0,0,0,96,0,400,0
2014-03-13 10:30:49,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 10:30:53,1,2,0,2,0,0,0,0,0,0,0,0,0
2014-03-13 10:30:55,1,2,0,0,0,0,0,0,0,0,0,2,0
2014-03-13 10:31:02,1,400,0,0,0,0,0,0,400,0,0,0,0
2014-03-13 10:31:07,1,1,0,0,0,0,0,0,0,0,0,1,0
2014-03-13 10:31:20,29,4958,0,0,0,100,0,0,2256,100,0,2502,0
2014-03-13 10:31:21,8,970,0,0,0,70,0,0,200,300,0,400,0
2014-03-13 10:31:22,2,200,0,0,0,0,0,0,0,0,0,200,0
2014-03-13 10:31:25,68,23420,0,0,0,0,5510,0,14826,1350,0,1634,100
2014-03-13 10:31:26,26,3100,0,100,0,300,300,300,100,300,0,1600,100
2014-03-13 10:31:27,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:31:32,13,2450,0,0,0,0,0,0,700,0,0,1750,0
2014-03-13 10:31:33,8,1200,0,0,0,0,0,0,200,200,0,700,100
2014-03-13 10:31:34,3,400,0,0,0,0,0,0,0,0,0,400,0
2014-03-13 10:31:35,16,2633,0,0,0,0,0,0,645,200,0,1788,0
2014-03-13 10:31:36,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 10:31:38,1,1400,0,0,0,0,0,1400,0,0,0,0,0
2014-03-13 10:31:39,4,400,0,0,0,200,0,0,0,200,0,0,0
2014-03-13 10:31:40,2,30,0,5,0,0,0,0,25,0,0,0,0
2014-03-13 10:31:41,2,200,0,100,0,0,0,0,0,0,0,0,100
2014-03-13 10:31:45,30,4025,0,0,0,200,100,0,1325,600,0,1800,0
2014-03-13 10:31:46,4,700,0,100,0,0,0,0,0,200,0,400,0
2014-03-13 10:31:48,1,65,0,0,0,0,0,0,0,0,0,65,0
2014-03-13 10:31:49,4,615,0,0,0,0,0,400,0,0,0,215,0
2014-03-13 10:31:50,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:31:52,3,400,0,0,0,0,100,0,100,0,0,200,0
2014-03-13 10:31:58,1,2,0,0,0,0,0,0,0,0,0,2,0
2014-03-13 10:32:01,8,950,0,200,0,0,200,0,100,200,0,250,0
2014-03-13 10:32:06,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:32:08,13,1732,0,0,0,0,100,0,222,510,0,900,0
2014-03-13 10:32:09,10,1248,0,0,0,0,0,0,100,400,0,748,0
2014-03-13 10:32:12,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:32:13,9,1300,0,0,0,0,0,600,300,0,0,100,300
2014-03-13 10:32:14,5,500,0,0,0,0,0,0,0,200,0,300,0
2014-03-13 10:32:15,13,1260,0,0,0,100,0,0,100,400,0,660,0
2014-03-13 10:32:17,14,2100,0,0,0,0,0,0,800,200,0,1100,0
2014-03-13 10:32:18,15,1800,0,0,0,0,0,0,0,300,0,1500,0
2014-03-13 10:32:19,19,2881,0,100,0,410,100,0,100,200,0,1971,0
2014-03-13 10:32:20,2,200,0,0,0,100,0,0,0,0,0,100,0
2014-03-13 10:32:21,2,500,0,0,0,0,0,400,0,0,0,100,0
2014-03-13 10:32:23,8,826,0,0,0,200,0,0,300,0,0,326,0
2014-03-13 10:32:26,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:32:27,1,7,0,0,0,0,0,0,0,0,0,7,0
2014-03-13 10:32:29,16,2000,0,0,0,0,0,0,500,600,0,900,0
2014-03-13 10:32:30,8,1533,0,0,0,0,0,0,499,0,0,1034,0
2014-03-13 10:32:31,2,200,0,0,0,100,0,0,0,0,0,100,0
2014-03-13 10:32:32,2,200,0,0,0,0,0,0,0,0,0,200,0
2014-03-13 10:32:33,3,173,0,0,0,0,0,0,0,0,0,173,0
2014-03-13 10:32:34,3,600,0,0,0,0,0,400,0,100,0,0,100
2014-03-13 10:32:35,5,510,0,0,0,0,0,0,0,180,0,330,0
2014-03-13 10:32:37,9,1000,0,200,0,100,100,0,100,0,0,400,100
2014-03-13 10:32:40,7,700,0,0,0,0,100,0,200,400,0,0,0
2014-03-13 10:32:41,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:32:48,3,300,0,0,0,100,100,0,0,0,0,100,0
2014-03-13 10:32:50,12,1002,0,0,0,0,0,0,897,100,0,5,0
2014-03-13 10:32:52,5,501,0,0,0,0,0,0,500,0,0,1,0
2014-03-13 10:32:54,15,4996,0,0,0,0,600,0,3603,400,0,393,0
2014-03-13 10:32:55,31,2937,0,200,0,301,100,75,200,918,0,942,201
2014-03-13 10:32:57,3,300,0,0,0,0,0,0,100,100,0,100,0
2014-03-13 10:32:58,2,200,0,0,0,200,0,0,0,0,0,0,0
2014-03-13 10:33:00,1,10,0,0,0,0,0,0,0,0,0,10,0
2014-03-13 10:33:01,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:33:02,3,300,0,0,0,0,0,0,100,100,0,100,0
2014-03-13 10:33:03,2,200,0,0,0,100,0,100,0,0,0,0,0
2014-03-13 10:33:05,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:33:07,9,640,0,0,0,100,0,0,100,320,0,120,0
2014-03-13 10:33:12,5,505,0,0,0,0,0,400,0,0,0,105,0
2014-03-13 10:33:13,11,5139,0,0,0,0,0,4600,0,0,0,504,35
2014-03-13 10:33:14,3,400,0,0,0,0,100,0,0,0,0,300,0
2014-03-13 10:33:15,1,91,0,91,0,0,0,0,0,0,0,0,0
2014-03-13 10:33:16,11,1102,0,0,0,100,0,0,0,0,0,1002,0
2014-03-13 10:33:17,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 10:33:18,4,318,0,0,0,0,100,0,100,0,0,0,118
2014-03-13 10:33:21,1,2,0,0,0,0,0,0,0,0,0,2,0
2014-03-13 10:33:28,1,300,0,0,0,0,0,0,0,0,0,300,0
2014-03-13 10:33:30,1,5,0,0,0,0,0,0,0,0,0,5,0
2014-03-13 10:33:31,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:33:32,2,198,0,0,0,0,0,0,0,0,0,198,0
2014-03-13 10:33:40,2,398,0,0,0,0,0,0,0,0,0,398,0
2014-03-13 10:33:41,10,2400,0,0,0,0,0,0,1000,200,0,1200,0
2014-03-13 10:33:42,1,800,0,0,0,0,0,800,0,0,0,0,0
2014-03-13 10:33:44,2,200,0,0,0,0,0,0,100,0,0,100,0
2014-03-13 10:33:49,2,200,0,0,0,0,0,0,200,0,0,0,0
2014-03-13 10:33:52,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 10:33:54,2,200,0,0,0,0,0,0,200,0,0,0,0
2014-03-13 10:34:02,8,909,0,100,0,0,400,0,0,100,0,309,0
2014-03-13 10:34:05,2,10,0,0,0,0,0,0,0,0,0,10,0
2014-03-13 10:34:06,1,40,0,0,0,0,0,0,0,40,0,0,0
2014-03-13 10:34:08,3,200,0,0,0,0,0,0,0,0,0,200,0
2014-03-13 10:34:10,1,55,0,0,0,0,0,0,0,0,0,55,0
2014-03-13 10:34:12,3,4920,0,0,0,0,4920,0,0,0,0,0,0
2014-03-13 10:34:18,4,540,0,0,0,100,0,0,0,440,0,0,0
2014-03-13 10:34:19,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 10:34:20,2,185,0,0,0,0,0,0,0,85,0,100,0
2014-03-13 10:34:22,2,200,0,0,0,100,0,0,0,100,0,0,0
2014-03-13 10:34:23,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:34:24,2,200,0,0,0,0,0,0,0,0,0,200,0
2014-03-13 10:34:26,15,2272,0,0,0,0,0,0,500,0,0,1772,0
2014-03-13 10:34:27,1,200,0,0,0,0,0,0,0,0,0,200,0
2014-03-13 10:34:28,1,600,0,0,0,0,0,600,0,0,0,0,0
2014-03-13 10:34:29,2,600,0,0,0,0,0,0,0,600,0,0,0
2014-03-13 10:34:33,2,65,0,0,0,0,0,0,0,0,0,65,0
2014-03-13 10:34:50,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:34:53,2,108,0,8,0,0,0,0,0,0,0,100,0
2014-03-13 10:34:54,5,701,0,0,0,0,600,0,0,0,0,101,0
2014-03-13 10:34:58,5,397,0,0,0,0,0,0,0,0,0,397,0
2014-03-13 10:35:01,3,200,0,0,0,200,0,0,0,0,0,0,0
2014-03-13 10:35:03,2,200,0,0,0,0,0,0,0,200,0,0,0
2014-03-13 10:35:07,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:35:12,14,1762,0,55,0,0,3,0,473,100,0,1131,0
2014-03-13 10:35:13,1,10,0,0,0,0,0,0,0,0,0,10,0
2014-03-13 10:35:17,1,65,0,65,0,0,0,0,0,0,0,0,0
2014-03-13 10:35:25,9,1275,0,0,0,0,0,0,0,71,0,1204,0
2014-03-13 10:35:26,1,96,0,0,0,0,96,0,0,0,0,0,0
