TimeInterval,TradeCount,Volume,Direct Edge A,Direct Edge X,NASDAQ OMX PSX,NASDAQ OMX,NYSE Arca SM,NASDAQ OMX BX,BATS,CBOE,BATS Y,National,NYSE 
2014-03-13 12:08:06,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:08:28,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:08:29,3,300,0,0,0,0,0,300,0,0,0,0,0
2014-03-13 12:08:30,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 12:08:34,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:08:39,2,200,0,0,0,0,0,100,0,0,0,0,100
2014-03-13 12:08:44,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 12:08:50,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 12:08:55,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:09:01,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:09:06,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:09:10,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:09:15,3,300,0,0,0,0,0,300,0,0,0,0,0
2014-03-13 12:09:16,4,700,0,0,0,0,0,400,0,0,0,0,300
2014-03-13 12:09:20,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:09:25,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:09:30,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:09:32,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:09:34,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:09:36,4,700,0,0,0,0,0,700,0,0,0,0,0
2014-03-13 12:09:39,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:09:42,31,37112,2999,0,1500,0,0,1700,0,0,1013,0,29900
2014-03-13 12:09:43,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 12:09:45,2,200,0,0,0,0,0,0,0,0,0,0,200
2014-03-13 12:09:49,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:09:54,1,100,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 12:09:55,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:09:59,1,100,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 12:10:04,7,3100,100,0,0,0,0,1800,0,0,0,800,400
2014-03-13 12:10:09,1,100,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 12:10:13,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:10:18,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:10:23,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:10:28,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:10:32,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:10:33,11,1100,100,400,0,0,0,200,200,0,0,0,200
2014-03-13 12:10:38,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 12:10:39,2,200,0,100,0,0,0,0,0,0,0,0,100
2014-03-13 12:10:43,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:10:47,4,400,300,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:10:53,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 12:10:57,2,200,100,0,0,0,0,0,0,0,0,0,100
2014-03-13 12:10:59,1,100,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 12:11:02,2,200,100,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:11:06,2,200,0,0,0,200,0,0,0,0,0,0,0
2014-03-13 12:11:07,1,300,300,0,0,0,0,0,0,0,0,0,0
2014-03-13 12:11:08,1,100,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 12:11:10,1,52,0,0,0,0,0,52,0,0,0,0,0
2014-03-13 12:11:13,1,100,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 12:11:17,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:11:18,2,100,48,0,0,0,0,52,0,0,0,0,0
2014-03-13 12:11:23,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:11:28,2,500,400,0,0,0,0,0,0,0,100,0,0
2014-03-13 12:11:32,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:11:34,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 12:11:37,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 12:11:38,2,100,0,0,0,0,0,48,0,0,52,0,0
2014-03-13 12:11:44,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:11:47,2,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:11:48,1,200,200,0,0,0,0,0,0,0,0,0,0
2014-03-13 12:11:49,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 12:11:54,1,100,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 12:11:59,1,100,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 12:12:02,1,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:12:05,2,200,100,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:12:10,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:12:15,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:12:16,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:12:17,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:12:20,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:12:22,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:12:26,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:12:29,5,800,500,0,0,0,0,300,0,0,0,0,0
2014-03-13 12:12:31,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:12:32,1,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:12:36,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:12:41,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:12:47,2,300,0,0,0,0,0,300,0,0,0,0,0
2014-03-13 12:12:50,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:12:53,5,900,900,0,0,0,0,0,0,0,0,0,0
2014-03-13 12:12:57,1,100,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 12:12:58,2,900,0,0,0,0,0,900,0,0,0,0,0
2014-03-13 12:13:02,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:13:03,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:13:09,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:13:12,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:13:13,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:13:16,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 12:13:17,1,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:13:19,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:13:24,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 12:13:27,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:13:32,3,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:13:47,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:13:50,8,1100,0,0,0,0,0,1000,0,0,0,100,0
2014-03-13 12:13:56,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 12:14:00,11,2500,900,0,0,0,0,1600,0,0,0,0,0
2014-03-13 12:14:01,13,11500,100,0,0,1000,0,0,0,0,100,200,10100
2014-03-13 12:14:02,3,300,100,0,0,0,0,0,0,0,100,0,100
2014-03-13 12:14:07,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 12:14:08,25,18350,0,800,0,2300,12650,0,0,0,0,900,1700
2014-03-13 12:14:09,28,39220,0,37959,0,0,761,0,300,100,0,0,100
2014-03-13 12:14:10,6,600,0,0,0,200,0,0,300,0,0,0,100
2014-03-13 12:14:17,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:14:19,5,3300,0,0,0,0,0,900,0,0,0,2400,0
2014-03-13 12:14:32,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:14:35,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:14:48,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:14:53,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:15:02,4,1000,0,0,0,0,0,1000,0,0,0,0,0
2014-03-13 12:15:03,2,200,0,0,0,0,0,100,0,0,100,0,0
2014-03-13 12:15:05,10,16397,1100,100,0,0,0,200,197,0,2200,900,11700
2014-03-13 12:15:08,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 12:15:09,1,200,0,0,0,0,0,0,0,0,0,200,0
2014-03-13 12:15:10,1,100,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 12:15:12,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:15:13,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 12:15:17,2,200,200,0,0,0,0,0,0,0,0,0,0
2014-03-13 12:15:18,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:15:19,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 12:15:22,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:15:24,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 12:15:28,3,1700,0,0,0,0,0,0,0,0,0,1700,0
2014-03-13 12:15:29,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 12:15:33,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:15:34,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 12:15:35,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:15:39,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 12:15:41,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 12:15:47,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:15:48,2,300,0,0,0,0,0,200,0,0,0,100,0
2014-03-13 12:16:01,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 12:16:03,1,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:16:06,2,200,0,0,0,100,0,0,0,0,0,100,0
2014-03-13 12:16:11,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 12:16:16,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 12:16:18,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:16:22,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 12:16:27,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 12:16:33,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:16:34,11,1600,0,0,0,0,0,300,0,0,0,700,600
2014-03-13 12:16:38,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 12:16:43,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 12:16:48,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:16:53,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 12:16:54,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 12:17:03,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:17:10,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:17:16,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:17:18,1,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:17:22,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:17:27,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:17:28,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:17:33,2,200,0,0,0,0,100,100,0,0,0,0,0
2014-03-13 12:17:34,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:17:38,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 12:17:44,2,300,0,0,100,0,0,0,0,0,0,200,0
2014-03-13 12:17:48,1,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:17:49,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 12:17:50,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 12:17:51,3,400,0,0,0,400,0,0,0,0,0,0,0
2014-03-13 12:17:53,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:17:55,7,808,0,0,808,0,0,0,0,0,0,0,0
2014-03-13 12:17:56,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 12:18:01,2,564,0,0,0,0,0,0,464,0,0,100,0
2014-03-13 12:18:03,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:18:06,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:18:12,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:18:17,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:18:18,1,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:18:22,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:18:28,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:18:33,2,200,0,0,0,0,0,100,0,0,0,100,0
2014-03-13 12:18:39,2,200,0,0,0,0,0,100,0,0,0,100,0
2014-03-13 12:18:44,3,200,0,0,0,0,0,128,0,0,0,72,0
2014-03-13 12:18:48,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:18:50,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:18:55,2,300,0,0,0,0,0,300,0,0,0,0,0
2014-03-13 12:19:00,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:19:03,1,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:19:06,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:19:11,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:19:13,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:19:17,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:19:18,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:19:23,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:19:28,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:19:33,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:19:34,2,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:19:40,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:19:45,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:19:48,1,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:19:51,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:19:56,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:20:02,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:20:03,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:20:05,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 12:20:07,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:20:13,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:20:16,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 12:20:17,3,300,0,0,0,0,0,200,0,0,0,0,100
2014-03-13 12:20:18,3,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:20:21,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:20:23,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:20:29,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:20:33,1,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:20:34,5,300,0,0,0,0,0,200,0,0,0,100,0
2014-03-13 12:20:39,8,700,0,0,0,0,0,700,0,0,0,0,0
2014-03-13 12:20:44,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:20:48,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:20:50,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:20:54,2,400,0,0,0,0,0,100,0,0,0,300,0
2014-03-13 12:20:56,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:21:00,2,3300,0,3200,0,0,0,100,0,0,0,0,0
2014-03-13 12:21:03,1,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:21:06,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:21:08,3,300,0,0,0,0,0,300,0,0,0,0,0
2014-03-13 12:21:11,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:21:15,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:21:17,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:21:19,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:21:23,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:21:28,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:21:33,4,400,0,0,0,0,0,300,0,0,0,100,0
2014-03-13 12:21:34,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:21:39,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:21:44,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:21:49,1,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:21:50,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:21:55,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:22:01,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:22:04,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:22:06,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:22:12,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:22:17,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:22:19,1,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:22:23,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:22:28,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:22:29,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:22:34,3,300,0,0,0,0,0,300,0,0,0,0,0
2014-03-13 12:22:40,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:22:45,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:22:47,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:22:49,1,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:22:51,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:22:57,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:23:02,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:23:04,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:23:07,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:23:12,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:23:14,1,100,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 12:23:17,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:23:19,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:23:22,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:23:27,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:23:30,4,400,0,0,0,0,0,400,0,0,0,0,0
2014-03-13 12:23:33,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:23:34,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:23:38,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:23:43,12,1400,0,0,0,0,0,1100,0,0,200,100,0
2014-03-13 12:23:44,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:23:48,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:23:49,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:23:50,1,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:23:54,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:23:59,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:24:04,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:24:06,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:24:09,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:24:12,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:24:15,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:24:19,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:24:21,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:24:27,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:24:31,4,600,0,0,0,500,0,100,0,0,0,0,0
2014-03-13 12:24:34,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:24:37,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:24:43,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:24:45,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:24:48,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:24:49,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:24:53,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:24:56,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 12:24:58,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:25:04,2,300,0,0,0,0,0,300,0,0,0,0,0
2014-03-13 12:25:09,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:25:14,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:25:19,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:25:20,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:25:24,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:25:25,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:25:30,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:25:34,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:25:36,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:25:41,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:25:46,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:25:49,1,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:25:51,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:25:57,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:26:02,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:26:04,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:26:08,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:26:13,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:26:19,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:26:25,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:26:31,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:26:33,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:26:34,2,200,0,0,0,0,0,100,0,0,0,0,100
2014-03-13 12:26:36,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:26:42,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:26:47,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:26:49,1,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:26:54,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:26:55,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:26:59,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:27:04,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:27:06,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:27:10,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:27:12,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:27:13,2,200,0,100,0,0,0,0,0,0,0,0,100
2014-03-13 12:27:16,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:27:19,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:27:22,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:27:24,9,2000,0,0,0,0,0,1200,0,0,0,800,0
2014-03-13 12:27:27,3,300,200,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:27:31,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:27:33,11,11800,0,8500,0,0,0,1800,0,0,1500,0,0
2014-03-13 12:27:34,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:27:35,1,300,0,0,0,0,0,300,0,0,0,0,0
2014-03-13 12:27:39,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:27:40,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:27:44,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:27:48,2,400,0,0,0,0,0,400,0,0,0,0,0
2014-03-13 12:27:49,1,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:27:50,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:27:52,1,2,0,0,0,0,0,2,0,0,0,0,0
2014-03-13 12:27:56,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:28:01,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:28:04,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:28:07,2,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:28:10,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:28:12,2,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:28:18,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:28:20,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:28:23,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:28:25,2,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:28:29,2,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:28:34,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:28:35,3,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 12:28:40,2,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:28:45,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:28:48,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:28:50,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 12:28:51,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 12:28:57,2,200,0,0,0,0,0,100,0,0,0,100,0
