TimeInterval,TradeCount,Volume,Chicago,NASDAQ OMX BX,Direct Edge A,NASDAQ OMX,Direct Edge X,NASDAQ OMX PSX,NYSE Arca SM,BATS Y,NYSE,BATS,National 
2014-03-13 11:08:42,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 11:08:43,5,1100,0,0,0,200,0,0,100,0,800,0,0
2014-03-13 11:08:50,1,200,0,0,0,0,200,0,0,0,0,0,0
2014-03-13 11:08:51,4,601,0,0,0,0,0,0,101,0,500,0,0
2014-03-13 11:08:52,6,600,0,0,0,500,100,0,0,0,0,0,0
2014-03-13 11:08:54,4,300,0,0,0,200,0,0,100,0,0,0,0
2014-03-13 11:08:55,2,156,0,0,0,156,0,0,0,0,0,0,0
2014-03-13 11:08:58,1,20,0,0,0,0,0,0,0,0,0,20,0
2014-03-13 11:08:59,1,40,0,0,0,0,0,0,0,0,0,40,0
2014-03-13 11:09:01,5,440,0,0,0,240,100,0,100,0,0,0,0
2014-03-13 11:09:02,2,200,0,0,0,0,0,0,200,0,0,0,0
2014-03-13 11:09:09,10,1000,0,100,200,300,300,0,0,0,0,100,0
2014-03-13 11:09:15,4,400,0,200,0,0,0,0,0,100,100,0,0
2014-03-13 11:09:16,1,50,0,50,0,0,0,0,0,0,0,0,0
2014-03-13 11:09:19,1,73,0,0,0,0,73,0,0,0,0,0,0
2014-03-13 11:09:28,1,56,0,0,0,0,0,0,0,0,0,56,0
2014-03-13 11:09:32,4,380,0,0,0,0,0,0,0,100,280,0,0
2014-03-13 11:09:35,4,244,0,0,0,0,0,0,180,0,20,44,0
2014-03-13 11:09:36,5,321,0,0,0,201,0,0,20,100,0,0,0
2014-03-13 11:09:38,1,59,0,0,0,0,59,0,0,0,0,0,0
2014-03-13 11:09:39,2,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 11:09:48,6,643,0,0,0,200,141,0,100,0,202,0,0
2014-03-13 11:09:49,1,9,0,9,0,0,0,0,0,0,0,0,0
2014-03-13 11:09:52,1,50,0,0,0,50,0,0,0,0,0,0,0
2014-03-13 11:09:54,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 11:09:55,14,480,0,0,0,167,100,0,100,0,8,105,0
2014-03-13 11:10:00,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:10:05,14,1400,0,500,0,200,300,100,200,0,100,0,0
2014-03-13 11:10:08,2,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 11:10:12,5,300,0,0,0,200,0,0,100,0,0,0,0
2014-03-13 11:10:14,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 11:10:28,3,134,0,0,0,18,0,0,0,0,100,16,0
2014-03-13 11:10:31,9,510,0,220,0,40,0,0,0,50,200,0,0
2014-03-13 11:10:32,1,60,0,0,0,60,0,0,0,0,0,0,0
2014-03-13 11:10:43,23,1744,0,500,0,609,100,0,200,0,196,139,0
2014-03-13 11:10:45,5,400,0,85,0,100,0,0,0,0,115,100,0
2014-03-13 11:10:48,2,200,0,0,0,100,0,0,0,0,100,0,0
2014-03-13 11:10:58,9,545,0,100,0,255,0,0,2,0,148,40,0
2014-03-13 11:11:10,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:11:23,2,188,0,88,0,100,0,0,0,0,0,0,0
2014-03-13 11:11:24,5,130,0,10,0,0,10,0,0,0,0,110,0
2014-03-13 11:11:25,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:11:27,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 11:11:29,1,4,0,4,0,0,0,0,0,0,0,0,0
2014-03-13 11:11:30,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 11:11:34,18,1694,0,386,100,205,0,0,200,100,200,503,0
2014-03-13 11:11:36,7,700,0,0,0,200,200,0,300,0,0,0,0
2014-03-13 11:12:10,2,128,0,0,0,0,0,0,0,0,128,0,0
2014-03-13 11:12:12,10,900,0,0,0,300,200,0,100,0,100,200,0
2014-03-13 11:12:14,1,24,0,0,0,0,0,0,0,0,24,0,0
2014-03-13 11:12:22,1,75,0,0,0,0,0,0,0,0,0,75,0
2014-03-13 11:12:26,6,500,0,0,0,200,0,0,100,0,100,100,0
2014-03-13 11:12:31,1,60,0,0,0,0,0,0,0,0,60,0,0
2014-03-13 11:12:40,4,400,0,0,0,300,100,0,0,0,0,0,0
2014-03-13 11:12:41,7,428,0,0,0,205,0,0,100,0,0,123,0
2014-03-13 11:12:42,4,300,0,0,0,200,100,0,0,0,0,0,0
2014-03-13 11:12:47,10,668,0,0,0,380,88,0,100,0,100,0,0
2014-03-13 11:12:48,1,62,0,0,0,0,62,0,0,0,0,0,0
2014-03-13 11:12:55,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 11:13:02,2,101,0,0,0,100,0,0,1,0,0,0,0
2014-03-13 11:13:08,4,400,0,0,0,100,0,0,100,0,100,100,0
2014-03-13 11:13:10,1,200,0,0,0,0,0,0,0,0,200,0,0
2014-03-13 11:13:12,4,580,0,0,0,380,0,0,200,0,0,0,0
2014-03-13 11:13:14,4,300,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 11:13:15,2,200,0,0,0,0,0,0,100,0,100,0,0
2014-03-13 11:13:16,3,500,0,0,0,0,100,0,400,0,0,0,0
2014-03-13 11:13:21,10,1345,0,200,0,400,100,0,200,0,445,0,0
2014-03-13 11:13:22,9,580,0,100,0,100,0,0,200,0,180,0,0
2014-03-13 11:13:24,1,60,0,0,0,60,0,0,0,0,0,0,0
2014-03-13 11:13:26,24,2887,0,500,76,610,300,0,500,0,801,100,0
2014-03-13 11:13:27,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 11:13:37,15,1124,0,400,200,324,0,0,200,0,0,0,0
2014-03-13 11:13:38,3,236,0,0,0,236,0,0,0,0,0,0,0
2014-03-13 11:13:40,1,56,0,0,0,56,0,0,0,0,0,0,0
2014-03-13 11:13:49,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 11:13:50,11,904,0,100,0,304,0,100,400,0,0,0,0
2014-03-13 11:13:53,3,200,0,0,0,0,0,0,0,0,200,0,0
2014-03-13 11:13:59,14,1159,0,0,100,259,100,0,100,200,200,100,100
2014-03-13 11:14:00,6,112,0,0,0,9,0,0,0,0,0,103,0
2014-03-13 11:14:01,2,200,0,0,0,0,0,0,0,0,100,100,0
2014-03-13 11:14:10,14,913,0,0,0,205,200,100,308,0,100,0,0
2014-03-13 11:14:11,1,64,0,0,0,0,0,0,0,0,0,64,0
2014-03-13 11:14:14,2,212,0,0,0,112,0,0,0,0,0,100,0
2014-03-13 11:14:31,22,1637,0,500,200,281,50,0,200,306,100,0,0
2014-03-13 11:14:32,5,700,0,0,0,200,0,0,100,0,400,0,0
2014-03-13 11:14:33,16,1224,0,0,0,500,0,0,144,180,300,100,0
2014-03-13 11:14:34,3,201,0,0,0,0,0,0,101,0,100,0,0
2014-03-13 11:14:50,9,744,0,0,0,444,0,0,100,0,100,100,0
2014-03-13 11:14:59,7,528,0,0,0,182,0,0,246,0,0,100,0
2014-03-13 11:15:00,1,19,0,0,0,19,0,0,0,0,0,0,0
2014-03-13 11:15:06,2,200,0,0,0,100,0,0,0,0,100,0,0
2014-03-13 11:15:08,6,419,0,0,0,118,0,0,201,0,100,0,0
2014-03-13 11:15:44,3,300,0,0,0,200,0,0,100,0,0,0,0
2014-03-13 11:15:51,5,336,0,102,0,0,140,0,0,94,0,0,0
2014-03-13 11:15:56,2,200,0,0,0,0,100,0,100,0,0,0,0
2014-03-13 11:16:01,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:16:20,20,2102,0,200,0,600,300,0,300,100,400,202,0
2014-03-13 11:16:21,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 11:16:22,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:16:24,2,200,0,0,0,100,0,0,100,0,0,0,0
2014-03-13 11:16:28,4,380,0,0,0,100,100,0,0,0,100,80,0
2014-03-13 11:16:34,1,6,0,0,0,0,0,0,6,0,0,0,0
2014-03-13 11:16:35,14,1186,0,26,0,300,200,0,100,0,200,360,0
2014-03-13 11:16:37,1,124,0,0,0,124,0,0,0,0,0,0,0
2014-03-13 11:16:40,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 11:16:47,4,400,0,0,0,200,0,0,200,0,0,0,0
2014-03-13 11:16:52,1,94,0,0,0,0,0,0,94,0,0,0,0
2014-03-13 11:17:09,24,3026,0,0,0,326,500,0,1000,0,600,600,0
2014-03-13 11:17:10,3,201,0,0,0,100,0,0,1,0,100,0,0
2014-03-13 11:17:21,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 11:17:22,3,203,0,0,0,203,0,0,0,0,0,0,0
2014-03-13 11:17:29,3,164,0,0,0,100,0,0,0,0,64,0,0
2014-03-13 11:17:38,5,305,0,0,0,303,0,0,0,0,0,2,0
2014-03-13 11:17:40,2,200,0,0,0,100,0,0,0,0,100,0,0
2014-03-13 11:17:41,3,170,0,64,0,0,106,0,0,0,0,0,0
2014-03-13 11:17:43,6,508,0,0,0,200,44,0,100,0,164,0,0
2014-03-13 11:17:48,1,14,0,0,0,0,0,0,0,0,14,0,0
2014-03-13 11:17:49,29,3044,0,266,0,1615,150,0,300,113,500,100,0
2014-03-13 11:17:52,5,600,0,134,0,400,0,0,0,0,0,66,0
2014-03-13 11:17:53,15,1700,0,100,0,164,336,0,200,0,498,402,0
2014-03-13 11:17:54,10,784,0,0,0,184,300,0,0,0,100,200,0
2014-03-13 11:17:57,16,1961,0,200,100,268,100,300,593,200,100,100,0
2014-03-13 11:17:59,2,200,0,0,0,0,0,0,100,0,100,0,0
2014-03-13 11:18:00,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:18:08,6,600,0,0,100,100,200,0,100,0,0,100,0
2014-03-13 11:18:14,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 11:18:26,7,1000,0,400,0,400,0,100,0,0,100,0,0
2014-03-13 11:18:27,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 11:18:33,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 11:18:37,16,642,0,0,1,329,0,0,107,0,100,105,0
2014-03-13 11:18:40,2,97,0,0,0,97,0,0,0,0,0,0,0
2014-03-13 11:18:45,4,303,0,0,0,303,0,0,0,0,0,0,0
2014-03-13 11:18:55,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 11:19:00,2,175,0,0,0,75,0,0,100,0,0,0,0
2014-03-13 11:19:02,5,500,0,0,100,0,100,0,200,0,100,0,0
2014-03-13 11:19:10,6,800,0,200,0,300,0,0,200,0,100,0,0
2014-03-13 11:19:12,2,200,0,0,0,200,0,0,0,0,0,0,0
2014-03-13 11:19:19,3,400,0,0,0,300,100,0,0,0,0,0,0
2014-03-13 11:19:27,16,1345,0,0,100,642,100,0,1,0,400,102,0
2014-03-13 11:19:30,3,166,0,0,0,56,0,0,0,0,110,0,0
2014-03-13 11:19:31,1,200,0,0,0,0,0,0,0,0,200,0,0
2014-03-13 11:19:32,2,105,0,0,0,100,0,0,5,0,0,0,0
2014-03-13 11:19:47,5,253,0,0,0,4,200,0,49,0,0,0,0
2014-03-13 11:20:03,8,1022,0,600,200,0,0,0,132,0,90,0,0
2014-03-13 11:20:12,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 11:20:14,10,1200,0,100,100,200,100,0,300,0,400,0,0
2014-03-13 11:20:20,2,200,0,0,0,0,100,0,0,0,100,0,0
2014-03-13 11:20:21,2,140,0,0,0,0,0,0,100,0,40,0,0
2014-03-13 11:20:22,2,115,0,0,0,0,0,0,115,0,0,0,0
2014-03-13 11:20:23,1,50,0,0,0,50,0,0,0,0,0,0,0
2014-03-13 11:20:29,5,689,0,0,0,0,100,0,385,0,100,104,0
2014-03-13 11:20:32,1,16,0,0,0,0,0,0,16,0,0,0,0
2014-03-13 11:20:33,4,400,0,200,0,100,84,0,0,0,16,0,0
2014-03-13 11:20:39,15,1483,0,0,0,100,223,0,500,120,0,440,100
2014-03-13 11:20:44,4,400,0,0,0,200,0,0,100,0,100,0,0
2014-03-13 11:20:46,2,80,0,0,0,0,0,0,0,24,56,0,0
2014-03-13 11:21:01,3,150,0,0,0,0,0,0,150,0,0,0,0
2014-03-13 11:21:02,2,200,0,100,0,0,100,0,0,0,0,0,0
2014-03-13 11:21:06,7,502,0,0,0,201,0,0,201,100,0,0,0
2014-03-13 11:21:08,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 11:21:16,2,140,0,0,0,100,0,0,0,0,0,40,0
2014-03-13 11:21:24,11,768,0,0,0,405,100,0,100,100,0,63,0
2014-03-13 11:21:31,5,420,0,0,0,0,200,0,0,0,100,120,0
2014-03-13 11:21:33,2,168,0,0,0,0,0,0,0,0,168,0,0
2014-03-13 11:21:39,1,300,0,0,0,0,0,0,0,0,300,0,0
2014-03-13 11:21:44,1,1,0,1,0,0,0,0,0,0,0,0,0
2014-03-13 11:21:53,45,3632,0,299,100,1221,200,0,100,0,1400,312,0
2014-03-13 11:21:54,10,1000,0,100,100,100,0,0,100,200,200,200,0
2014-03-13 11:21:57,2,200,0,0,0,0,0,0,100,0,100,0,0
2014-03-13 11:21:58,3,269,0,0,0,30,0,0,0,0,239,0,0
2014-03-13 11:22:04,3,218,0,0,0,118,0,0,0,0,100,0,0
2014-03-13 11:22:06,2,200,0,0,0,200,0,0,0,0,0,0,0
2014-03-13 11:22:10,5,247,0,0,0,19,0,0,100,0,0,128,0
2014-03-13 11:22:11,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:22:13,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 11:22:19,4,304,0,0,0,304,0,0,0,0,0,0,0
2014-03-13 11:22:20,2,200,0,0,0,200,0,0,0,0,0,0,0
2014-03-13 11:22:22,14,1625,0,100,0,525,200,0,600,0,100,100,0
2014-03-13 11:22:23,5,510,0,0,0,310,0,0,100,100,0,0,0
2014-03-13 11:22:26,10,800,0,0,0,500,0,0,0,0,200,100,0
2014-03-13 11:22:29,2,200,0,0,0,0,0,0,0,0,0,200,0
2014-03-13 11:22:31,1,9,0,0,0,9,0,0,0,0,0,0,0
2014-03-13 11:22:36,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 11:22:37,2,170,0,0,0,70,0,0,0,100,0,0,0
2014-03-13 11:22:39,9,700,0,0,0,336,164,0,100,0,100,0,0
2014-03-13 11:22:48,1,200,0,200,0,0,0,0,0,0,0,0,0
2014-03-13 11:22:49,1,17,0,17,0,0,0,0,0,0,0,0,0
2014-03-13 11:22:51,18,1813,0,783,0,430,300,0,0,0,300,0,0
2014-03-13 11:22:56,9,473,0,0,0,73,0,0,300,0,100,0,0
2014-03-13 11:23:18,4,301,0,0,0,100,0,0,1,100,100,0,0
2014-03-13 11:23:21,1,5,0,5,0,0,0,0,0,0,0,0,0
2014-03-13 11:23:23,3,200,0,0,0,100,0,0,100,0,0,0,0
2014-03-13 11:23:26,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 11:23:33,4,338,0,169,0,0,0,0,0,69,100,0,0
2014-03-13 11:23:34,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 11:23:49,18,1831,0,131,100,300,200,200,100,200,200,300,100
2014-03-13 11:24:11,4,536,0,0,200,236,0,100,0,0,0,0,0
2014-03-13 11:24:19,32,3384,0,100,0,684,0,300,200,100,1900,100,0
2014-03-13 11:24:28,2,200,0,0,0,0,0,0,0,0,200,0,0
2014-03-13 11:24:34,3,427,0,227,0,200,0,0,0,0,0,0,0
2014-03-13 11:24:35,10,1273,0,273,0,700,0,100,0,0,100,100,0
2014-03-13 11:24:36,1,8,0,0,0,0,0,0,0,0,0,8,0
2014-03-13 11:24:37,5,499,0,0,0,100,0,0,100,0,100,199,0
2014-03-13 11:24:48,4,700,0,100,0,0,0,0,0,100,500,0,0
2014-03-13 11:24:53,9,1000,0,200,0,400,0,100,0,0,100,200,0
2014-03-13 11:25:06,2,69,0,0,0,68,0,0,1,0,0,0,0
2014-03-13 11:25:11,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 11:25:14,16,1329,0,0,0,1030,100,0,99,0,0,100,0
2014-03-13 11:25:15,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 11:25:18,5,500,0,100,0,200,100,0,0,0,0,100,0
2014-03-13 11:25:20,10,1180,0,300,0,280,0,0,300,100,100,100,0
2014-03-13 11:25:23,9,525,0,0,1,224,0,0,0,0,100,200,0
2014-03-13 11:25:27,2,200,0,0,0,0,200,0,0,0,0,0,0
2014-03-13 11:25:32,3,200,0,0,0,100,100,0,0,0,0,0,0
2014-03-13 11:25:33,2,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 11:25:40,5,269,0,100,0,105,0,0,0,0,64,0,0
2014-03-13 11:25:47,14,1431,0,31,0,400,400,0,0,100,300,200,0
2014-03-13 11:25:50,4,303,0,200,0,0,100,0,0,0,3,0,0
2014-03-13 11:25:52,10,1000,0,100,0,100,100,0,0,300,300,100,0
2014-03-13 11:25:59,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:26:00,17,1381,0,0,0,320,64,0,200,100,497,200,0
2014-03-13 11:26:07,2,440,0,40,0,400,0,0,0,0,0,0,0
2014-03-13 11:26:10,15,1490,0,385,0,500,0,100,200,200,0,105,0
2014-03-13 11:26:15,5,220,0,0,0,117,0,0,1,0,100,2,0
2014-03-13 11:26:21,14,502,0,0,0,209,50,0,0,0,138,105,0
2014-03-13 11:26:34,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:26:44,10,920,0,200,0,413,0,0,0,0,207,100,0
2014-03-13 11:26:47,29,2598,0,0,0,1048,0,0,500,0,528,522,0
2014-03-13 11:26:48,1,2,0,2,0,0,0,0,0,0,0,0,0
2014-03-13 11:26:49,1,75,0,0,0,0,0,0,0,0,75,0,0
2014-03-13 11:26:54,3,180,0,0,37,43,0,0,100,0,0,0,0
2014-03-13 11:27:07,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 11:27:19,2,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 11:27:20,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 11:27:21,21,2800,0,100,100,300,200,100,300,300,1000,400,0
2014-03-13 11:27:22,3,173,0,0,0,100,0,0,0,55,18,0,0
2014-03-13 11:27:24,15,1535,0,500,100,300,0,0,0,235,200,200,0
2014-03-13 11:27:30,9,625,0,105,0,20,0,0,0,100,400,0,0
2014-03-13 11:27:34,1,20,0,0,0,20,0,0,0,0,0,0,0
2014-03-13 11:27:37,13,889,0,0,0,388,100,0,301,0,100,0,0
2014-03-13 11:27:40,10,1000,0,400,100,300,100,0,0,0,0,100,0
2014-03-13 11:27:46,5,393,0,0,0,218,0,0,0,0,100,75,0
2014-03-13 11:27:48,16,1246,0,144,0,474,100,0,100,100,128,200,0
2014-03-13 11:27:50,4,192,0,0,0,28,0,0,100,0,64,0,0
2014-03-13 11:27:51,4,400,0,0,0,0,0,0,300,100,0,0,0
2014-03-13 11:27:55,8,900,0,0,0,200,0,100,200,100,300,0,0
2014-03-13 11:28:02,1,40,0,40,0,0,0,0,0,0,0,0,0
2014-03-13 11:28:03,2,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 11:28:04,15,1400,0,260,100,100,0,40,300,400,0,200,0
2014-03-13 11:28:05,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:28:07,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:28:10,4,600,0,0,0,300,0,0,100,0,200,0,0
2014-03-13 11:28:11,10,804,0,100,100,104,100,0,0,200,100,100,0
2014-03-13 11:28:12,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 11:28:15,5,420,0,100,0,0,0,0,100,120,100,0,0
2014-03-13 11:28:16,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 11:28:18,1,83,0,0,0,0,0,0,0,0,83,0,0
2014-03-13 11:28:20,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 11:28:21,2,144,0,0,0,100,0,44,0,0,0,0,0
2014-03-13 11:28:24,7,373,0,0,0,154,0,0,0,0,0,219,0
2014-03-13 11:28:26,1,64,0,0,0,0,0,0,0,0,64,0,0
2014-03-13 11:28:35,11,895,0,233,362,0,0,0,0,100,200,0,0
2014-03-13 11:28:37,7,820,0,100,100,218,0,0,2,100,300,0,0
2014-03-13 11:28:50,9,504,0,100,0,104,0,0,0,0,300,0,0
2014-03-13 11:28:51,1,63,0,63,0,0,0,0,0,0,0,0,0
2014-03-13 11:28:52,7,503,0,237,5,100,0,0,0,100,61,0,0
2014-03-13 11:28:54,2,200,0,0,0,100,0,0,0,0,100,0,0
2014-03-13 11:28:58,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 11:28:59,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:29:01,7,1015,0,100,0,0,615,0,100,0,100,100,0
2014-03-13 11:29:03,4,400,0,0,0,100,0,0,300,0,0,0,0
2014-03-13 11:29:04,4,337,0,0,0,0,0,100,57,80,100,0,0
2014-03-13 11:29:06,1,200,0,0,0,0,0,0,0,0,200,0,0
2014-03-13 11:29:07,1,150,0,0,0,0,0,0,0,0,150,0,0
2014-03-13 11:29:08,10,1157,0,0,0,100,699,0,100,20,138,100,0
2014-03-13 11:29:12,3,404,0,0,0,100,0,0,0,0,300,4,0
2014-03-13 11:29:13,4,457,0,161,0,100,0,0,0,0,0,196,0
2014-03-13 11:29:19,2,200,0,0,0,200,0,0,0,0,0,0,0
2014-03-13 11:29:25,18,1942,0,200,100,700,200,0,200,42,100,400,0
2014-03-13 11:29:27,1,200,0,0,0,200,0,0,0,0,0,0,0
2014-03-13 11:29:50,3,600,0,300,0,0,100,0,0,0,200,0,0
2014-03-13 11:29:51,5,400,0,0,100,0,0,0,100,0,0,200,0
2014-03-13 11:29:52,1,1,0,0,0,0,0,0,1,0,0,0,0
2014-03-13 11:29:59,7,800,0,300,0,200,0,0,0,0,200,100,0
2014-03-13 11:30:08,15,1296,0,213,0,205,128,0,450,0,100,200,0
2014-03-13 11:30:12,17,1192,0,0,0,5,50,0,100,100,935,2,0
2014-03-13 11:30:13,17,1511,0,200,100,511,0,0,100,0,400,200,0
2014-03-13 11:30:15,24,1916,0,0,0,812,100,0,201,300,200,303,0
2014-03-13 11:30:19,3,500,0,200,0,300,0,0,0,0,0,0,0
2014-03-13 11:30:20,3,300,0,0,0,100,0,0,100,0,0,100,0
2014-03-13 11:30:21,1,68,0,0,0,0,0,0,0,68,0,0,0
2014-03-13 11:30:43,12,1513,0,400,200,300,0,0,0,100,300,213,0
2014-03-13 11:30:46,4,400,0,100,0,0,100,0,100,100,0,0,0
2014-03-13 11:30:47,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 11:30:54,1,32,0,32,0,0,0,0,0,0,0,0,0
2014-03-13 11:31:00,8,428,0,0,0,305,0,0,0,0,100,23,0
2014-03-13 11:31:09,1,19,0,0,0,0,0,0,0,0,19,0,0
2014-03-13 11:31:18,11,1200,0,100,100,500,100,0,100,100,100,100,0
2014-03-13 11:31:19,2,200,0,0,0,0,100,0,100,0,0,0,0
2014-03-13 11:31:21,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 11:31:26,1,56,0,0,0,0,0,0,0,0,56,0,0
2014-03-13 11:31:29,8,917,0,900,0,0,0,0,0,11,6,0,0
2014-03-13 11:31:34,3,130,0,0,0,30,0,0,0,100,0,0,0
2014-03-13 11:31:46,3,207,0,0,0,6,0,0,1,0,200,0,0
2014-03-13 11:32:03,3,304,0,0,0,100,200,4,0,0,0,0,0
2014-03-13 11:32:08,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:32:19,2,200,0,0,0,0,0,0,100,0,100,0,0
2014-03-13 11:32:25,11,799,0,0,0,603,0,0,100,0,96,0,0
2014-03-13 11:32:28,1,69,0,0,0,0,0,0,0,0,69,0,0
2014-03-13 11:32:31,2,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:32:42,15,1819,0,700,100,500,319,0,100,0,0,100,0
2014-03-13 11:32:56,3,204,0,0,0,204,0,0,0,0,0,0,0
2014-03-13 11:32:59,3,212,0,0,0,99,0,0,13,0,100,0,0
2014-03-13 11:33:02,6,400,0,400,0,0,0,0,0,0,0,0,0
2014-03-13 11:33:14,1,74,0,0,0,0,0,0,74,0,0,0,0
2014-03-13 11:33:15,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 11:33:19,2,101,0,0,0,0,0,0,0,0,101,0,0
2014-03-13 11:33:20,1,22,0,0,0,0,0,0,0,0,22,0,0
2014-03-13 11:33:21,1,65,0,0,0,65,0,0,0,0,0,0,0
2014-03-13 11:33:27,2,200,0,0,0,100,0,0,100,0,0,0,0
2014-03-13 11:33:28,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 11:33:50,2,300,0,300,0,0,0,0,0,0,0,0,0
2014-03-13 11:33:56,1,50,0,0,0,0,0,0,0,0,50,0,0
2014-03-13 11:34:06,1,9,0,0,0,0,0,0,9,0,0,0,0
2014-03-13 11:34:19,5,502,0,0,0,0,100,0,2,0,400,0,0
2014-03-13 11:34:27,1,57,0,57,0,0,0,0,0,0,0,0,0
2014-03-13 11:34:28,1,65,0,65,0,0,0,0,0,0,0,0,0
2014-03-13 11:34:29,2,131,0,131,0,0,0,0,0,0,0,0,0
2014-03-13 11:34:40,1,23,0,23,0,0,0,0,0,0,0,0,0
2014-03-13 11:35:05,3,300,0,0,300,0,0,0,0,0,0,0,0
2014-03-13 11:35:09,7,413,0,0,0,100,100,0,100,0,113,0,0
2014-03-13 11:35:10,7,331,0,0,0,105,0,0,226,0,0,0,0
2014-03-13 11:35:12,3,261,0,0,0,0,0,0,100,0,100,61,0
2014-03-13 11:35:15,13,1930,0,600,445,100,300,0,100,0,385,0,0
2014-03-13 11:35:16,2,500,0,400,0,0,100,0,0,0,0,0,0
2014-03-13 11:35:19,9,696,0,0,100,105,0,0,300,0,0,191,0
2014-03-13 11:35:22,3,306,0,200,0,6,100,0,0,0,0,0,0
2014-03-13 11:35:26,1,200,0,200,0,0,0,0,0,0,0,0,0
2014-03-13 11:35:27,7,400,0,0,0,400,0,0,0,0,0,0,0
2014-03-13 11:35:31,16,824,0,0,0,420,4,0,0,0,400,0,0
2014-03-13 11:35:42,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:35:46,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 11:35:47,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 11:35:48,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 11:35:53,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 11:35:55,2,143,0,143,0,0,0,0,0,0,0,0,0
2014-03-13 11:35:56,19,1464,0,357,100,305,200,0,200,0,100,202,0
2014-03-13 11:36:10,2,100,0,50,0,0,0,0,0,0,0,50,0
2014-03-13 11:36:25,8,900,0,0,0,300,200,0,100,0,0,300,0
2014-03-13 11:36:38,9,601,0,0,1,100,400,0,0,0,100,0,0
2014-03-13 11:37:05,3,254,0,0,0,54,0,0,100,0,100,0,0
2014-03-13 11:37:19,7,276,0,0,0,0,0,0,100,0,48,128,0
2014-03-13 11:37:21,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 11:37:26,2,150,0,50,0,100,0,0,0,0,0,0,0
