TimeInterval,TradeCount,Volume,BATS Y,NASDAQ OMX PSX,Direct Edge X,Chicago,BATS,CBOE,Direct Edge A,NASDAQ,NYSE Arca SM,NASDAQ OMX BX,National 
2014-03-13 11:11:06,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 11:11:07,8,782,0,0,100,0,0,0,0,101,400,181,0
2014-03-13 11:11:09,1,1,0,0,0,0,0,0,0,1,0,0,0
2014-03-13 11:11:20,1,29,0,0,0,0,29,0,0,0,0,0,0
2014-03-13 11:11:23,14,376,100,0,1,0,0,0,1,174,100,0,0
2014-03-13 11:11:26,2,35,0,0,0,0,0,0,25,10,0,0,0
2014-03-13 11:11:32,5,87,0,0,0,0,0,0,0,87,0,0,0
2014-03-13 11:11:33,2,23,0,0,0,0,0,0,0,23,0,0,0
2014-03-13 11:11:34,8,781,0,0,204,0,0,0,100,100,377,0,0
2014-03-13 11:11:35,2,20,0,0,0,0,0,0,0,0,20,0,0
2014-03-13 11:11:39,18,1900,100,0,881,0,300,0,0,419,200,0,0
2014-03-13 11:11:43,63,8884,0,0,1831,0,0,0,145,6352,556,0,0
2014-03-13 11:11:44,5,357,0,0,0,0,100,0,100,135,22,0,0
2014-03-13 11:11:47,1,11,0,0,0,0,0,0,0,11,0,0,0
2014-03-13 11:11:50,3,300,0,0,0,0,0,0,200,0,0,100,0
2014-03-13 11:11:51,2,200,0,0,0,0,0,0,0,200,0,0,0
2014-03-13 11:12:04,1,75,0,0,0,0,0,0,0,75,0,0,0
2014-03-13 11:12:05,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 11:12:13,5,399,0,0,0,0,0,0,100,200,99,0,0
2014-03-13 11:12:27,2,108,0,0,0,0,100,0,0,8,0,0,0
2014-03-13 11:12:28,14,1013,0,0,100,0,200,0,0,692,21,0,0
2014-03-13 11:12:29,15,1300,400,0,100,0,100,0,0,500,100,100,0
2014-03-13 11:12:32,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 11:12:35,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 11:12:36,1,3,0,0,0,0,0,0,0,0,0,3,0
2014-03-13 11:12:38,1,1,0,0,0,0,0,0,0,1,0,0,0
2014-03-13 11:12:43,3,200,0,0,0,0,100,0,0,1,99,0,0
2014-03-13 11:12:46,1,12,0,0,0,0,12,0,0,0,0,0,0
2014-03-13 11:12:53,1,1,0,0,0,0,0,0,0,1,0,0,0
2014-03-13 11:12:54,17,1397,0,0,601,0,0,0,0,496,200,100,0
2014-03-13 11:12:55,4,400,200,0,0,0,200,0,0,0,0,0,0
2014-03-13 11:12:59,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 11:13:03,2,25,0,0,0,0,0,0,0,15,0,10,0
2014-03-13 11:13:04,2,8,0,0,3,0,0,0,0,5,0,0,0
2014-03-13 11:13:07,1,10,0,0,0,0,0,0,0,10,0,0,0
2014-03-13 11:13:08,1,18,0,18,0,0,0,0,0,0,0,0,0
2014-03-13 11:13:11,1,75,0,0,0,0,0,0,0,75,0,0,0
2014-03-13 11:13:15,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 11:13:30,2,120,0,0,0,0,100,0,0,0,20,0,0
2014-03-13 11:13:43,1,50,0,0,0,0,0,0,0,0,50,0,0
2014-03-13 11:13:44,3,72,0,0,0,0,0,0,0,72,0,0,0
2014-03-13 11:13:48,10,413,0,0,100,0,100,0,0,205,8,0,0
2014-03-13 11:13:49,2,200,0,0,100,0,0,0,0,0,100,0,0
2014-03-13 11:13:50,4,432,100,0,232,0,0,0,0,0,0,100,0
2014-03-13 11:14:10,5,200,0,0,0,0,0,0,0,200,0,0,0
2014-03-13 11:14:11,2,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 11:14:14,5,201,0,0,0,0,0,0,0,201,0,0,0
2014-03-13 11:14:16,1,100,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 11:14:24,1,10,0,0,0,0,0,0,0,10,0,0,0
2014-03-13 11:14:27,4,200,0,0,0,0,0,0,0,200,0,0,0
2014-03-13 11:14:31,26,808,100,0,100,0,20,0,0,378,210,0,0
2014-03-13 11:14:33,1,2,0,0,0,0,0,0,0,2,0,0,0
2014-03-13 11:14:42,6,95,0,0,0,0,0,0,0,3,92,0,0
2014-03-13 11:14:43,5,307,0,0,0,0,0,0,0,298,9,0,0
2014-03-13 11:14:50,1,11,0,0,11,0,0,0,0,0,0,0,0
2014-03-13 11:14:51,1,15,0,0,0,0,15,0,0,0,0,0,0
2014-03-13 11:14:58,11,622,0,0,100,0,0,0,0,422,100,0,0
2014-03-13 11:15:04,3,300,0,0,200,0,0,0,0,0,100,0,0
2014-03-13 11:15:08,2,12,0,0,0,0,10,0,0,0,2,0,0
2014-03-13 11:15:09,4,210,0,0,100,0,10,0,0,100,0,0,0
2014-03-13 11:15:10,1,6,0,0,0,0,0,0,0,6,0,0,0
2014-03-13 11:15:16,1,14,0,0,0,0,14,0,0,0,0,0,0
2014-03-13 11:15:19,5,900,300,0,100,0,100,0,300,0,0,100,0
2014-03-13 11:15:23,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 11:15:28,17,855,23,0,300,0,0,0,0,432,100,0,0
2014-03-13 11:15:30,33,1866,0,0,300,0,125,0,0,931,510,0,0
2014-03-13 11:15:32,3,110,0,0,0,0,10,0,0,100,0,0,0
2014-03-13 11:15:34,1,10,0,0,0,0,10,0,0,0,0,0,0
2014-03-13 11:15:35,15,932,200,0,110,0,220,0,0,2,200,200,0
2014-03-13 11:15:37,2,21,0,0,0,0,0,0,1,0,20,0,0
2014-03-13 11:15:51,50,4402,0,0,300,0,310,0,0,2192,1500,100,0
2014-03-13 11:15:52,3,132,0,0,0,0,0,0,0,100,0,32,0
2014-03-13 11:15:56,2,200,0,0,100,0,0,0,0,0,0,100,0
2014-03-13 11:15:58,6,351,0,0,0,0,20,0,0,1,330,0,0
2014-03-13 11:15:59,54,7157,20,0,300,0,1240,0,0,2986,2311,300,0
2014-03-13 11:16:00,1,18,18,0,0,0,0,0,0,0,0,0,0
2014-03-13 11:16:03,13,70,0,0,0,0,10,0,0,60,0,0,0
2014-03-13 11:16:07,13,1220,0,0,100,0,200,0,0,650,270,0,0
2014-03-13 11:16:09,1,10,0,0,0,0,0,0,0,0,0,10,0
2014-03-13 11:16:13,5,360,0,200,0,0,0,0,0,160,0,0,0
2014-03-13 11:16:16,24,2360,0,0,400,0,100,0,0,805,1055,0,0
2014-03-13 11:16:17,8,1350,0,0,0,0,0,0,0,548,802,0,0
2014-03-13 11:16:18,2,210,0,0,0,0,0,0,0,10,200,0,0
2014-03-13 11:16:20,8,340,0,0,0,0,0,0,0,160,80,100,0
2014-03-13 11:16:21,5,550,0,0,0,0,0,0,0,550,0,0,0
2014-03-13 11:16:24,6,400,0,0,0,0,20,0,180,200,0,0,0
2014-03-13 11:16:26,2,200,0,0,0,0,0,0,0,200,0,0,0
2014-03-13 11:16:36,1,50,0,0,0,0,0,0,0,50,0,0,0
2014-03-13 11:16:37,8,460,0,0,0,0,0,0,0,460,0,0,0
2014-03-13 11:16:39,19,1442,100,0,307,0,100,0,0,535,400,0,0
2014-03-13 11:16:40,1,2,0,0,0,0,0,0,2,0,0,0,0
2014-03-13 11:16:42,1,20,0,0,0,0,0,0,0,20,0,0,0
2014-03-13 11:16:46,1,5,0,0,0,0,0,0,0,5,0,0,0
2014-03-13 11:16:47,1,18,0,0,0,0,0,0,0,18,0,0,0
2014-03-13 11:16:48,9,722,200,0,30,0,0,0,0,392,100,0,0
2014-03-13 11:16:49,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 11:16:50,1,10,0,0,0,0,10,0,0,0,0,0,0
2014-03-13 11:16:51,1,1,0,0,0,0,0,0,0,1,0,0,0
2014-03-13 11:16:53,15,3551,0,100,0,0,101,0,0,1675,1675,0,0
2014-03-13 11:16:56,4,205,0,0,0,0,100,0,0,105,0,0,0
2014-03-13 11:16:57,5,251,0,0,46,0,0,0,0,205,0,0,0
2014-03-13 11:16:58,3,210,0,0,0,0,0,0,0,10,200,0,0
2014-03-13 11:16:59,9,500,0,0,0,0,66,0,0,34,400,0,0
2014-03-13 11:17:02,2,102,0,0,2,0,0,0,0,0,100,0,0
2014-03-13 11:17:03,1,10,0,0,0,0,0,0,0,10,0,0,0
2014-03-13 11:17:04,7,397,0,0,107,0,0,0,100,190,0,0,0
2014-03-13 11:17:13,1,100,0,0,0,0,0,0,100,0,0,0,0
2014-03-13 11:17:16,3,172,0,0,0,0,0,0,172,0,0,0,0
2014-03-13 11:17:17,10,572,0,0,0,0,0,0,0,401,171,0,0
2014-03-13 11:17:18,2,105,0,0,0,0,0,0,0,5,100,0,0
2014-03-13 11:17:19,1,200,0,0,0,0,0,0,0,200,0,0,0
2014-03-13 11:17:21,2,30,0,0,0,0,0,0,0,0,30,0,0
2014-03-13 11:17:22,2,200,0,0,0,0,100,0,0,100,0,0,0
2014-03-13 11:17:28,1,25,0,0,0,0,0,0,0,25,0,0,0
2014-03-13 11:17:32,2,200,0,0,200,0,0,0,0,0,0,0,0
2014-03-13 11:17:38,5,500,0,0,200,0,0,0,0,300,0,0,0
2014-03-13 11:17:40,5,584,0,0,100,0,184,0,0,100,200,0,0
2014-03-13 11:17:41,4,300,0,0,0,0,100,0,0,100,100,0,0
2014-03-13 11:17:43,2,116,0,0,0,0,0,0,0,16,100,0,0
2014-03-13 11:17:46,6,360,0,0,100,0,20,0,0,200,0,40,0
2014-03-13 11:17:47,2,200,0,0,0,0,200,0,0,0,0,0,0
2014-03-13 11:17:49,24,1382,0,0,100,0,620,0,0,301,201,160,0
2014-03-13 11:17:50,3,410,0,0,0,0,10,0,0,0,400,0,0
2014-03-13 11:18:03,2,170,0,0,0,0,0,0,0,0,170,0,0
2014-03-13 11:18:04,1,38,0,0,0,0,0,0,0,0,38,0,0
2014-03-13 11:18:05,8,310,0,0,0,0,0,0,0,128,182,0,0
2014-03-13 11:18:07,1,63,0,0,0,0,0,0,0,0,63,0,0
2014-03-13 11:18:11,10,1235,0,0,150,0,1000,0,0,5,80,0,0
2014-03-13 11:18:12,3,217,0,0,100,0,0,0,0,117,0,0,0
2014-03-13 11:18:14,1,22,0,0,0,0,0,0,0,0,22,0,0
2014-03-13 11:18:15,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 11:18:18,20,1318,0,0,403,0,300,0,0,328,287,0,0
2014-03-13 11:18:19,8,505,0,0,0,0,0,0,0,415,90,0,0
2014-03-13 11:18:20,2,110,0,0,0,0,110,0,0,0,0,0,0
2014-03-13 11:18:21,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 11:18:22,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 11:18:25,4,72,20,0,0,0,0,0,0,42,10,0,0
2014-03-13 11:18:26,2,170,0,0,0,0,100,0,0,70,0,0,0
2014-03-13 11:18:27,2,114,0,0,0,0,0,0,0,114,0,0,0
2014-03-13 11:18:28,1,86,0,0,0,0,0,0,0,86,0,0,0
2014-03-13 11:18:31,2,120,0,0,100,0,0,0,0,20,0,0,0
2014-03-13 11:18:34,6,220,0,0,0,0,0,0,0,150,70,0,0
2014-03-13 11:18:35,5,810,0,0,700,0,0,0,0,0,100,10,0
2014-03-13 11:18:36,6,234,100,0,0,0,10,0,0,24,100,0,0
2014-03-13 11:18:37,6,775,0,0,0,0,0,0,0,175,600,0,0
2014-03-13 11:18:38,17,751,0,0,0,0,0,0,0,451,300,0,0
2014-03-13 11:18:39,1,60,0,0,0,0,0,0,0,0,60,0,0
2014-03-13 11:18:40,3,113,0,0,0,0,0,0,0,113,0,0,0
2014-03-13 11:18:41,4,322,0,0,0,0,0,0,0,322,0,0,0
2014-03-13 11:18:42,5,400,0,0,33,0,0,0,0,167,200,0,0
2014-03-13 11:18:44,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 11:18:46,9,203,0,0,74,0,0,0,0,129,0,0,0
2014-03-13 11:18:47,2,200,0,0,100,0,0,0,0,0,0,100,0
2014-03-13 11:18:49,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 11:18:50,6,500,0,0,0,0,50,0,0,400,50,0,0
2014-03-13 11:18:51,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 11:18:52,4,400,0,0,0,0,100,0,0,200,100,0,0
2014-03-13 11:18:53,3,234,0,0,34,0,100,0,0,0,100,0,0
2014-03-13 11:18:54,2,103,0,0,0,0,0,0,0,103,0,0,0
2014-03-13 11:18:59,4,405,5,0,0,0,400,0,0,0,0,0,0
2014-03-13 11:19:01,2,60,0,0,60,0,0,0,0,0,0,0,0
2014-03-13 11:19:03,7,500,0,0,200,0,200,0,0,100,0,0,0
2014-03-13 11:19:04,9,700,0,0,200,0,0,0,0,300,200,0,0
2014-03-13 11:19:05,9,134,0,0,0,0,0,0,0,134,0,0,0
2014-03-13 11:19:06,7,400,0,0,0,0,100,0,0,204,96,0,0
2014-03-13 11:19:08,3,210,0,0,200,0,0,0,0,0,10,0,0
2014-03-13 11:19:09,9,722,0,0,0,0,0,0,0,222,500,0,0
2014-03-13 11:19:10,8,669,100,0,0,0,0,0,0,303,0,266,0
2014-03-13 11:19:11,24,1552,0,0,156,0,200,0,170,502,260,264,0
2014-03-13 11:19:14,1,60,0,0,0,0,0,0,0,0,60,0,0
2014-03-13 11:19:19,1,25,0,0,0,0,0,0,0,25,0,0,0
2014-03-13 11:19:20,1,9,0,0,0,0,0,0,0,0,9,0,0
2014-03-13 11:19:24,3,166,0,0,0,0,0,0,0,166,0,0,0
2014-03-13 11:19:25,3,183,0,0,100,0,0,0,0,83,0,0,0
2014-03-13 11:19:26,2,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 11:19:32,8,542,0,0,0,0,100,0,190,252,0,0,0
2014-03-13 11:19:35,3,300,0,0,0,0,100,0,0,0,100,100,0
2014-03-13 11:19:41,1,60,60,0,0,0,0,0,0,0,0,0,0
2014-03-13 11:19:44,1,17,0,0,0,0,0,0,0,0,0,17,0
2014-03-13 11:19:52,1,44,0,0,0,0,0,0,0,44,0,0,0
2014-03-13 11:19:53,4,219,0,0,0,0,0,0,0,201,18,0,0
2014-03-13 11:20:01,5,306,0,0,0,0,100,100,0,6,100,0,0
2014-03-13 11:20:06,10,231,0,0,0,0,0,0,0,231,0,0,0
2014-03-13 11:20:07,8,700,100,0,100,0,100,0,0,100,200,100,0
2014-03-13 11:20:08,1,294,0,0,0,0,0,0,0,0,294,0,0
2014-03-13 11:20:09,1,22,0,0,0,0,0,0,0,0,22,0,0
2014-03-13 11:20:14,7,340,0,0,0,0,0,0,0,300,40,0,0
2014-03-13 11:20:20,13,693,142,0,150,0,100,0,0,101,200,0,0
2014-03-13 11:20:22,5,310,0,0,0,0,210,100,0,0,0,0,0
2014-03-13 11:20:23,1,1,0,0,0,0,0,0,0,1,0,0,0
2014-03-13 11:20:31,25,3022,0,0,100,0,260,0,0,1062,1400,200,0
2014-03-13 11:20:47,11,900,0,0,100,0,0,0,0,300,400,100,0
2014-03-13 11:20:48,1,90,0,0,0,0,0,0,0,0,90,0,0
2014-03-13 11:20:51,1,93,0,0,0,0,0,0,93,0,0,0,0
2014-03-13 11:20:52,20,781,0,50,0,0,150,0,0,178,403,0,0
2014-03-13 11:20:54,3,124,0,0,0,0,0,0,0,124,0,0,0
2014-03-13 11:21:00,5,384,0,0,30,0,0,0,0,17,337,0,0
2014-03-13 11:21:17,1,40,0,0,0,0,0,0,0,0,40,0,0
2014-03-13 11:21:18,7,457,0,0,0,0,2,0,0,200,255,0,0
2014-03-13 11:21:21,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 11:21:22,2,200,0,0,0,0,0,0,0,0,200,0,0
2014-03-13 11:21:38,22,1544,0,0,300,0,301,0,0,698,145,100,0
2014-03-13 11:21:44,2,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 11:21:45,2,90,0,0,0,0,40,0,0,0,50,0,0
2014-03-13 11:21:52,7,230,128,0,0,0,0,0,0,102,0,0,0
2014-03-13 11:21:53,14,1022,100,0,0,0,220,0,0,502,200,0,0
2014-03-13 11:21:57,1,84,0,0,0,0,84,0,0,0,0,0,0
2014-03-13 11:21:58,1,18,0,0,0,0,0,0,0,0,18,0,0
2014-03-13 11:22:04,1,7,0,0,0,0,0,0,0,7,0,0,0
2014-03-13 11:22:05,1,15,0,0,0,0,0,0,0,15,0,0,0
2014-03-13 11:22:21,1,11,0,0,0,0,0,0,0,11,0,0,0
2014-03-13 11:22:49,1,10,0,0,0,0,0,0,0,10,0,0,0
2014-03-13 11:22:51,2,23,0,0,0,0,0,0,0,0,23,0,0
2014-03-13 11:22:54,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 11:23:21,10,444,109,0,184,0,0,0,0,135,16,0,0
2014-03-13 11:23:23,2,17,0,0,16,0,0,0,0,1,0,0,0
2014-03-13 11:23:34,1,5,0,0,0,0,0,0,0,5,0,0,0
2014-03-13 11:23:58,1,82,0,0,0,0,0,0,0,82,0,0,0
2014-03-13 11:24:03,1,4,0,0,0,0,0,0,0,4,0,0,0
2014-03-13 11:24:07,1,11,0,0,0,0,11,0,0,0,0,0,0
2014-03-13 11:24:14,4,200,0,0,0,0,0,0,0,100,100,0,0
2014-03-13 11:24:16,8,399,0,0,0,0,0,0,0,157,242,0,0
2014-03-13 11:24:18,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 11:24:19,25,2650,0,0,328,0,300,0,0,100,1822,100,0
2014-03-13 11:24:20,1,200,0,0,0,0,0,0,0,0,200,0,0
2014-03-13 11:24:22,3,444,0,0,0,0,0,0,0,0,444,0,0
2014-03-13 11:24:24,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 11:24:27,7,602,0,0,201,0,0,0,100,1,300,0,0
2014-03-13 11:24:28,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 11:24:35,11,981,0,0,0,0,0,0,0,117,864,0,0
2014-03-13 11:24:36,3,399,0,0,0,0,99,0,0,0,300,0,0
2014-03-13 11:24:37,13,1001,0,0,300,0,0,0,0,400,301,0,0
2014-03-13 11:24:39,1,11,0,0,0,0,0,0,0,0,0,11,0
2014-03-13 11:24:40,2,300,0,0,0,0,0,0,200,0,100,0,0
2014-03-13 11:24:50,4,145,0,0,0,0,0,0,0,145,0,0,0
2014-03-13 11:24:52,3,300,0,0,0,0,0,0,0,200,100,0,0
2014-03-13 11:25:00,2,15,0,0,0,0,15,0,0,0,0,0,0
2014-03-13 11:25:02,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 11:25:20,1,1,0,0,0,0,0,0,0,1,0,0,0
2014-03-13 11:25:24,1,200,0,0,200,0,0,0,0,0,0,0,0
2014-03-13 11:25:47,12,1379,0,0,0,0,0,0,1,300,1078,0,0
2014-03-13 11:25:49,1,10,0,0,0,0,0,0,0,10,0,0,0
2014-03-13 11:25:50,1,5,0,0,0,0,0,0,0,0,5,0,0
2014-03-13 11:25:52,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 11:25:55,3,210,0,0,0,0,0,0,0,210,0,0,0
2014-03-13 11:25:58,6,91,0,0,20,0,0,0,0,71,0,0,0
2014-03-13 11:26:01,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 11:26:10,1,15,0,0,0,0,0,0,0,15,0,0,0
2014-03-13 11:26:18,6,300,0,0,0,0,0,0,0,300,0,0,0
2014-03-13 11:26:34,9,740,0,0,0,0,200,0,0,340,200,0,0
2014-03-13 11:26:40,1,58,0,0,0,0,0,0,0,58,0,0,0
2014-03-13 11:26:41,6,262,0,0,0,0,0,0,0,262,0,0,0
2014-03-13 11:27:19,8,1100,0,0,0,0,0,0,0,1100,0,0,0
2014-03-13 11:27:21,1,1,0,0,0,0,0,0,0,1,0,0,0
2014-03-13 11:27:27,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 11:27:30,24,1341,200,0,10,0,200,0,0,531,400,0,0
2014-03-13 11:27:32,1,80,0,0,0,0,0,0,0,80,0,0,0
2014-03-13 11:27:34,1,16,0,0,16,0,0,0,0,0,0,0,0
2014-03-13 11:27:35,1,33,0,0,0,0,0,0,0,0,0,33,0
2014-03-13 11:27:36,2,200,200,0,0,0,0,0,0,0,0,0,0
2014-03-13 11:27:42,1,20,0,0,0,0,0,0,0,20,0,0,0
2014-03-13 11:27:59,1,42,0,0,0,0,0,0,0,0,42,0,0
2014-03-13 11:28:02,3,11,0,0,0,0,0,0,0,11,0,0,0
2014-03-13 11:28:11,13,605,0,0,3,0,0,0,1,207,394,0,0
2014-03-13 11:28:12,7,384,0,0,0,0,100,0,68,216,0,0,0
2014-03-13 11:28:15,13,389,0,0,0,0,100,0,0,289,0,0,0
2014-03-13 11:28:16,2,16,0,0,0,0,0,0,0,8,8,0,0
2014-03-13 11:28:17,1,12,0,0,0,0,0,0,0,0,12,0,0
2014-03-13 11:28:18,3,50,0,0,0,0,0,0,0,50,0,0,0
2014-03-13 11:28:24,1,1,0,0,0,0,1,0,0,0,0,0,0
2014-03-13 11:28:26,1,99,0,0,0,0,0,0,0,99,0,0,0
2014-03-13 11:28:27,6,370,0,0,300,0,0,0,0,1,69,0,0
2014-03-13 11:28:39,1,15,0,0,0,0,0,0,0,0,0,15,0
2014-03-13 11:28:42,6,600,0,0,300,0,300,0,0,0,0,0,0
2014-03-13 11:28:50,12,613,0,0,0,0,0,0,202,0,311,100,0
2014-03-13 11:28:51,2,151,0,0,0,0,0,0,0,0,151,0,0
2014-03-13 11:28:52,1,19,0,0,0,0,0,0,0,19,0,0,0
2014-03-13 11:28:54,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 11:28:57,1,18,0,0,0,0,0,0,0,18,0,0,0
2014-03-13 11:29:03,1,11,0,0,0,0,0,0,0,11,0,0,0
2014-03-13 11:29:05,1,4,0,0,0,0,0,0,0,4,0,0,0
2014-03-13 11:29:36,1,10,0,0,0,0,0,0,0,0,10,0,0
2014-03-13 11:30:00,1,40,0,0,0,0,0,0,0,0,40,0,0
2014-03-13 11:30:12,26,1286,0,0,626,0,100,0,0,444,116,0,0
2014-03-13 11:30:13,9,631,0,0,300,0,0,0,0,131,200,0,0
2014-03-13 11:30:19,2,300,0,0,300,0,0,0,0,0,0,0,0
2014-03-13 11:30:25,6,185,0,0,184,0,0,0,0,1,0,0,0
2014-03-13 11:30:44,1,10,0,0,0,0,0,0,0,10,0,0,0
2014-03-13 11:30:46,4,136,0,0,0,0,0,0,0,31,105,0,0
2014-03-13 11:30:55,1,10,0,0,0,0,0,0,0,10,0,0,0
2014-03-13 11:30:59,1,9,0,0,0,0,0,0,0,9,0,0,0
2014-03-13 11:31:23,5,130,0,0,0,0,10,0,0,0,120,0,0
2014-03-13 11:31:25,1,10,0,0,0,0,10,0,0,0,0,0,0
2014-03-13 11:31:35,3,100,0,0,0,0,13,0,0,87,0,0,0
2014-03-13 11:31:36,11,851,20,0,0,0,0,0,0,653,158,20,0
2014-03-13 11:31:44,15,1228,0,0,0,0,620,0,0,228,280,100,0
2014-03-13 11:31:46,2,120,0,0,100,0,0,0,0,0,20,0,0
2014-03-13 11:31:50,2,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 11:32:11,1,7,0,0,0,0,0,0,7,0,0,0,0
2014-03-13 11:32:18,1,50,0,0,0,0,50,0,0,0,0,0,0
2014-03-13 11:32:21,3,220,0,0,0,0,0,0,0,200,20,0,0
2014-03-13 11:32:22,1,94,0,0,0,0,0,0,0,0,94,0,0
2014-03-13 11:32:24,1,20,0,0,0,0,0,0,0,0,20,0,0
2014-03-13 11:32:28,4,225,0,0,0,0,0,0,0,225,0,0,0
2014-03-13 11:32:32,2,101,0,0,100,0,0,0,0,1,0,0,0
2014-03-13 11:32:34,1,80,0,0,0,0,0,0,0,0,80,0,0
2014-03-13 11:32:41,15,1058,0,0,100,0,300,0,45,356,200,57,0
2014-03-13 11:32:42,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 11:32:43,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 11:32:50,1,80,0,0,0,0,0,0,0,0,80,0,0
2014-03-13 11:33:01,1,50,0,0,0,0,0,0,0,50,0,0,0
2014-03-13 11:33:14,3,225,0,0,100,0,125,0,0,0,0,0,0
2014-03-13 11:33:35,4,310,0,0,0,0,110,0,0,100,100,0,0
2014-03-13 11:33:41,1,100,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 11:33:48,3,151,0,0,0,0,0,0,0,151,0,0,0
2014-03-13 11:33:54,1,37,0,0,0,0,0,0,0,37,0,0,0
2014-03-13 11:33:55,3,30,0,0,20,0,10,0,0,0,0,0,0
2014-03-13 11:33:56,1,10,0,0,0,0,10,0,0,0,0,0,0
2014-03-13 11:33:58,6,293,180,0,100,0,0,0,0,13,0,0,0
2014-03-13 11:34:05,1,17,0,0,0,0,17,0,0,0,0,0,0
2014-03-13 11:34:15,1,5,0,0,5,0,0,0,0,0,0,0,0
2014-03-13 11:34:17,8,514,0,0,194,0,120,0,0,200,0,0,0
2014-03-13 11:34:40,1,1,0,0,0,0,0,0,0,0,1,0,0
2014-03-13 11:34:41,3,200,0,0,100,0,0,0,0,17,83,0,0
2014-03-13 11:34:42,1,10,0,0,0,0,0,0,0,10,0,0,0
2014-03-13 11:34:54,2,100,0,0,0,0,0,0,0,50,50,0,0
2014-03-13 11:34:59,6,162,0,0,0,0,11,0,0,150,1,0,0
2014-03-13 11:35:08,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 11:35:09,2,3,0,0,0,0,1,0,0,0,2,0,0
2014-03-13 11:35:10,12,925,15,0,200,0,10,0,0,100,600,0,0
2014-03-13 11:35:16,1,13,0,0,0,0,0,0,0,0,13,0,0
2014-03-13 11:35:19,27,1700,0,0,197,0,0,0,0,1303,100,100,0
2014-03-13 11:35:20,1,22,0,0,0,0,0,0,0,22,0,0,0
2014-03-13 11:35:28,1,10,0,0,0,0,0,0,0,0,10,0,0
2014-03-13 11:35:31,12,503,0,0,177,0,20,0,0,306,0,0,0
2014-03-13 11:35:34,6,225,0,0,100,0,20,0,0,105,0,0,0
2014-03-13 11:35:36,3,250,0,0,0,0,0,0,0,200,50,0,0
2014-03-13 11:35:40,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 11:35:46,8,575,100,0,0,0,200,0,0,201,74,0,0
2014-03-13 11:35:56,1,10,10,0,0,0,0,0,0,0,0,0,0
2014-03-13 11:36:01,1,25,0,0,0,0,0,0,0,25,0,0,0
2014-03-13 11:36:25,2,321,21,0,0,0,0,0,0,300,0,0,0
2014-03-13 11:36:32,2,150,0,0,0,0,100,0,0,50,0,0,0
2014-03-13 11:36:35,5,300,0,0,0,0,0,0,0,200,100,0,0
2014-03-13 11:37:01,2,110,0,0,0,0,100,0,0,0,10,0,0
2014-03-13 11:37:05,3,3,0,0,0,0,0,0,0,0,3,0,0
2014-03-13 11:37:10,2,17,0,0,0,0,0,0,0,15,2,0,0
2014-03-13 11:37:11,1,29,0,0,0,0,0,0,0,29,0,0,0
2014-03-13 11:37:28,1,4,0,0,0,0,0,0,0,4,0,0,0
2014-03-13 11:37:53,7,600,0,0,100,0,300,0,0,100,100,0,0
2014-03-13 11:37:56,1,5,0,0,0,0,0,0,0,0,0,5,0
2014-03-13 11:38:00,1,1,0,0,0,0,0,0,0,1,0,0,0
2014-03-13 11:38:02,9,710,0,0,510,0,100,0,0,100,0,0,0
2014-03-13 11:38:10,1,4,0,0,0,0,0,0,0,4,0,0,0
2014-03-13 11:38:13,9,36,0,0,0,0,0,0,0,36,0,0,0
