TimeInterval,TradeCount,Volume,Chicago,BATS,NASDAQ OMX PSX,CBOE,BATS Y,NASDAQ OMX BX,Direct Edge A,Direct Edge X,NYSE Arca SM,NASDAQ OMX,NYSE,National 
2014-03-13 10:03:00,2,1500,0,0,0,0,0,0,1000,0,0,0,500,0
2014-03-13 10:03:03,2,100,0,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 10:03:09,1,500,0,0,0,0,0,0,0,0,0,0,500,0
2014-03-13 10:03:13,2,1000,0,0,0,0,800,0,0,0,0,0,200,0
2014-03-13 10:03:17,3,3300,0,0,0,0,0,0,0,0,0,0,3300,0
2014-03-13 10:03:22,3,848,0,0,0,0,300,0,0,0,0,0,500,48
2014-03-13 10:03:23,15,24362,0,66,944,0,2400,17200,3500,0,0,0,0,252
2014-03-13 10:03:24,45,26391,0,2371,0,0,100,600,0,4501,1204,9692,7923,0
2014-03-13 10:03:29,1,500,0,0,0,0,0,0,0,0,0,0,500,0
2014-03-13 10:03:33,2,300,0,0,0,0,0,200,0,0,0,0,0,100
2014-03-13 10:03:34,1,914,0,0,0,0,0,914,0,0,0,0,0,0
2014-03-13 10:03:38,2,1000,0,0,0,0,0,0,0,0,0,0,1000,0
2014-03-13 10:03:41,1,500,0,0,0,0,0,0,0,0,0,0,500,0
2014-03-13 10:03:42,6,600,0,0,0,0,0,0,0,100,500,0,0,0
2014-03-13 10:03:47,44,17900,0,5300,200,0,5600,4000,1500,800,200,0,0,300
2014-03-13 10:03:48,1,500,0,0,0,0,0,0,0,0,0,0,500,0
2014-03-13 10:03:49,5,1500,0,0,0,0,0,0,0,200,500,800,0,0
2014-03-13 10:03:51,2,2600,0,0,0,0,0,0,1000,0,0,0,1600,0
2014-03-13 10:03:52,1,1000,0,0,0,0,0,0,0,0,0,0,1000,0
2014-03-13 10:03:53,1,300,0,300,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:03:56,1,100,0,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 10:03:58,47,53709,0,2100,800,0,300,200,1000,21204,4605,10400,13100,0
2014-03-13 10:04:02,1,500,0,0,0,0,0,0,0,0,0,0,500,0
2014-03-13 10:04:10,1,500,0,0,0,0,0,0,0,0,0,0,500,0
2014-03-13 10:04:12,4,1100,0,0,0,0,0,200,0,0,100,800,0,0
2014-03-13 10:04:13,2,300,0,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:04:15,2,217,0,0,0,0,0,217,0,0,0,0,0,0
2014-03-13 10:04:17,1,100,0,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:04:20,1,500,0,0,0,0,0,0,0,0,0,0,500,0
2014-03-13 10:04:26,2,300,0,0,0,0,0,300,0,0,0,0,0,0
2014-03-13 10:04:29,76,62230,0,3514,100,0,1387,3783,5011,8200,5435,9400,25400,0
2014-03-13 10:04:30,1,500,0,0,0,0,0,0,0,500,0,0,0,0
2014-03-13 10:04:35,12,10974,0,0,0,0,1000,0,1500,0,6163,0,2311,0
2014-03-13 10:04:36,50,33229,0,8679,300,0,500,0,100,14203,1940,4107,3400,0
2014-03-13 10:04:37,2,200,0,0,0,0,0,100,0,0,0,0,0,100
2014-03-13 10:04:38,1,500,0,0,0,0,0,0,0,0,0,0,500,0
2014-03-13 10:04:39,2,343,0,0,0,0,343,0,0,0,0,0,0,0
2014-03-13 10:04:40,1,300,0,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:04:44,3,1183,0,0,0,0,0,683,0,0,0,0,500,0
2014-03-13 10:04:45,12,3949,0,0,0,0,0,300,1700,747,0,0,1202,0
2014-03-13 10:04:46,2,200,0,0,0,0,0,200,0,0,0,0,0,0
2014-03-13 10:04:49,1,1200,0,0,0,0,0,0,0,0,0,0,1200,0
2014-03-13 10:04:51,28,27538,0,2657,0,0,100,600,500,7908,4274,6171,5328,0
2014-03-13 10:04:53,3,1300,0,0,0,0,0,0,0,500,0,0,800,0
2014-03-13 10:04:54,1,200,0,0,0,0,200,0,0,0,0,0,0,0
2014-03-13 10:04:55,1,500,0,0,0,0,0,0,0,0,0,0,500,0
2014-03-13 10:04:56,1,5,0,0,0,0,0,5,0,0,0,0,0,0
2014-03-13 10:04:57,35,12284,0,1001,0,0,800,300,28,204,3203,4948,1800,0
2014-03-13 10:05:02,2,800,0,0,0,0,300,0,0,0,0,0,500,0
2014-03-13 10:05:05,44,34953,0,303,0,0,1100,1400,1400,6100,2200,18350,4100,0
2014-03-13 10:05:07,5,2127,0,0,0,0,0,1600,527,0,0,0,0,0
2014-03-13 10:05:08,34,19439,0,2600,0,0,100,600,0,4933,3804,2902,4500,0
2014-03-13 10:05:13,1,500,0,0,0,0,0,0,0,0,0,0,500,0
2014-03-13 10:05:17,1,100,0,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:05:18,1,400,0,0,0,0,0,0,400,0,0,0,0,0
2014-03-13 10:05:20,1,500,0,0,0,0,0,0,0,500,0,0,0,0
2014-03-13 10:05:22,1,25,0,0,0,0,0,0,0,0,0,25,0,0
2014-03-13 10:05:28,2,300,0,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:05:29,1,500,0,0,0,0,0,0,500,0,0,0,0,0
2014-03-13 10:05:30,1,500,0,0,0,0,0,0,0,0,0,500,0,0
2014-03-13 10:05:31,59,56994,0,3701,600,0,1700,900,700,7023,9102,30268,3000,0
2014-03-13 10:05:35,2,500,0,0,0,0,500,0,0,0,0,0,0,0
2014-03-13 10:05:37,1,500,0,0,0,0,0,0,0,0,0,0,500,0
2014-03-13 10:05:38,4,500,0,0,0,0,0,0,500,0,0,0,0,0
2014-03-13 10:05:47,3,1000,0,0,0,0,0,0,500,0,0,0,500,0
2014-03-13 10:05:50,29,18122,0,3200,0,0,5157,1100,600,0,500,2900,4665,0
2014-03-13 10:05:51,1,300,0,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:05:52,1,100,0,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 10:05:53,40,42562,0,5904,200,0,0,0,0,27750,2104,3269,3335,0
2014-03-13 10:05:59,2,900,0,300,0,0,0,0,0,0,0,0,600,0
2014-03-13 10:06:00,46,38311,0,503,0,0,2500,1700,1800,7300,1204,20404,2900,0
2014-03-13 10:06:03,1,1000,0,0,0,0,0,0,0,0,1000,0,0,0
2014-03-13 10:06:04,1,500,0,0,0,0,0,0,0,0,0,0,500,0
2014-03-13 10:06:12,1,500,0,0,0,0,0,0,0,0,0,0,500,0
2014-03-13 10:06:18,2,300,0,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:06:20,1,500,0,0,0,0,0,0,0,0,0,0,500,0
2014-03-13 10:06:33,1,500,0,0,0,0,0,0,0,0,0,0,500,0
2014-03-13 10:06:38,5,2100,0,0,0,0,1500,0,0,0,300,0,0,300
2014-03-13 10:06:40,5,2000,0,0,0,0,0,1200,100,0,0,0,700,0
2014-03-13 10:06:41,3,600,0,100,0,0,500,0,0,0,0,0,0,0
2014-03-13 10:06:43,1,100,0,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:06:47,6,1000,0,0,0,0,0,600,0,400,0,0,0,0
2014-03-13 10:06:52,1,300,0,0,0,0,0,0,300,0,0,0,0,0
2014-03-13 10:06:55,24,21494,0,2333,0,0,500,0,200,9101,528,7836,996,0
2014-03-13 10:06:56,1,100,0,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:06:58,1,100,0,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:06:59,1,500,0,0,0,0,500,0,0,0,0,0,0,0
2014-03-13 10:07:02,1,200,0,0,0,0,200,0,0,0,0,0,0,0
2014-03-13 10:07:03,1,500,0,0,0,0,0,0,0,500,0,0,0,0
2014-03-13 10:07:04,10,9185,0,181,0,0,0,0,0,0,0,600,8404,0
2014-03-13 10:07:05,117,104800,0,19584,0,0,8740,9687,16263,1100,0,1800,47626,0
2014-03-13 10:07:07,1,300,0,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:07:14,23,6900,0,0,0,0,200,5000,0,200,0,1500,0,0
2014-03-13 10:07:16,17,6600,0,0,0,0,0,4100,0,0,0,2500,0,0
2014-03-13 10:07:19,2,1866,0,0,0,0,0,0,934,0,0,0,932,0
2014-03-13 10:07:24,8,800,0,800,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:07:25,10,800,0,800,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:07:26,13,900,0,800,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:07:30,1,163,0,163,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:07:32,14,5700,0,5000,0,0,700,0,0,0,0,0,0,0
2014-03-13 10:07:33,3,300,0,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:07:35,6,3400,0,0,0,0,0,400,3000,0,0,0,0,0
2014-03-13 10:07:38,2,317,0,0,0,0,0,317,0,0,0,0,0,0
2014-03-13 10:07:42,1,362,0,0,0,0,0,362,0,0,0,0,0,0
2014-03-13 10:07:47,1,300,0,0,0,0,0,0,0,0,0,0,0,300
2014-03-13 10:07:48,116,75437,0,7901,2516,100,4400,3631,2200,17870,6315,13079,17025,400
2014-03-13 10:07:49,2,1300,0,0,0,0,0,0,0,1300,0,0,0,0
2014-03-13 10:07:55,6,1895,0,0,0,0,0,1728,0,0,0,167,0,0
2014-03-13 10:07:57,8,2200,0,0,0,0,1400,100,700,0,0,0,0,0
2014-03-13 10:07:59,2,1100,0,0,0,0,0,0,1100,0,0,0,0,0
2014-03-13 10:08:00,27,10000,0,0,0,0,0,9600,0,0,0,0,0,400
2014-03-13 10:08:01,4,1000,0,300,0,0,500,200,0,0,0,0,0,0
2014-03-13 10:08:02,3,1000,0,0,0,0,0,0,0,0,0,0,1000,0
2014-03-13 10:08:04,1,150,0,0,0,0,0,0,0,0,0,0,150,0
2014-03-13 10:08:06,1,1000,0,0,0,0,0,1000,0,0,0,0,0,0
2014-03-13 10:08:16,3,1500,0,0,0,0,0,500,0,0,0,0,1000,0
2014-03-13 10:08:23,1,300,0,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:08:24,1,849,0,0,0,0,0,0,0,0,0,0,849,0
2014-03-13 10:08:32,24,17134,0,400,0,0,1000,1200,2819,761,0,0,10954,0
2014-03-13 10:08:33,6,1637,0,0,0,0,200,100,100,0,637,0,600,0
2014-03-13 10:08:36,49,33293,0,4958,200,0,1800,0,100,7869,3766,13600,1000,0
2014-03-13 10:08:37,1,100,0,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:08:38,7,2774,0,0,1194,0,0,500,0,480,0,0,0,600
2014-03-13 10:08:40,13,7146,0,2400,0,0,0,0,0,0,2346,2400,0,0
2014-03-13 10:08:41,4,1400,0,700,0,0,0,0,0,0,0,700,0,0
2014-03-13 10:08:42,6,3100,0,0,0,0,800,2300,0,0,0,0,0,0
2014-03-13 10:08:44,3,400,0,0,0,0,0,400,0,0,0,0,0,0
2014-03-13 10:08:47,1,300,0,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:08:49,1,100,0,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 10:08:52,1,100,0,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:08:56,1,100,0,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:08:57,1,100,0,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:08:59,1,100,0,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:09:02,1,100,0,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 10:09:03,1,500,0,0,0,0,0,0,0,0,0,0,0,500
2014-03-13 10:09:13,2,300,0,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:09:16,1,100,0,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 10:09:23,2,1000,0,0,0,0,0,200,0,0,0,0,0,800
2014-03-13 10:09:24,4,800,0,200,0,0,100,0,0,0,200,300,0,0
2014-03-13 10:09:30,1,100,0,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 10:09:32,2,500,0,0,0,0,0,0,0,0,0,0,0,500
2014-03-13 10:09:38,1,300,0,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:09:39,1,300,0,0,0,0,0,0,0,0,0,0,0,300
2014-03-13 10:09:42,1,100,0,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:09:44,1,400,0,0,0,0,0,0,0,0,0,0,400,0
2014-03-13 10:09:45,3,1400,0,700,0,0,0,0,0,0,0,700,0,0
2014-03-13 10:09:48,1,100,0,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 10:09:59,1,100,0,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:10:02,2,300,0,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:10:19,31,9200,0,0,0,0,100,5800,3300,0,0,0,0,0
2014-03-13 10:10:21,3,990,0,0,0,0,0,990,0,0,0,0,0,0
2014-03-13 10:10:24,3,400,0,0,0,0,400,0,0,0,0,0,0,0
2014-03-13 10:10:25,5,1700,0,0,0,0,1200,0,0,0,0,0,500,0
2014-03-13 10:10:27,8,2969,0,657,0,0,0,0,0,602,0,0,1710,0
2014-03-13 10:10:28,2,700,0,0,0,0,0,0,0,0,0,0,700,0
2014-03-13 10:10:29,2,700,0,0,0,0,0,0,0,0,0,0,700,0
2014-03-13 10:10:32,9,3506,0,0,715,0,402,800,800,0,0,0,789,0
2014-03-13 10:10:35,2,700,0,0,0,0,0,300,400,0,0,0,0,0
2014-03-13 10:10:36,58,36445,0,3589,285,0,1098,2682,0,12299,4191,6500,5801,0
2014-03-13 10:10:38,2,10000,0,0,0,0,0,0,0,0,0,0,10000,0
2014-03-13 10:10:39,1,1000,0,0,0,0,0,0,0,0,0,0,1000,0
2014-03-13 10:10:41,3,1700,0,0,0,0,0,500,1200,0,0,0,0,0
2014-03-13 10:10:42,71,32472,0,4907,0,0,4600,1310,1600,7104,3102,4302,5547,0
2014-03-13 10:10:43,1,200,0,0,0,0,0,0,0,0,0,0,200,0
2014-03-13 10:10:48,11,3261,0,600,0,0,200,261,200,400,600,700,300,0
2014-03-13 10:10:50,1,5000,0,0,0,0,0,0,0,0,0,0,5000,0
2014-03-13 10:10:53,2,300,0,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:10:57,8,2421,0,0,0,0,300,346,100,0,100,800,775,0
2014-03-13 10:10:58,8,13200,0,1800,0,0,0,0,0,600,4900,0,5900,0
2014-03-13 10:10:59,2,1000,0,0,0,0,0,0,1000,0,0,0,0,0
2014-03-13 10:11:01,8,10314,0,414,0,0,0,0,0,1600,0,6600,1700,0
2014-03-13 10:11:02,22,11509,0,2300,0,0,0,0,0,6000,403,2806,0,0
2014-03-13 10:11:04,6,600,0,0,0,0,0,0,0,100,100,400,0,0
2014-03-13 10:11:10,2,300,0,0,0,0,0,0,0,0,300,0,0,0
2014-03-13 10:11:11,23,8700,0,0,0,0,2200,5900,0,0,0,0,0,600
2014-03-13 10:11:14,2,200,0,0,0,0,0,100,100,0,0,0,0,0
2014-03-13 10:11:17,1,300,0,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:11:18,2,957,0,0,0,0,0,0,957,0,0,0,0,0
2014-03-13 10:11:19,1,100,0,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:11:21,2,822,0,200,0,0,0,0,0,0,0,0,622,0
2014-03-13 10:11:22,2,3100,0,0,0,0,0,100,0,0,0,0,3000,0
2014-03-13 10:11:24,2,2142,0,0,0,0,0,0,0,0,0,0,2142,0
2014-03-13 10:11:25,3,800,0,0,0,0,0,0,800,0,0,0,0,0
2014-03-13 10:11:28,1,100,0,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 10:11:29,1,100,0,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 10:11:32,7,3248,0,300,0,0,0,0,100,1300,200,300,1048,0
2014-03-13 10:11:33,1,100,0,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:11:34,1,100,0,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:11:35,1,7400,0,0,0,0,0,0,0,0,0,0,7400,0
2014-03-13 10:11:41,3,2200,0,0,0,0,0,200,0,2000,0,0,0,0
2014-03-13 10:11:49,3,1100,0,0,0,0,0,0,1100,0,0,0,0,0
2014-03-13 10:11:51,3,1500,0,0,0,0,0,0,1500,0,0,0,0,0
2014-03-13 10:11:57,239,251915,0,25700,1100,0,18900,18900,35987,6500,39197,60084,45547,0
2014-03-13 10:11:58,20,2100,0,1600,0,0,300,0,200,0,0,0,0,0
2014-03-13 10:11:59,11,4400,0,800,0,0,0,0,0,0,0,3600,0,0
2014-03-13 10:12:00,8,800,0,800,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:12:01,24,3206,0,1600,0,0,700,0,606,0,0,0,300,0
2014-03-13 10:12:02,1,20,0,0,0,0,0,0,20,0,0,0,0,0
2014-03-13 10:12:05,2,600,0,0,0,0,600,0,0,0,0,0,0,0
2014-03-13 10:12:07,1,300,0,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:12:11,8,5400,0,0,0,0,900,0,0,0,700,0,3800,0
2014-03-13 10:12:13,10,3500,0,700,0,0,0,700,700,700,0,700,0,0
2014-03-13 10:12:14,15,6000,0,1600,0,0,0,600,600,1600,0,1600,0,0
2014-03-13 10:12:15,4,2900,0,200,0,0,0,0,0,0,2200,500,0,0
2014-03-13 10:12:17,2,200,0,100,0,0,0,0,0,0,0,100,0,0
2014-03-13 10:12:26,1,400,0,400,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:12:32,1,300,0,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:12:36,124,123522,0,5304,100,0,5500,4900,4049,4558,15289,15302,68520,0
2014-03-13 10:12:37,2,400,0,0,0,0,400,0,0,0,0,0,0,0
2014-03-13 10:12:41,4,1960,0,0,0,0,200,0,1400,0,0,0,360,0
2014-03-13 10:12:42,4,1061,0,0,0,0,200,0,861,0,0,0,0,0
2014-03-13 10:12:44,3,1200,0,0,0,0,0,0,0,0,600,0,600,0
2014-03-13 10:12:45,2,7500,0,0,0,0,0,0,500,0,0,0,7000,0
2014-03-13 10:12:49,3,900,0,700,0,0,0,0,0,0,0,0,200,0
2014-03-13 10:12:50,1,100,0,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:12:53,2,110,0,100,0,0,0,0,0,0,0,10,0,0
2014-03-13 10:12:57,5,1800,0,300,0,0,200,0,0,0,0,700,600,0
2014-03-13 10:13:00,2,487,0,0,0,0,0,0,0,0,0,100,387,0
2014-03-13 10:13:01,3,4100,0,0,0,0,0,0,300,0,0,0,3800,0
2014-03-13 10:13:02,1,100,0,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 10:13:03,27,9333,0,1417,0,0,0,0,0,1103,709,3404,2700,0
2014-03-13 10:13:04,11,2100,0,0,0,0,200,1300,0,0,0,0,600,0
2014-03-13 10:13:08,30,46993,0,962,300,0,5100,0,1000,200,800,1600,37031,0
2014-03-13 10:13:10,9,7462,0,3400,0,0,0,0,0,2262,0,0,1800,0
2014-03-13 10:13:11,5,1343,0,100,0,0,0,0,0,100,0,1143,0,0
2014-03-13 10:13:12,2,500,0,0,0,0,0,0,0,0,0,300,200,0
2014-03-13 10:13:14,1,120,0,0,0,0,0,0,0,0,120,0,0,0
2014-03-13 10:13:19,4,1100,0,1000,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:13:20,1,100,0,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:13:22,2,400,0,0,0,0,300,0,0,0,100,0,0,0
2014-03-13 10:13:23,110,68394,0,8533,100,0,1500,5375,2711,9202,18102,13354,9517,0
2014-03-13 10:13:24,1,500,0,0,0,0,0,500,0,0,0,0,0,0
2014-03-13 10:13:28,2,203,0,3,0,0,0,0,0,0,200,0,0,0
2014-03-13 10:13:36,2,700,0,0,0,0,0,0,0,0,0,700,0,0
2014-03-13 10:13:37,2,300,0,0,0,0,0,0,0,0,0,300,0,0
2014-03-13 10:13:39,6,2100,0,700,0,0,0,0,0,0,0,700,700,0
2014-03-13 10:13:42,4,1200,0,0,0,0,0,1200,0,0,0,0,0,0
2014-03-13 10:13:45,4,3200,0,0,0,0,0,0,0,0,0,3200,0,0
2014-03-13 10:13:47,1,300,0,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:13:59,1,100,0,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:14:04,3,800,0,0,0,0,0,800,0,0,0,0,0,0
2014-03-13 10:14:12,2,300,0,0,0,0,300,0,0,0,0,0,0,0
2014-03-13 10:14:13,3,700,0,0,0,0,0,200,500,0,0,0,0,0
2014-03-13 10:14:15,1,300,0,0,0,0,0,300,0,0,0,0,0,0
2014-03-13 10:14:17,41,32784,0,1674,500,0,6884,500,1100,0,0,200,21926,0
2014-03-13 10:14:18,7,3000,0,0,0,0,0,0,0,0,0,900,2100,0
2014-03-13 10:14:19,7,6300,0,0,0,0,0,0,0,0,0,500,5800,0
2014-03-13 10:14:20,12,13200,0,0,0,0,0,11900,0,0,0,0,0,1300
2014-03-13 10:14:21,1,100,0,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 10:14:23,1,100,0,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:14:24,1,200,0,0,0,0,0,0,0,0,0,200,0,0
2014-03-13 10:14:32,2,2200,0,0,0,0,0,2200,0,0,0,0,0,0
2014-03-13 10:14:37,3,480,0,200,0,0,280,0,0,0,0,0,0,0
2014-03-13 10:14:42,1,200,0,0,0,0,200,0,0,0,0,0,0,0
2014-03-13 10:14:44,89,74036,0,11909,1500,0,900,2015,2400,15300,16910,22302,800,0
2014-03-13 10:14:46,4,600,0,0,0,0,600,0,0,0,0,0,0,0
2014-03-13 10:14:49,33,29251,0,200,0,0,100,4055,3196,0,600,10500,10600,0
2014-03-13 10:14:50,5,1000,0,0,0,0,0,0,100,0,0,0,900,0
2014-03-13 10:14:55,3,400,0,0,0,0,200,0,0,0,0,0,200,0
2014-03-13 10:14:56,59,30270,0,7000,100,0,100,100,2665,13400,4303,902,1700,0
2014-03-13 10:15:03,1,100,0,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:15:04,1,100,0,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:15:08,1,100,0,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:15:12,1,200,0,0,0,0,0,200,0,0,0,0,0,0
2014-03-13 10:15:22,3,4000,0,0,0,0,0,0,0,0,4000,0,0,0
2014-03-13 10:15:25,1,400,0,0,0,0,0,400,0,0,0,0,0,0
2014-03-13 10:15:28,60,41169,0,2859,0,0,3000,5600,2400,10699,11,16000,600,0
2014-03-13 10:15:29,4,1000,0,0,0,0,1000,0,0,0,0,0,0,0
2014-03-13 10:15:31,4,3000,0,2000,0,0,300,0,0,0,0,0,700,0
2014-03-13 10:15:32,4,400,0,0,0,0,400,0,0,0,0,0,0,0
2014-03-13 10:15:33,31,39206,0,5700,0,0,200,0,0,25861,5505,1440,500,0
2014-03-13 10:15:36,4,600,0,0,0,0,0,200,100,0,0,0,300,0
2014-03-13 10:15:43,3,800,0,100,0,0,0,0,0,0,300,0,400,0
2014-03-13 10:15:45,1,995,0,0,0,0,0,0,0,0,0,0,995,0
2014-03-13 10:15:46,3,1300,0,0,0,0,0,1300,0,0,0,0,0,0
2014-03-13 10:15:47,5,800,0,0,0,0,0,800,0,0,0,0,0,0
2014-03-13 10:15:50,1,100,0,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:15:51,1,284,0,0,0,0,0,284,0,0,0,0,0,0
2014-03-13 10:15:56,2,136,0,0,0,0,0,100,36,0,0,0,0,0
2014-03-13 10:15:57,1,200,0,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 10:15:58,9,2900,0,700,700,0,0,0,0,0,800,700,0,0
2014-03-13 10:15:59,1,400,0,400,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:16:02,63,36301,0,4100,100,0,3000,2700,3153,6103,8502,3549,5094,0
2014-03-13 10:16:03,7,3500,0,0,0,0,0,300,700,0,0,0,2500,0
2014-03-13 10:16:05,2,1100,0,0,0,0,0,0,1100,0,0,0,0,0
2014-03-13 10:16:06,17,10000,0,2600,200,0,600,2200,1700,0,0,1000,1700,0
2014-03-13 10:16:07,33,34568,0,4062,0,0,100,100,0,26600,1503,2203,0,0
2014-03-13 10:16:08,4,1300,0,0,0,0,0,0,1300,0,0,0,0,0
2014-03-13 10:16:09,5,1204,0,0,0,0,400,0,800,4,0,0,0,0
2014-03-13 10:16:10,8,3900,0,0,0,0,700,0,0,0,0,0,3200,0
2014-03-13 10:16:21,8,8200,0,0,0,0,600,4500,3100,0,0,0,0,0
2014-03-13 10:16:22,1,100,0,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:16:23,10,14908,0,304,0,0,0,0,0,14504,0,0,100,0
2014-03-13 10:16:26,32,14236,0,3322,0,0,400,100,0,6010,1304,1200,1900,0
2014-03-13 10:16:32,1,5,0,5,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:16:37,10,2200,0,600,700,0,200,400,0,0,0,200,100,0
2014-03-13 10:16:39,1,100,0,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:16:44,1,1105,0,0,0,0,0,0,0,0,0,0,1105,0
2014-03-13 10:16:51,54,53322,0,4390,0,0,0,100,700,13493,11665,14474,8500,0
2014-03-13 10:17:01,1,700,0,0,0,0,0,0,0,0,0,0,700,0
2014-03-13 10:17:04,1,100,0,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:17:05,6,2800,0,0,0,0,0,1400,1400,0,0,0,0,0
2014-03-13 10:17:06,52,29518,0,7002,0,0,2900,0,1300,5101,3424,9191,600,0
2014-03-13 10:17:15,13,11039,0,1794,0,0,300,0,0,8145,0,800,0,0
2014-03-13 10:17:16,1,100,0,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:17:17,2,1000,0,0,0,0,0,0,0,0,0,0,1000,0
2014-03-13 10:17:18,1,100,0,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:17:25,1,200,0,0,0,0,0,0,0,0,200,0,0,0
2014-03-13 10:17:27,12,1008,0,1008,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:17:30,1,1426,0,0,0,0,0,0,0,0,0,0,1426,0
2014-03-13 10:17:31,3,500,0,0,0,0,0,0,500,0,0,0,0,0
2014-03-13 10:17:34,2,200,0,0,0,0,200,0,0,0,0,0,0,0
2014-03-13 10:17:35,1,27,0,0,0,0,0,0,0,0,0,0,27,0
2014-03-13 10:17:39,34,26856,0,5504,0,0,0,100,0,6877,4702,5200,4473,0
2014-03-13 10:17:41,4,6700,0,0,0,0,1200,0,0,0,0,0,5500,0
2014-03-13 10:17:45,1,100,0,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 10:17:52,21,18258,0,375,0,0,442,2100,59,3930,3940,2933,4479,0
2014-03-13 10:17:53,3,1300,0,0,0,0,0,700,0,0,600,0,0,0
2014-03-13 10:17:55,3,700,0,700,0,0,0,0,0,0,0,0,0,0
2014-03-13 10:17:57,1,100,0,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 10:17:58,4,3438,0,0,0,0,1400,0,0,0,0,0,2038,0
2014-03-13 10:18:03,1,100,0,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 10:18:06,7,3000,0,59,2200,0,600,0,141,0,0,0,0,0
2014-03-13 10:18:07,1,100,0,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 10:18:09,1,700,0,0,0,0,0,0,700,0,0,0,0,0
2014-03-13 10:18:11,13,5500,0,0,0,0,0,0,100,0,484,0,4916,0
