TimeInterval,TradeCount,Volume,Chicago,NASDAQ OMX,BATS,NASDAQ OMX BX,Direct Edge X,NASDAQ OMX PSX,National,NYSE Arca SM,Direct Edge A,BATS Y,NYSE 
2014-03-13 10:39:21,1,8,0,0,0,0,0,0,0,8,0,0,0
2014-03-13 10:39:32,1,50,0,0,0,0,0,0,0,0,0,0,50
2014-03-13 10:39:33,14,1606,0,463,100,37,0,0,0,100,0,19,887
2014-03-13 10:39:34,3,300,0,0,200,0,0,0,0,100,0,0,0
2014-03-13 10:39:50,6,600,0,100,0,0,100,0,0,0,0,0,400
2014-03-13 10:39:52,1,5,0,5,0,0,0,0,0,0,0,0,0
2014-03-13 10:39:57,3,200,0,150,0,0,0,0,0,0,0,0,50
2014-03-13 10:40:00,1,87,0,0,0,0,0,0,0,0,0,0,87
2014-03-13 10:40:02,5,430,0,30,200,0,200,0,0,0,0,0,0
2014-03-13 10:40:03,2,102,0,0,100,0,0,0,0,0,2,0,0
2014-03-13 10:40:09,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:40:11,13,1528,0,200,500,0,27,0,0,500,1,0,300
2014-03-13 10:40:12,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:40:19,1,1,0,1,0,0,0,0,0,0,0,0,0
2014-03-13 10:40:20,16,1885,0,585,900,0,100,0,0,100,0,0,200
2014-03-13 10:40:22,5,1500,0,500,0,0,0,0,0,0,0,0,1000
2014-03-13 10:40:24,1,300,0,0,0,0,0,0,0,0,0,0,300
2014-03-13 10:40:25,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 10:40:26,11,900,0,210,100,0,0,0,0,100,100,0,390
2014-03-13 10:40:29,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:40:30,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:40:32,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:40:34,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:40:36,2,233,0,0,0,0,0,0,0,0,0,0,233
2014-03-13 10:40:38,3,267,0,167,0,0,0,0,0,100,0,0,0
2014-03-13 10:40:46,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:40:55,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:41:07,16,1612,0,300,400,100,200,0,0,200,0,100,312
2014-03-13 10:41:08,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 10:41:14,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:41:23,6,700,0,0,400,0,100,0,0,0,0,0,200
2014-03-13 10:41:28,14,1306,0,306,400,0,100,0,0,200,0,0,300
2014-03-13 10:41:30,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 10:41:48,7,1000,0,100,200,0,100,0,0,100,0,0,500
2014-03-13 10:41:58,2,300,0,0,100,0,0,0,0,0,0,0,200
2014-03-13 10:42:06,4,400,0,200,100,0,0,0,0,100,0,0,0
2014-03-13 10:42:09,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:42:23,9,813,0,400,100,0,100,0,0,13,0,0,200
2014-03-13 10:42:27,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:42:31,2,200,0,0,0,0,0,0,0,100,0,0,100
2014-03-13 10:42:34,4,500,0,200,100,0,200,0,0,0,0,0,0
2014-03-13 10:42:41,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:42:48,5,466,0,266,0,0,0,0,0,200,0,0,0
2014-03-13 10:42:51,1,5,0,5,0,0,0,0,0,0,0,0,0
2014-03-13 10:42:57,3,425,0,300,0,0,0,0,0,0,0,0,125
2014-03-13 10:42:59,3,400,0,300,0,0,0,0,0,0,0,0,100
2014-03-13 10:43:10,2,187,0,0,0,0,0,0,0,0,0,100,87
2014-03-13 10:43:14,10,1200,0,500,300,0,0,0,0,400,0,0,0
2014-03-13 10:43:24,4,400,0,0,200,0,0,0,0,0,0,0,200
2014-03-13 10:43:32,11,2100,0,500,200,100,0,0,0,300,0,0,1000
2014-03-13 10:43:34,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:43:35,3,205,0,105,0,0,0,0,0,0,0,0,100
2014-03-13 10:44:06,10,1000,0,800,100,0,0,0,0,0,100,0,0
2014-03-13 10:44:09,4,427,0,100,127,0,200,0,0,0,0,0,0
2014-03-13 10:44:14,1,87,0,0,0,0,0,0,0,0,0,0,87
2014-03-13 10:44:19,16,1487,0,300,300,0,0,0,0,400,100,0,387
2014-03-13 10:44:23,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:44:29,4,400,0,200,0,0,0,0,0,0,0,0,200
2014-03-13 10:44:33,2,250,0,0,0,0,0,0,0,0,0,50,200
2014-03-13 10:44:37,5,405,0,5,0,0,200,0,0,100,0,0,100
2014-03-13 10:44:38,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:44:39,1,33,0,33,0,0,0,0,0,0,0,0,0
2014-03-13 10:44:44,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:44:55,2,200,0,0,0,0,100,0,0,100,0,0,0
2014-03-13 10:45:01,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:45:03,6,700,0,0,100,0,200,0,0,100,0,0,300
2014-03-13 10:45:13,1,71,0,71,0,0,0,0,0,0,0,0,0
2014-03-13 10:45:24,10,841,0,141,400,0,200,0,0,100,0,0,0
2014-03-13 10:45:27,6,572,0,372,0,0,0,0,0,100,0,0,100
2014-03-13 10:45:35,2,200,0,200,0,0,0,0,0,0,0,0,0
2014-03-13 10:45:37,1,200,0,200,0,0,0,0,0,0,0,0,0
2014-03-13 10:45:55,6,600,0,0,300,0,100,0,0,200,0,0,0
2014-03-13 10:46:04,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:46:07,15,2406,0,206,500,100,900,0,0,100,0,0,600
2014-03-13 10:46:11,3,200,0,200,0,0,0,0,0,0,0,0,0
2014-03-13 10:46:16,7,800,0,0,0,0,0,0,0,200,100,0,500
2014-03-13 10:46:21,2,300,0,0,0,0,0,0,0,100,0,0,200
2014-03-13 10:46:28,4,400,0,100,0,0,0,0,0,100,0,0,200
2014-03-13 10:46:29,1,7,0,0,0,0,0,0,0,7,0,0,0
2014-03-13 10:46:31,2,200,0,100,0,0,0,0,0,100,0,0,0
2014-03-13 10:46:40,16,1603,0,400,100,300,310,0,0,293,0,0,200
2014-03-13 10:46:42,2,200,0,0,0,0,0,0,0,200,0,0,0
2014-03-13 10:46:43,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:46:46,13,1006,0,806,0,0,0,0,0,200,0,0,0
2014-03-13 10:46:47,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:46:53,6,595,0,595,0,0,0,0,0,0,0,0,0
2014-03-13 10:46:54,2,105,0,5,0,100,0,0,0,0,0,0,0
2014-03-13 10:47:03,2,200,0,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:47:11,2,300,0,200,100,0,0,0,0,0,0,0,0
2014-03-13 10:47:23,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 10:47:30,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:47:33,2,200,0,0,0,0,100,0,0,0,0,0,100
2014-03-13 10:47:38,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 10:47:41,4,400,0,0,0,0,0,0,0,300,0,0,100
2014-03-13 10:47:42,2,200,0,200,0,0,0,0,0,0,0,0,0
2014-03-13 10:47:59,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 10:48:07,2,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:48:19,6,700,0,100,0,0,0,0,0,300,0,0,300
2014-03-13 10:48:20,5,500,0,0,200,0,0,0,0,200,0,0,100
2014-03-13 10:48:21,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 10:48:22,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 10:48:39,9,717,0,17,0,0,100,0,0,300,0,0,300
2014-03-13 10:48:45,15,1313,0,813,400,0,0,0,0,0,0,0,100
2014-03-13 10:49:16,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:49:57,18,2890,0,1890,100,0,200,0,0,400,0,100,200
2014-03-13 10:49:59,14,1526,0,485,111,0,0,0,0,230,200,0,500
2014-03-13 10:50:08,2,300,0,0,100,0,0,0,0,0,0,0,200
2014-03-13 10:50:18,10,1374,0,274,0,0,100,0,0,600,0,0,400
2014-03-13 10:50:23,6,574,0,374,0,0,0,0,0,200,0,0,0
2014-03-13 10:50:26,9,774,0,274,100,0,100,0,0,100,0,0,200
2014-03-13 10:50:44,1,70,0,0,0,0,0,0,0,0,0,0,70
2014-03-13 10:50:50,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 10:50:52,1,20,0,0,0,0,0,0,0,0,20,0,0
2014-03-13 10:51:01,9,880,0,100,0,0,100,0,0,400,180,0,100
2014-03-13 10:51:05,1,11,0,0,0,11,0,0,0,0,0,0,0
2014-03-13 10:51:06,4,400,0,100,300,0,0,0,0,0,0,0,0
2014-03-13 10:51:07,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 10:51:08,14,1800,0,400,200,0,100,0,0,200,100,100,700
2014-03-13 10:51:09,10,659,0,659,0,0,0,0,0,0,0,0,0
2014-03-13 10:51:25,9,850,0,550,0,0,0,0,0,200,0,0,100
2014-03-13 10:51:27,1,10,0,0,0,0,0,0,0,0,0,0,10
2014-03-13 10:51:30,3,218,0,118,0,0,0,0,0,100,0,0,0
2014-03-13 10:51:33,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:51:37,1,200,0,0,0,0,200,0,0,0,0,0,0
2014-03-13 10:51:50,8,535,0,535,0,0,0,0,0,0,0,0,0
2014-03-13 10:52:05,11,2482,0,1830,200,0,0,0,0,300,52,0,100
2014-03-13 10:52:07,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:52:31,10,1200,0,200,0,0,100,0,0,500,100,0,300
2014-03-13 10:52:33,2,200,0,0,0,0,0,0,0,100,0,0,100
2014-03-13 10:52:38,1,200,0,0,200,0,0,0,0,0,0,0,0
2014-03-13 10:52:45,4,400,0,0,0,0,100,0,0,200,0,0,100
2014-03-13 10:52:52,7,714,0,200,300,0,200,0,0,14,0,0,0
2014-03-13 10:53:17,1,2,0,0,0,0,0,0,0,0,0,0,2
2014-03-13 10:53:18,6,508,0,208,200,0,0,0,0,100,0,0,0
2014-03-13 10:53:21,2,192,0,0,92,0,0,0,0,0,0,0,100
2014-03-13 10:53:22,1,200,0,0,200,0,0,0,0,0,0,0,0
2014-03-13 10:53:24,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:53:34,5,600,0,0,100,0,100,0,0,100,0,0,300
2014-03-13 10:53:51,12,1613,0,400,200,0,0,0,0,300,0,0,713
2014-03-13 10:53:53,5,500,0,200,100,0,100,0,0,0,0,0,100
2014-03-13 10:53:59,5,500,0,100,100,0,200,0,0,0,100,0,0
2014-03-13 10:54:07,1,50,0,0,0,0,0,0,0,0,0,0,50
2014-03-13 10:54:13,11,1100,0,400,200,0,0,0,0,200,100,0,200
2014-03-13 10:54:23,16,1138,0,232,3,0,100,0,0,303,0,0,500
2014-03-13 10:54:46,1,2,0,0,0,0,0,0,0,0,0,0,2
2014-03-13 10:54:47,7,698,0,200,200,0,100,0,0,100,0,0,98
2014-03-13 10:54:55,6,400,0,100,100,100,0,0,0,100,0,0,0
2014-03-13 10:55:09,5,600,0,100,100,0,0,0,0,200,0,0,200
2014-03-13 10:55:10,2,200,0,0,0,0,0,0,0,0,100,0,100
2014-03-13 10:55:13,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:55:19,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 10:55:21,4,300,0,300,0,0,0,0,0,0,0,0,0
2014-03-13 10:55:22,5,600,0,100,0,0,0,0,0,300,0,0,200
2014-03-13 10:55:38,2,500,0,0,0,0,200,0,0,300,0,0,0
2014-03-13 10:55:46,14,1609,0,600,109,0,100,0,0,200,0,0,600
2014-03-13 10:55:56,2,104,0,100,0,0,0,0,0,4,0,0,0
2014-03-13 10:56:02,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:56:05,13,1500,0,300,200,0,0,0,0,700,0,0,300
2014-03-13 10:56:08,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:56:14,2,200,0,100,0,0,0,0,0,0,0,0,100
2014-03-13 10:56:15,6,546,0,146,200,0,0,0,0,100,0,0,100
2014-03-13 10:56:20,3,200,0,100,0,0,0,0,0,100,0,0,0
2014-03-13 10:56:21,4,307,0,207,0,0,0,0,0,0,0,0,100
2014-03-13 10:56:41,8,947,0,200,200,0,100,0,0,200,0,0,247
2014-03-13 10:56:52,3,200,0,100,0,0,0,0,0,100,0,0,0
2014-03-13 10:57:04,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:57:09,9,1200,0,500,200,0,200,0,0,100,0,0,200
2014-03-13 10:57:17,1,10,0,0,0,0,0,0,0,10,0,0,0
2014-03-13 10:57:22,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:57:32,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:57:35,1,190,0,0,190,0,0,0,0,0,0,0,0
2014-03-13 10:57:46,2,200,0,100,0,0,0,0,0,0,0,0,100
2014-03-13 10:57:50,2,300,0,0,0,0,0,0,0,0,0,100,200
2014-03-13 10:57:57,10,719,0,100,200,0,0,0,0,300,0,0,119
2014-03-13 10:58:15,7,573,0,209,100,0,0,0,0,100,0,0,164
2014-03-13 10:58:20,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 10:58:23,3,300,0,0,100,0,0,0,0,0,100,0,100
2014-03-13 10:58:25,2,200,0,0,200,0,0,0,0,0,0,0,0
2014-03-13 10:58:48,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 10:59:06,11,1100,0,500,100,0,200,0,0,200,0,0,100
2014-03-13 10:59:08,8,819,0,0,100,0,200,0,0,119,0,0,400
2014-03-13 10:59:09,28,3380,0,268,703,0,100,0,0,500,0,0,1809
2014-03-13 10:59:10,2,200,0,0,0,0,0,0,0,0,100,0,100
2014-03-13 10:59:11,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 10:59:12,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 10:59:14,3,248,0,0,0,0,0,0,0,100,0,48,100
2014-03-13 10:59:17,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 10:59:24,6,700,0,100,200,0,0,0,0,100,0,0,300
2014-03-13 10:59:33,2,200,0,0,0,0,0,0,0,100,0,0,100
2014-03-13 10:59:34,3,300,0,100,0,0,0,0,0,100,0,0,100
2014-03-13 10:59:37,12,1634,0,434,100,0,200,0,0,200,0,0,700
2014-03-13 10:59:39,14,1572,0,500,700,0,100,0,0,100,0,72,100
2014-03-13 10:59:51,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 11:00:00,8,1000,0,300,300,0,0,0,0,200,0,0,200
2014-03-13 11:00:04,1,200,0,0,0,0,0,0,0,0,0,0,200
2014-03-13 11:00:13,9,1013,0,125,200,0,88,0,0,400,0,0,200
2014-03-13 11:00:15,3,605,0,5,0,0,0,0,0,0,0,0,600
2014-03-13 11:00:16,2,200,0,0,0,0,0,0,0,200,0,0,0
2014-03-13 11:00:18,1,200,0,0,200,0,0,0,0,0,0,0,0
2014-03-13 11:00:26,5,528,0,200,28,0,0,0,0,100,0,0,200
2014-03-13 11:00:46,11,1100,0,500,0,100,0,0,0,400,0,0,100
2014-03-13 11:00:47,1,5,0,0,0,0,0,0,0,0,0,0,5
2014-03-13 11:00:56,1,100,0,0,0,100,0,0,0,0,0,0,0
2014-03-13 11:01:01,7,518,0,100,200,0,0,0,0,118,0,0,100
2014-03-13 11:01:09,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 11:01:11,7,700,0,100,100,0,0,0,0,200,0,0,300
2014-03-13 11:01:12,3,103,0,0,101,0,0,0,0,0,0,0,2
2014-03-13 11:01:16,5,500,0,100,100,0,0,0,0,200,0,0,100
2014-03-13 11:01:20,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 11:01:22,11,1100,0,300,600,0,0,0,0,200,0,0,0
2014-03-13 11:01:28,12,1002,0,202,100,0,100,0,0,500,0,0,100
2014-03-13 11:01:29,4,300,0,200,0,0,0,0,0,0,0,0,100
2014-03-13 11:01:38,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 11:01:39,3,318,0,100,100,0,118,0,0,0,0,0,0
2014-03-13 11:01:48,2,200,0,0,100,0,0,0,0,0,0,0,100
2014-03-13 11:01:50,1,1,0,0,0,0,0,0,0,1,0,0,0
2014-03-13 11:01:51,1,99,0,0,0,0,0,0,0,99,0,0,0
2014-03-13 11:01:55,3,300,0,200,100,0,0,0,0,0,0,0,0
2014-03-13 11:02:02,4,317,0,100,0,0,100,0,0,117,0,0,0
2014-03-13 11:02:10,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 11:02:21,7,700,0,200,200,0,100,0,0,100,0,0,100
2014-03-13 11:02:26,3,300,0,0,0,0,0,0,0,300,0,0,0
2014-03-13 11:02:48,7,1000,0,100,200,0,200,0,0,200,0,0,300
2014-03-13 11:02:50,2,100,0,3,0,0,0,0,0,97,0,0,0
2014-03-13 11:03:07,6,2700,0,200,0,0,0,0,0,2100,0,0,400
2014-03-13 11:03:08,2,300,0,100,0,0,0,0,0,0,0,0,200
2014-03-13 11:03:28,5,500,0,200,0,0,100,0,0,100,0,0,100
2014-03-13 11:03:30,2,200,0,100,100,0,0,0,0,0,0,0,0
2014-03-13 11:03:31,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 11:03:33,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 11:03:36,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 11:03:49,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 11:03:56,1,200,0,0,0,0,0,0,0,0,0,0,200
2014-03-13 11:04:09,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 11:04:18,7,700,0,400,100,0,100,0,0,0,0,0,100
2014-03-13 11:04:23,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 11:04:26,2,200,0,100,100,0,0,0,0,0,0,0,0
2014-03-13 11:04:31,8,711,0,200,110,0,0,0,0,101,0,0,300
2014-03-13 11:04:32,3,165,0,65,0,0,0,0,0,100,0,0,0
2014-03-13 11:04:43,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:04:44,2,300,0,0,0,0,300,0,0,0,0,0,0
2014-03-13 11:04:52,1,2,0,0,0,0,0,0,0,0,0,0,2
2014-03-13 11:04:59,18,2100,0,300,400,0,0,0,0,500,100,100,700
2014-03-13 11:05:01,7,1000,0,0,0,0,200,0,0,400,100,0,300
2014-03-13 11:05:04,2,200,0,200,0,0,0,0,0,0,0,0,0
2014-03-13 11:05:05,3,400,0,0,0,0,0,0,0,100,0,0,300
2014-03-13 11:05:06,1,32,0,32,0,0,0,0,0,0,0,0,0
2014-03-13 11:05:08,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 11:05:09,1,500,0,0,0,0,0,0,0,0,0,0,500
2014-03-13 11:05:11,2,103,0,0,0,0,0,0,0,0,0,0,103
2014-03-13 11:05:13,1,300,0,0,0,0,0,0,0,0,0,0,300
2014-03-13 11:05:27,8,865,0,368,100,0,0,0,0,0,0,0,397
2014-03-13 11:05:30,4,205,0,205,0,0,0,0,0,0,0,0,0
2014-03-13 11:05:36,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 11:05:38,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 11:05:45,10,1500,0,600,200,100,0,0,0,300,0,0,300
2014-03-13 11:05:46,2,200,0,0,100,0,0,0,0,0,0,0,100
2014-03-13 11:05:48,3,600,0,100,100,400,0,0,0,0,0,0,0
2014-03-13 11:05:53,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 11:05:58,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 11:05:59,4,400,0,300,0,0,100,0,0,0,0,0,0
2014-03-13 11:06:00,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:06:01,6,600,0,200,100,0,0,0,0,300,0,0,0
2014-03-13 11:06:02,6,600,0,400,0,0,0,0,0,200,0,0,0
2014-03-13 11:06:03,5,500,0,200,0,0,300,0,0,0,0,0,0
2014-03-13 11:06:05,10,1100,0,200,0,0,0,0,0,700,0,0,200
2014-03-13 11:06:06,10,1105,0,205,100,200,0,0,0,100,100,0,400
2014-03-13 11:06:07,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 11:06:08,1,300,0,0,0,0,0,0,0,0,0,0,300
2014-03-13 11:06:10,3,800,0,0,0,0,0,0,0,0,100,0,700
2014-03-13 11:06:11,7,700,0,300,100,0,100,0,0,100,0,0,100
2014-03-13 11:06:12,1,10,0,0,0,0,0,0,0,10,0,0,0
2014-03-13 11:06:13,2,400,0,100,0,0,0,0,0,0,0,0,300
2014-03-13 11:06:14,5,400,0,206,0,0,0,0,0,194,0,0,0
2014-03-13 11:06:15,20,2097,0,1100,100,100,300,0,0,100,197,100,100
2014-03-13 11:06:16,11,1200,0,594,0,0,0,0,0,206,0,0,400
2014-03-13 11:06:19,2,200,0,0,0,0,100,0,0,0,0,0,100
2014-03-13 11:06:25,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 11:06:26,5,700,0,0,100,0,0,0,0,100,100,0,400
2014-03-13 11:06:27,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:06:31,2,200,0,100,100,0,0,0,0,0,0,0,0
2014-03-13 11:06:36,2,200,0,100,0,0,0,0,0,0,0,0,100
2014-03-13 11:06:40,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 11:06:41,5,700,0,100,100,0,100,0,0,0,100,0,300
2014-03-13 11:06:42,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:06:45,5,500,0,200,100,0,200,0,0,0,0,0,0
2014-03-13 11:06:46,9,906,0,206,0,0,0,0,0,400,0,0,300
2014-03-13 11:06:47,4,500,0,200,0,0,100,0,0,100,0,0,100
2014-03-13 11:06:50,3,300,0,0,100,0,0,0,0,0,0,0,200
2014-03-13 11:06:53,15,1502,0,500,0,0,100,0,0,402,400,0,100
2014-03-13 11:06:54,11,1360,0,465,0,0,0,0,0,295,0,0,600
2014-03-13 11:06:55,3,600,0,0,0,0,0,0,0,0,100,0,500
2014-03-13 11:06:59,1,200,0,0,0,0,0,0,0,0,0,0,200
2014-03-13 11:07:00,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 11:07:01,4,400,0,0,100,0,0,0,0,300,0,0,0
2014-03-13 11:07:14,40,4399,0,1805,300,100,0,0,0,594,200,0,1400
2014-03-13 11:07:15,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 11:07:35,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:07:53,6,701,0,0,300,0,0,0,0,101,0,0,300
2014-03-13 11:07:58,7,800,0,100,0,0,0,0,0,300,100,0,300
2014-03-13 11:08:00,1,200,0,0,0,0,0,0,0,0,0,0,200
2014-03-13 11:08:01,5,500,0,100,0,0,0,0,0,300,0,0,100
2014-03-13 11:08:07,7,700,0,200,300,0,100,0,0,100,0,0,0
2014-03-13 11:08:09,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 11:08:25,10,1100,0,200,0,0,300,0,0,200,0,0,400
2014-03-13 11:08:26,1,100,0,0,0,0,0,0,0,100,0,0,0
2014-03-13 11:08:27,2,490,0,0,0,0,490,0,0,0,0,0,0
2014-03-13 11:08:40,8,1010,0,610,0,0,0,0,0,300,0,0,100
2014-03-13 11:08:42,6,600,0,500,0,0,0,0,0,0,0,0,100
2014-03-13 11:08:45,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 11:08:52,24,1667,0,443,524,0,100,0,0,400,0,0,200
2014-03-13 11:08:57,7,608,0,232,276,0,0,0,0,100,0,0,0
2014-03-13 11:08:59,4,368,0,268,0,0,0,0,0,0,100,0,0
2014-03-13 11:09:02,6,900,0,500,0,0,100,0,0,100,0,0,200
2014-03-13 11:09:03,1,5,0,5,0,0,0,0,0,0,0,0,0
2014-03-13 11:09:09,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 11:09:40,1,27,0,0,0,0,0,0,0,0,0,27,0
2014-03-13 11:09:42,6,342,0,228,14,0,0,0,0,100,0,0,0
2014-03-13 11:09:53,8,1077,0,272,100,0,100,0,0,0,0,5,600
2014-03-13 11:09:54,2,200,0,100,0,0,0,0,0,100,0,0,0
2014-03-13 11:09:55,5,500,0,200,100,0,0,0,0,100,0,0,100
2014-03-13 11:10:03,1,100,0,0,0,0,0,0,0,0,100,0,0
2014-03-13 11:10:04,2,200,0,0,0,0,0,0,0,0,0,100,100
2014-03-13 11:10:05,8,1000,0,300,100,0,200,0,0,300,0,0,100
2014-03-13 11:10:06,4,300,0,100,0,0,0,0,0,0,0,0,200
2014-03-13 11:10:10,1,97,0,0,0,97,0,0,0,0,0,0,0
2014-03-13 11:10:31,8,875,0,500,0,0,100,0,0,75,0,0,200
2014-03-13 11:10:32,5,500,0,0,100,0,100,0,0,300,0,0,0
2014-03-13 11:10:36,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 11:10:43,23,2360,0,200,400,0,200,0,0,760,100,0,700
2014-03-13 11:10:50,2,200,0,0,100,0,0,0,0,100,0,0,0
2014-03-13 11:10:51,8,900,0,400,100,0,100,0,0,100,100,0,100
2014-03-13 11:10:52,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:11:13,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 11:11:16,1,100,0,0,100,0,0,0,0,0,0,0,0
2014-03-13 11:11:23,15,2432,0,332,0,0,100,0,0,300,100,0,1600
2014-03-13 11:11:24,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 11:11:26,2,200,0,100,0,0,0,0,0,100,0,0,0
2014-03-13 11:11:34,1,22,0,22,0,0,0,0,0,0,0,0,0
2014-03-13 11:11:50,13,1355,0,355,100,0,100,0,0,300,0,0,500
2014-03-13 11:11:51,1,73,0,0,0,0,0,0,0,73,0,0,0
2014-03-13 11:11:53,1,27,0,0,0,0,0,0,0,27,0,0,0
2014-03-13 11:11:55,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 11:12:04,2,300,0,0,0,0,0,0,0,0,0,0,300
2014-03-13 11:12:26,5,711,0,100,100,0,100,0,0,100,0,0,311
2014-03-13 11:12:30,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 11:12:32,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:12:34,6,800,0,100,0,0,200,0,0,200,0,0,300
2014-03-13 11:12:43,6,415,0,0,200,0,100,0,0,15,100,0,0
2014-03-13 11:12:47,3,185,0,100,0,0,0,0,0,85,0,0,0
2014-03-13 11:12:49,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 11:12:55,4,400,0,200,0,0,0,0,0,0,0,0,200
2014-03-13 11:12:59,2,123,0,100,0,0,0,0,0,0,0,0,23
2014-03-13 11:13:08,8,800,0,400,100,0,0,0,0,100,0,0,200
