NASDAQ PSX,NSX,endTime,BATS BYX,startTime,BATS EDGX,BATS BZX,BATS EDGA,totalVolume,NASDAQ,NYSE Arca,CBSX,NASDAQ BX,CHX
0.0,0.0,2014-03-03 09:39:51,0.0,2014-03-03 09:39:46,0.0,0.0,0.0,53,0.7924528301886793,0.20754716981132076,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:39:56,0.0011614401858304297,2014-03-03 09:39:51,0.0,0.0011614401858304297,0.0,861,0.029036004645760744,0.8095238095238095,0.0,0.15911730545876887,0.0
0.0,0.0,2014-03-03 09:40:01,0.0,2014-03-03 09:39:56,0.0,0.0,0.0,157,0.9554140127388535,0.044585987261146494,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:40:06,0.0,2014-03-03 09:40:01,0.028901734104046242,0.0,0.0,173,0.9710982658959537,0.0,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:40:11,0.0,2014-03-03 09:40:06,0.0,0.0,0.0,120,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:40:16,0.0,2014-03-03 09:40:11,0.2559055118110236,0.0,0.0,1270,0.494488188976378,0.15748031496062992,0.0,0.09212598425196851,0.0
0.0,0.0,2014-03-03 09:40:21,0.0,2014-03-03 09:40:16,0.0,0.0,0.17,100,0.0,0.0,0.0,0.83,0.0
0.0,0.0,2014-03-03 09:40:26,0.0,2014-03-03 09:40:21,0.0,0.0,0.0,512,0.55078125,0.44921875,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:40:31,0.0,2014-03-03 09:40:26,0.303951367781155,0.08814589665653495,0.0,329,0.303951367781155,0.303951367781155,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:40:36,0.0,2014-03-03 09:40:31,0.0,0.0,0.0,348,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:40:41,0.07407407407407407,2014-03-03 09:40:36,0.0,0.18518518518518517,0.0,270,0.7407407407407407,0.0,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:40:51,0.0,2014-03-03 09:40:46,0.21392190152801357,0.13378607809847198,0.0,2945,0.47504244482173175,0.1772495755517827,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:40:56,0.0,2014-03-03 09:40:51,0.31746031746031744,0.0,0.0,315,0.3492063492063492,0.015873015873015872,0.0,0.31746031746031744,0.0
0.0,0.0,2014-03-03 09:41:01,0.0,2014-03-03 09:40:56,0.1893939393939394,0.3787878787878788,0.0,528,0.19507575757575757,0.23674242424242425,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:41:06,0.1941747572815534,2014-03-03 09:41:01,0.0,0.1941747572815534,0.1941747572815534,515,0.1941747572815534,0.17475728155339806,0.0,0.04854368932038835,0.0
0.0,0.0,2014-03-03 09:41:11,0.006012024048096192,2014-03-03 09:41:06,0.20040080160320642,0.5210420841683366,0.0,499,0.2725450901803607,0.0,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:41:21,1.0,2014-03-03 09:41:16,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:41:26,0.0,2014-03-03 09:41:21,0.0,0.38461538461538464,0.0,65,0.0,0.6153846153846154,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:41:31,0.0,2014-03-03 09:41:26,0.0,0.03863987635239567,0.0,647,0.8068006182380216,0.1545595054095827,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:41:41,0.0,2014-03-03 09:41:36,0.0,0.0,0.0,250,0.0,0.0,0.0,1.0,0.0
0.0,0.0,2014-03-03 09:41:51,0.0,2014-03-03 09:41:46,0.0,1.0,0.0,8,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:41:56,0.0,2014-03-03 09:41:51,0.0,0.2,0.0,125,0.8,0.0,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:42:01,0.0,2014-03-03 09:41:56,0.0,0.09652509652509653,0.28957528957528955,259,0.019305019305019305,0.5945945945945946,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:42:16,0.1652892561983471,2014-03-03 09:42:11,0.0,0.0,0.0,121,0.008264462809917356,0.8264462809917356,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:42:21,0.007936507936507936,2014-03-03 09:42:16,0.0,0.9920634920634921,0.0,126,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:42:31,0.0,2014-03-03 09:42:26,0.0,0.0,0.0,100,0.2,0.8,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:42:36,0.0,2014-03-03 09:42:31,0.0,0.0,0.0,120,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:42:41,0.0,2014-03-03 09:42:36,0.0,0.0,0.0,109,0.5321100917431193,0.46788990825688076,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:42:46,0.0,2014-03-03 09:42:41,0.0,0.0,0.0,40,0.0,1.0,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:42:56,0.0,2014-03-03 09:42:51,0.0,0.0,0.0,141,0.48226950354609927,0.5177304964539007,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:43:01,0.0,2014-03-03 09:42:56,0.0,0.006825938566552901,0.0,586,0.39761092150170646,0.3873720136518771,0.0,0.20819112627986347,0.0
0.0,0.0,2014-03-03 09:43:11,0.05428881650380022,2014-03-03 09:43:06,0.05428881650380022,0.05808903365906623,0.0,1842,0.3773072747014115,0.43485342019543977,0.0,0.021172638436482084,0.0
0.0,0.0,2014-03-03 09:43:16,0.0,2014-03-03 09:43:11,0.0,0.0,0.0,650,0.15384615384615385,0.8461538461538461,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:43:21,0.0,2014-03-03 09:43:16,0.0,0.0,0.0,391,0.25831202046035806,0.7416879795396419,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:43:26,0.0,2014-03-03 09:43:21,0.0,0.0,0.0,400,0.25,0.75,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:43:31,0.0,2014-03-03 09:43:26,0.0,0.0,0.0,350,0.2857142857142857,0.7142857142857143,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:43:36,0.0,2014-03-03 09:43:31,0.0,1.0,0.0,76,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:43:41,0.0,2014-03-03 09:43:36,0.0,0.4470588235294118,0.0,255,0.1607843137254902,0.39215686274509803,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:43:51,0.002570694087403599,2014-03-03 09:43:46,0.002570694087403599,0.2262210796915167,0.0,389,0.5115681233933161,0.002570694087403599,0.0,0.2544987146529563,0.0
0.0,0.0,2014-03-03 09:43:56,0.0,2014-03-03 09:43:51,0.0029469548133595285,0.09823182711198428,0.0,1018,0.5972495088408645,0.3005893909626719,0.0,0.0009823182711198428,0.0
0.0,0.0,2014-03-03 09:44:01,0.0,2014-03-03 09:43:56,1.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:44:06,0.052486187845303865,2014-03-03 09:44:01,0.022099447513812154,0.43370165745856354,0.0,724,0.3701657458563536,0.052486187845303865,0.0,0.06906077348066299,0.0
0.0,0.0,2014-03-03 09:44:11,0.013950073421439061,2014-03-03 09:44:06,0.08259911894273128,0.2657856093979442,0.0,2724,0.22577092511013216,0.3748164464023495,0.0,0.037077826725403815,0.0
0.0,0.0,2014-03-03 09:44:16,0.27941176470588236,2014-03-03 09:44:11,0.0,0.0,0.0,136,0.14705882352941177,0.0,0.0,0.5735294117647058,0.0
0.0,0.0,2014-03-03 09:44:21,0.0,2014-03-03 09:44:16,0.0,0.0,0.0,68,0.014705882352941176,0.9852941176470589,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:44:31,0.03165735567970205,2014-03-03 09:44:26,0.0,0.00186219739292365,0.0,537,0.478584729981378,0.48789571694599626,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:44:36,0.0,2014-03-03 09:44:31,0.0,1.0,0.0,13,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:44:46,0.0,2014-03-03 09:44:41,0.0,0.0,0.47619047619047616,210,0.5238095238095238,0.0,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:44:51,0.0,2014-03-03 09:44:46,0.0,0.0,0.0,100,1.0,0.0,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:44:56,0.0,2014-03-03 09:44:51,0.0,0.0,1.0,100,0.0,0.0,0.0,0.0,0.0
