NSX,BATS EDGA,startTime,CHX,NASDAQ PSX,NASDAQ,totalVolume,CBSX,endTime,BATS BZX,NASDAQ BX,BATS EDGX,BATS BYX,NYSE Arca
0.0,0.0,2014-03-03 09:30:01,0.0,0.0,0.828099173553719,605,0.0,2014-03-03 09:30:02,0.006611570247933884,0.1652892561983471,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:30:02,0.0,0.0,0.4198047419804742,717,0.0,2014-03-03 09:30:03,0.24546722454672246,0.0,0.0,0.0,0.33472803347280333
0.0,0.0,2014-03-03 09:30:03,0.0,0.0,0.6453900709219859,564,0.0,2014-03-03 09:30:04,0.0,0.0,0.0,0.0,0.3546099290780142
0.0,0.0,2014-03-03 09:30:04,0.0,0.0,0.6548223350253807,394,0.0,2014-03-03 09:30:05,0.0,0.0,0.0,0.0,0.34517766497461927
0.0,0.0,2014-03-03 09:30:05,0.0,0.0,0.5225464190981433,377,0.0,2014-03-03 09:30:06,0.0,0.0,0.0,0.26525198938992045,0.21220159151193635
0.0,0.0,2014-03-03 09:30:06,0.0,0.0,0.047619047619047616,210,0.0,2014-03-03 09:30:07,0.0,0.0,0.0,0.47619047619047616,0.47619047619047616
0.0,0.0,2014-03-03 09:30:07,0.0,0.0,0.1568627450980392,153,0.0,2014-03-03 09:30:08,0.032679738562091505,0.0,0.0915032679738562,0.0,0.7189542483660131
0.0,0.0,2014-03-03 09:30:08,0.0,0.0,0.0,423,0.0,2014-03-03 09:30:09,0.0,0.0,0.0,0.7092198581560284,0.2907801418439716
0.0,0.0,2014-03-03 09:30:09,0.0,0.0,0.0,300,0.0,2014-03-03 09:30:10,0.0,0.0,0.0,1.0,0.0
0.0,0.0,2014-03-03 09:30:10,0.0,0.0,0.0,10,1.0,2014-03-03 09:30:11,0.0,0.0,0.0,0.0,0.0
0.0,0.5,2014-03-03 09:30:12,0.0,0.0,0.0,200,0.0,2014-03-03 09:30:13,0.0,0.0,0.0,0.5,0.0
0.0,0.45454545454545453,2014-03-03 09:30:13,0.0,0.0,0.0,165,0.0,2014-03-03 09:30:14,0.0,0.012121212121212121,0.0,0.012121212121212121,0.5212121212121212
0.0,0.0,2014-03-03 09:30:14,0.0,0.0,0.0,5,0.0,2014-03-03 09:30:15,0.0,0.0,0.0,1.0,0.0
0.0,0.0,2014-03-03 09:30:15,0.0,0.0,0.0,110,0.0,2014-03-03 09:30:16,0.0,0.09090909090909091,0.0,0.0,0.9090909090909091
0.0,0.0,2014-03-03 09:30:19,0.0,0.0,0.0069605568445475635,431,0.0,2014-03-03 09:30:20,0.0,0.0,0.0,0.0,0.9930394431554525
0.0,0.0,2014-03-03 09:30:20,0.0,0.0,0.0,300,0.0,2014-03-03 09:30:21,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
0.0,0.0,2014-03-03 09:30:21,0.0,0.0,0.3230994152046784,684,0.0,2014-03-03 09:30:22,0.0,0.11403508771929824,0.1739766081871345,0.24269005847953215,0.14619883040935672
0.0,0.2,2014-03-03 09:30:22,0.0,0.0,0.8,125,0.0,2014-03-03 09:30:23,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:30:23,0.0,0.0,1.0,800,0.0,2014-03-03 09:30:24,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2014-03-03 09:30:24,0.0,0.0,0.0,77,0.0,2014-03-03 09:30:25,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2014-03-03 09:30:25,0.0,0.0,0.0,100,0.0,2014-03-03 09:30:26,0.0,0.0,0.0,0.0,1.0
0.0,0.0,2014-03-03 09:30:27,0.0,0.0,0.0,200,0.0,2014-03-03 09:30:28,0.0,0.5,0.0,0.0,0.5
0.0,0.0,2014-03-03 09:30:28,0.0,0.0,0.0,100,0.0,2014-03-03 09:30:29,0.0,0.0,0.0,0.0,1.0
