endTime,NSX,totalVolume,CHX,NYSE,NASDAQ,startTime,NASDAQ PSX,BATS EDGA,BATS BZX,BATS EDGX,NASDAQ BX,CBSX,NYSE Arca,BATS BYX
2014-03-03 11:00:00,0.010561702038016466,9114156,2.1943885972546443e-05,0.21436214170571583,0.14510778617350856,2014-03-03 10:00:00,0.007019410244898156,0.08733216767411048,0.09270172685216273,0.18574160898716238,0.07569137504339403,0.0006692885221626665,0.10031515809033771,0.08047569078255848
2014-03-03 12:00:00,0.014100356956390834,7419954,0.0,0.20592445721361616,0.1296602377858407,2014-03-03 11:00:00,0.008499378837119475,0.09066282621159107,0.07683147361830006,0.19573315414084777,0.10106531657743431,0.00045822386499970214,0.09007333468644145,0.08699124010741846
2014-03-03 13:00:00,0.005848151410264129,7524087,0.0,0.18859125366306903,0.14362340573680235,2014-03-03 12:00:00,0.005235053767985404,0.08673982637361849,0.09296782453472428,0.23867480532854018,0.07661726931121345,0.00033239913360916744,0.09281910217146612,0.06855090856870741
2014-03-03 14:00:00,0.0073234538613130545,5066735,0.0,0.24205844592227538,0.1259134334043521,2014-03-03 13:00:00,0.005412755946383618,0.08142324396282813,0.08135692906773297,0.2207918906356855,0.08205935380476777,0.00043420467026596024,0.06884768988312986,0.08437859884126563
2014-03-03 15:00:00,0.004091193004372267,2881800,0.0010410160316468874,0.22575369560691236,0.11272399194947602,2014-03-03 14:00:00,0.007432507460614893,0.10297661183982233,0.06402248594628357,0.17886668054688043,0.12149246998403776,0.0006246096189881324,0.07683392324241793,0.10414081476854743
2014-03-04 11:00:00,0.0161161276248257,8480325,0.011792000896192069,0.2659322608508518,0.1202068316957192,2014-03-04 10:00:00,0.004725172679113124,0.08443449985702199,0.09329996197079711,0.1594336301969559,0.08204791679564168,0.0,0.09293299490290761,0.06907860252997379
2014-03-04 12:00:00,0.01606546984242005,5470366,0.06123904689375446,0.25482079261241386,0.11402015879741867,2014-03-04 11:00:00,0.005012827295285178,0.08647191065460702,0.06566525896073498,0.08711482924542892,0.1157103564916863,5.4840937516795035e-05,0.13527833421017899,0.058546174058554765
2014-03-04 13:00:00,0.010519836754025002,5320805,0.0018042382684574985,0.2335319561607689,0.12066012567647189,2014-03-04 12:00:00,0.004234697569258787,0.08299138946080527,0.06852572120196099,0.25145762718235304,0.0771601289654479,8.64530836969218e-06,0.07126553218920821,0.07784010126287282
2014-03-04 14:00:00,0.004709098898536328,8713769,0.0,0.22675193707797395,0.1413228879489461,2014-03-04 13:00:00,0.009778317511056352,0.06315235118121676,0.06862024917116807,0.20093165196369103,0.0953999354355159,8.331641566353205e-05,0.11985640197714674,0.06939385241908524
2014-03-04 15:00:00,0.0061874011819398516,4746096,0.0,0.19914915332517505,0.13802965637441805,2014-03-04 14:00:00,0.007711390582912777,0.08146527166749261,0.0802335224571943,0.1864315428933591,0.10850749753060199,0.0,0.10768914071691765,0.08459542326998865
2014-03-05 11:00:00,0.0046816781720511475,21896849,1.8267468529376076e-05,0.21760249613996974,0.1607074150257875,2014-03-05 10:00:00,0.0072330955015491045,0.07453515343691688,0.09073232408918744,0.1844878685513153,0.07975056137072507,0.0005617246572783143,0.1272704122862609,0.05241900330042921
2014-03-05 12:00:00,0.009969432488805212,13296143,7.520978076123279e-06,0.25732988882565416,0.13005373061947365,2014-03-05 11:00:00,0.006282949875012626,0.07801172114349252,0.09404230986384547,0.17566725929466914,0.08554029540747268,0.0007257743843458964,0.10428716056979832,0.0580819565493542
2014-03-05 13:00:00,0.012608659940795278,6598798,0.0,0.26705302996091107,0.1618506885647962,2014-03-05 12:00:00,0.005874706272263525,0.08974119225956,0.08852172774496203,0.10439522470607526,0.09846232601755653,0.0003940111517279359,0.1044584180331024,0.06664001534824979
2014-03-05 14:00:00,0.0064926792682829205,14490628,0.05177139320669884,0.21612300032821213,0.1328967937069394,2014-03-05 13:00:00,0.011967114192704416,0.05280875335423696,0.0877887417991822,0.23912945663914634,0.07332891300501262,0.000952339677755857,0.07850177369814476,0.048239041123683525
2014-03-05 15:00:00,0.016369344007777623,12466535,0.00018449392714174387,0.23984515344480242,0.19304281422223576,2014-03-05 14:00:00,0.012569009752910492,0.05311884978464345,0.11775950574879067,0.14176160416667502,0.054726032534300834,0.00040909522974908423,0.12027520076749473,0.049938896413478165
2014-03-06 11:00:00,0.010066291129864376,14846481,0.03771937605955243,0.21896966695340128,0.17563751302413008,2014-03-06 10:00:00,0.012543780576690193,0.0771310049836052,0.11342229852313152,0.12397415926373394,0.07323614262531303,0.0003502513491244154,0.10240009063427219,0.054549424877181334
2014-03-06 12:00:00,0.009120797800348813,6912005,0.01591434033974223,0.2608383529815155,0.15122298088615388,2014-03-06 11:00:00,0.011472503275098904,0.0807580434331283,0.09831011406965127,0.12557716610448053,0.08301064597030818,0.0008391197633682267,0.10099457393332326,0.0619413614428809
2014-03-06 13:00:00,0.017574424152276356,5417361,0.09238815725959558,0.20992102981507046,0.17410691294155956,2014-03-06 12:00:00,0.014776382818128606,0.05732255982202404,0.09562940332017748,0.12429465195322963,0.0897710158137883,0.0006460710297873817,0.07584301655363193,0.04772637452073067
2014-03-06 14:00:00,0.014627850025510414,6207269,0.0,0.2401060756348726,0.15903354599260963,2014-03-06 13:00:00,0.012519837629076491,0.07004723011037543,0.12320249049944508,0.15139749864231758,0.09245595768445028,0.0,0.07846365285603056,0.05814586092531192
2014-03-06 15:00:00,0.0056074751207713484,7403867,0.04998739172381136,0.18953379362433173,0.2052119520785557,2014-03-06 14:00:00,0.009611328782648311,0.09291104229722116,0.13223090042001023,0.12119639642365267,0.0677464897735197,0.0,0.07337206354463148,0.05259116621084631
2014-03-07 11:00:00,0.0030592583579410726,11727679,0.0006395127288187202,0.22393510258935292,0.16676351731659778,2014-03-07 10:00:00,0.0121369283726132,0.07742060470788807,0.10005756467243007,0.1783548986973467,0.06855627613954986,0.0003069661098329857,0.10531273920440694,0.06345663110322171
2014-03-07 12:00:00,0.0016064236365070216,11272867,0.01822074189290089,0.19855037764572225,0.1832630510055694,2014-03-07 11:00:00,0.010745713579340553,0.07505384388904793,0.11739506906273267,0.16348573969692004,0.07116104536671992,0.00030160916473156296,0.09989659241078601,0.060319792649021764
2014-03-07 13:00:00,0.0026161281494433654,4187486,0.0,0.2000412658096051,0.15375693196347404,2014-03-07 12:00:00,0.009611733627288545,0.09063934780916283,0.12074476189293529,0.17823868545470958,0.06365418296323856,0.0002388067685480023,0.11962619098905644,0.06083196457253827
2014-03-07 14:00:00,0.003185053749180934,3574194,0.0,0.21909862755071494,0.1256767259975256,2014-03-07 13:00:00,0.010018482488639397,0.08024046820066286,0.12006706966661575,0.17400482458422795,0.08358136128033342,0.0006435017237452695,0.10592122307854582,0.07756266167980809
2014-03-07 15:00:00,0.005349928029831624,6757661,0.029655231299705622,0.19368387967375103,0.17353874365701386,2014-03-07 14:00:00,0.009701433676533937,0.09848807153836217,0.12075021224059626,0.13415780992861287,0.056694616672839905,0.0001479801961063155,0.11692018880497261,0.06091190428167379
