startTime,CHX,NYSE,endTime,CBSX,BATS BZX,NASDAQ PSX,NASDAQ,totalVolume,NASDAQ BX,NSX,NYSE Arca,BATS EDGA,BATS BYX,BATS EDGX
2014-03-03 10:00:00,0.0,0.2531187621115207,2014-03-03 10:02:00,0.0,0.10798012617836901,0.0020340069645797213,0.1501828566433057,686330,0.037001151049786546,0.0016027275508865998,0.15691285533198315,0.0582518613494966,0.04904054900703743,0.18387510381303454
2014-03-03 10:02:00,0.0,0.2875896603058601,2014-03-03 10:04:00,0.0,0.13891305608723392,0.002987944522658286,0.1298613417980044,568953,0.04977388290421177,0.00017576144250931096,0.12827070074329514,0.09645260680583458,0.07867785212486796,0.08729719326552457
2014-03-03 10:04:00,0.0,0.37248109954702546,2014-03-03 10:06:00,0.0,0.05327919379277706,0.005086518538550561,0.05777314684091008,251449,0.0719390413165294,0.025850172400765165,0.13113593611428162,0.10444265039829151,0.12768394386137943,0.05032829718948972
2014-03-03 10:06:00,0.0,0.28237155609752956,2014-03-03 10:08:00,0.0,0.10652079169234006,0.003331995096471134,0.15153707595961244,465787,0.04988760957261581,0.015457709210433095,0.12308415649213052,0.0638446328472027,0.06066721484283589,0.1432972581888288
2014-03-03 10:08:00,0.0,0.2956764794189554,2014-03-03 10:10:00,0.0,0.07700198733254221,0.009289707333114107,0.13041691091317215,279772,0.04568720243626953,0.007434625337775045,0.10853123257509686,0.08848276453683714,0.12293224482793132,0.11454684528830619
2014-03-03 10:10:00,0.0,0.1782264755186977,2014-03-03 10:12:00,0.0,0.08912860152203676,0.008813678528629519,0.057530462927240636,585794,0.02749942812661106,0.00848421117321106,0.029411363038883975,0.07644496188079769,0.05777116187601785,0.46668965540787377
2014-03-03 10:12:00,0.0,0.35333521057495154,2014-03-03 10:14:00,0.0,0.06136597089746691,0.0025779022221517154,0.1257342063828859,252143,0.07565151521160611,0.017450415042257767,0.03652689148618046,0.06817559876736613,0.07803904926966047,0.181143240145473
2014-03-03 10:14:00,0.0,0.13175952270023567,2014-03-03 10:16:00,0.0,0.11089348959864663,0.0015077702942112175,0.263609511618124,663231,0.0783346978654496,0.009877403197377685,0.11516952615302964,0.05950566243133991,0.07198698492682037,0.1573554312147653
2014-03-03 10:16:00,0.0,0.22657267254584063,2014-03-03 10:18:00,0.0,0.04075587155088353,0.006749826291235152,0.06772403564873655,513791,0.05959232450548958,0.009147688456979589,0.06114353890979017,0.08817009250843241,0.07999556239794002,0.36014838718467235
2014-03-03 10:18:00,0.0,0.2337598158678581,2014-03-03 10:20:00,0.0011282606733459698,0.09190585792941601,0.013764780214820832,0.13667975449047748,443160,0.07624334326202725,0.0009026085386767759,0.07002437043054427,0.15466422962361223,0.0765682823359509,0.14435869663327014
2014-03-03 10:20:00,0.0,0.15271318859450986,2014-03-03 10:22:00,0.0,0.1536632032101193,0.011958225930748585,0.19395578113789164,150524,0.07679174085195717,0.029696261061358985,0.06263453004172093,0.0836677207621376,0.05878132390847971,0.17613802450107624
2014-03-03 10:22:00,0.0,0.21758100462883592,2014-03-03 10:24:00,0.0,0.07886164923709926,0.0008571918395336877,0.10097719869706841,116660,0.1774987142122407,0.00040288016458083317,0.08736499228527345,0.23229898851362935,0.09495971198354192,0.009197668438196468
2014-03-03 10:24:00,0.0,0.23146294864213254,2014-03-03 10:26:00,0.0,0.08818746303962152,0.0031785925487877,0.17346358549788474,175864,0.10932879952690716,0.0,0.07513760633216576,0.09666560524041305,0.09851362416412683,0.1240617750079607
2014-03-03 10:26:00,0.0004478992405868376,0.19492574950339173,2014-03-03 10:28:00,0.0026873954435210254,0.09894094224563242,0.0035831939246947007,0.15982164652239833,446529,0.06101507404894195,0.007009623115184009,0.11498245354725001,0.07375108895502867,0.0682240123261871,0.21461092112718322
2014-03-03 10:28:00,0.0,0.2042502293878621,2014-03-03 10:30:00,0.0,0.05555118626294403,0.0040831039454712285,0.09583169484860402,305160,0.13670861187573732,0.013763271726307511,0.08746886879014287,0.0927185738628916,0.08034473718704942,0.22927972211298991
2014-03-03 10:30:00,0.0,0.14144243198668707,2014-03-03 10:32:00,0.001485817868445686,0.1508328009152638,0.0041280973111649305,0.12528168630422615,403818,0.0753284895670822,0.009905452456304573,0.176141231941122,0.1158318846609116,0.0810067901876588,0.11861531680113319
2014-03-03 10:32:00,0.0,0.23178661801918438,2014-03-03 10:34:00,0.0062525745895368684,0.08488053904548933,0.004214970870358383,0.17274392396869298,271888,0.10371917848525863,0.011033955158006238,0.08216618607661978,0.06878567645501088,0.0846010121814865,0.14981536515035604
2014-03-03 10:34:00,0.0,0.13642145731058072,2014-03-03 10:36:00,0.0006281781890250988,0.0712825199996231,0.0018845345670752967,0.10383471375490372,318381,0.15843596194496531,0.02404352018493566,0.0900462025058028,0.08935520649787519,0.09942490286794753,0.2246428021772656
2014-03-03 10:36:00,0.0,0.06194004471279555,2014-03-03 10:38:00,0.0,0.07319629586267262,0.004220397286011362,0.26259568370993547,179367,0.15411976562020885,0.011150323080611261,0.0686135130765414,0.1103045710749469,0.11087881271359838,0.1429805928626782
2014-03-03 10:38:00,0.0,0.16430863055667957,2014-03-03 10:40:00,0.0007225851205271981,0.09488987802763166,0.004335510723163189,0.05060263599051968,138392,0.09429735822879935,0.0014451702410543962,0.04277703913521013,0.14520347996994046,0.18259003410601768,0.21882767790045668
