CHX,NASDAQ,totalVolume,endTime,NSX,NYSE Arca,BATS BZX,CBSX,NASDAQ PSX,BATS EDGA,BATS EDGX,startTime,BATS BYX,NASDAQ BX
0.0,0.18673883626522328,739,2014-03-13 09:45:46,0.0,0.0013531799729364006,0.8119079837618404,0.0,0.0,0.0,0.0,2014-03-13 09:45:41,0.0,0.0
0.0,0.4090909090909091,506,2014-03-13 09:45:51,0.0,0.5909090909090909,0.0,0.0,0.0,0.0,0.0,2014-03-13 09:45:46,0.0,0.0
0.0,0.7318840579710145,1104,2014-03-13 09:46:01,0.0,0.0,0.18115942028985507,0.0,0.0,0.08695652173913043,0.0,2014-03-13 09:45:56,0.0,0.0
0.0,0.0,2,2014-03-13 09:46:06,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-03-13 09:46:01,0.0,0.0
0.0,0.0,100,2014-03-13 09:46:21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-13 09:46:16,0.0,1.0
0.0,0.34773218142548595,463,2014-03-13 09:46:26,0.0,0.2159827213822894,0.4319654427645788,0.0,0.0,0.0,0.004319654427645789,2014-03-13 09:46:21,0.0,0.0
0.0,0.5,160,2014-03-13 09:46:31,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2014-03-13 09:46:26,0.0,0.0
0.0,0.6825396825396826,315,2014-03-13 09:46:36,0.0,0.31746031746031744,0.0,0.0,0.0,0.0,0.0,2014-03-13 09:46:31,0.0,0.0
0.0,0.0,100,2014-03-13 09:46:46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014-03-13 09:46:41,0.0,0.0
0.0,0.25862068965517243,58,2014-03-13 09:47:06,0.0,0.0,0.0,0.0,0.0,0.0,0.7413793103448276,2014-03-13 09:47:01,0.0,0.0
0.0,0.0,25,2014-03-13 09:47:11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2014-03-13 09:47:06,0.0,0.0
0.0,0.7,20,2014-03-13 09:47:16,0.0,0.0,0.3,0.0,0.0,0.0,0.0,2014-03-13 09:47:11,0.0,0.0
0.0,0.1723027375201288,621,2014-03-13 09:47:21,0.0,0.028985507246376812,0.1706924315619968,0.0,0.0,0.1610305958132045,0.4669887278582931,2014-03-13 09:47:16,0.0,0.0
0.0,0.0,18,2014-03-13 09:47:26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-13 09:47:21,0.0,1.0
0.0,0.0,106,2014-03-13 09:47:31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2014-03-13 09:47:26,0.0,0.0
0.0,1.0,35,2014-03-13 09:47:41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-13 09:47:36,0.0,0.0
0.0,1.0,6,2014-03-13 09:47:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-13 09:47:41,0.0,0.0
0.0,1.0,6,2014-03-13 09:47:51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-13 09:47:46,0.0,0.0
0.0,0.0,123,2014-03-13 09:48:21,0.0,0.8130081300813008,0.0,0.0,0.0,0.0,0.18699186991869918,2014-03-13 09:48:16,0.0,0.0
0.0,0.0,102,2014-03-13 09:48:26,0.0,0.9803921568627451,0.0,0.0,0.0,0.0,0.0,2014-03-13 09:48:21,0.0,0.0196078431372549
0.0,0.8342857142857143,525,2014-03-13 09:48:31,0.0,0.0019047619047619048,0.0,0.0,0.0,0.0,0.0,2014-03-13 09:48:26,0.0,0.16380952380952382
0.0,0.25,400,2014-03-13 09:48:41,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2014-03-13 09:48:36,0.25,0.0
0.0,0.5,200,2014-03-13 09:48:51,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2014-03-13 09:48:46,0.0,0.0
0.0,0.0,560,2014-03-13 09:48:56,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2014-03-13 09:48:51,0.0,0.0
0.0,0.022341376228775692,1119,2014-03-13 09:49:01,0.0,0.2680965147453083,0.17873100983020554,0.0,0.0,0.0,0.5308310991957105,2014-03-13 09:48:56,0.0,0.0
0.0,0.0,100,2014-03-13 09:49:31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2014-03-13 09:49:26,0.0,0.0
0.0,0.6216628527841342,1311,2014-03-13 09:49:41,0.0,0.15255530129672007,0.0,0.0,0.0,0.0,0.22578184591914569,2014-03-13 09:49:36,0.0,0.0
0.0,1.0,300,2014-03-13 09:49:46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-13 09:49:41,0.0,0.0
0.0,0.0,402,2014-03-13 09:49:51,0.0,0.0,0.0,0.0,0.0,0.746268656716418,0.24875621890547264,2014-03-13 09:49:46,0.004975124378109453,0.0
0.0,0.125,800,2014-03-13 09:49:56,0.0,0.125,0.375,0.0,0.0,0.125,0.125,2014-03-13 09:49:51,0.0,0.125
0.0,0.5095541401273885,785,2014-03-13 09:50:01,0.0,0.0,0.1464968152866242,0.0,0.12738853503184713,0.0,0.0,2014-03-13 09:49:56,0.08917197452229299,0.12738853503184713
0.0,0.5934959349593496,492,2014-03-13 09:50:06,0.0,0.2032520325203252,0.0,0.2032520325203252,0.0,0.0,0.0,2014-03-13 09:50:01,0.0,0.0
