NSX,BATS EDGA,startTime,CHX,NASDAQ PSX,NASDAQ,totalVolume,CBSX,endTime,BATS BZX,NASDAQ BX,BATS EDGX,BATS BYX,NYSE Arca
0.028674159534136146,0.017986677508405022,2014-03-03 09:30:01,0.0,0.004715280281807339,0.4329269627901613,685007,0.0003124055666584429,2014-03-03 12:30:01,0.09561800098393156,0.050812619433086084,0.13830661584480158,0.02629608164588099,0.20435119641113156
0.03743177986684573,0.017678658170700346,2014-03-03 12:30:01,0.0,0.005954796125382176,0.3908020687487499,349970,0.0,2014-03-03 15:30:01,0.11093522301911593,0.06100808640740635,0.13209989427665228,0.0308683601451553,0.213221133239992
0.005664584502726725,0.024985967279300064,2014-03-03 15:30:01,0.0,0.0021988887115130104,0.5535328983619051,194189,0.0010299244550412228,2014-03-03 18:30:01,0.08765172074628326,0.07317613253067888,0.07972130244246585,0.0347856984690173,0.13725288250106854
0.02617108373190315,0.019894026010988743,2014-03-04 09:30:01,0.0,0.0037244320519063535,0.44182437134922276,449733,0.00044470830470523623,2014-03-04 12:30:01,0.06803369999533056,0.05372076320839254,0.13546704377930904,0.03281724934572291,0.2179026222225187
0.04232588457488593,0.01829820661529976,2014-03-04 12:30:01,0.0,0.0018184553158061875,0.40716351055472916,299155,0.0,2014-03-04 15:30:01,0.078434256489111,0.0561949491066504,0.11010680082231619,0.022623723487824036,0.2630342130333774
0.01550585329180539,0.01975485984319622,2014-03-04 15:30:01,0.0,0.000342337020728171,0.48736038019546774,148976,0.0,2014-03-04 18:30:01,0.07321984749221351,0.07671034260552036,0.07921410160025776,0.033455053162925574,0.2144372247878853
0.03213102958005341,0.02663028401012588,2014-03-05 09:30:01,0.023840898845233553,0.006577920726843985,0.3701689669521795,461392,0.0,2014-03-05 12:30:01,0.10163158442279016,0.05114306273190693,0.12231248049381004,0.024543121683947705,0.24102065055310884
0.063095155908411,0.033736048786100564,2014-03-05 12:30:01,4.602462317339777e-06,0.004188240708779197,0.37700149580025316,217275,0.0020480957312162006,2014-03-05 15:30:01,0.09321827177539983,0.04649867679208376,0.1282246001610862,0.02699804395351513,0.22498676792083766
0.01867751875985039,0.03519089176918915,2014-03-05 15:30:01,0.0,0.0037402084166451035,0.4729128931335419,85022,0.0009409329350050575,2014-03-05 18:30:01,0.09863329491190516,0.09264660911293547,0.07181670626426101,0.05737338571193338,0.14806755898473337
0.013974888833325979,0.02979315889848166,2014-03-06 09:30:01,4.902609659121551e-06,0.004240757355140141,0.3778833473057709,407946,0.002166953469331725,2014-03-06 12:30:01,0.09098753266363685,0.04124320375736004,0.17805542890480602,0.02617993557970908,0.2354698906227785
0.050487178481806776,0.03723925658720201,2014-03-06 12:30:01,0.0,0.008474160915934755,0.39342358061480553,204032,0.003862139272271016,2014-03-06 15:30:01,0.09841103356336262,0.039689852572145544,0.12016252352572146,0.029799247176913426,0.2184510272898369
0.004610197947412602,0.03564271981369655,2014-03-06 15:30:01,0.0,0.003242708982100788,0.5123006309404533,147716,0.001353949470605757,2014-03-06 18:30:01,0.08630750900376398,0.07517804435538465,0.05778656340545371,0.07392564109507434,0.1496520349860543
0.01512582717926107,0.016343420292849593,2014-03-07 09:30:01,0.013836285381687768,0.001402076918677694,0.3701888929680308,542053,0.0022174953371718264,2014-03-07 12:30:01,0.11723207878196412,0.03221456204467091,0.16485288338963164,0.024211654579902705,0.24237482312615188
0.026003157878755675,0.03946209786387721,2014-03-07 12:30:01,0.0,0.0019129457846873245,0.36104953922297967,263468,0.0004440767000167003,2014-03-07 15:30:01,0.10965278515796985,0.03317290904398257,0.14150485068395402,0.03321086431748827,0.2535867733462887
0.006664987828422731,0.013167687959931727,2014-03-07 15:30:01,0.0,0.0016564537340160608,0.45296175046867565,178695,0.0,2014-03-07 18:30:01,0.10791012619267466,0.05908391393155936,0.10836341251853718,0.04032009849184364,0.20987156887433897
