TimeInterval,TradeCount,Volume,Direct Edge X,BATS,Direct Edge A,BATS Y,NASDAQ,NASDAQ OMX PSX,NYSE Arca SM,NASDAQ OMX BX,CBOE
2014-03-13 10:19:59,3,100,0,0,0,0,62,0,38,0,0
2014-03-13 10:20:13,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:20:16,1,4,0,0,0,0,4,0,0,0,0
2014-03-13 10:20:25,4,180,0,38,0,0,42,0,100,0,0
2014-03-13 10:20:28,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:20:36,1,100,100,0,0,0,0,0,0,0,0
2014-03-13 10:20:40,5,190,0,38,0,38,38,0,38,38,0
2014-03-13 10:20:43,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:20:57,13,1167,0,0,0,100,867,0,200,0,0
2014-03-13 10:21:03,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:21:06,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:21:16,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:21:26,2,40,0,0,0,0,0,0,40,0,0
2014-03-13 10:21:33,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:21:36,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 10:21:38,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 10:21:48,15,1100,200,100,100,0,100,0,600,0,0
2014-03-13 10:22:04,1,100,0,100,0,0,0,0,0,0,0
2014-03-13 10:22:09,1,15,0,0,0,0,0,0,15,0,0
2014-03-13 10:22:12,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:22:20,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:22:32,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:22:53,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:22:54,16,1273,50,219,0,0,404,0,500,100,0
2014-03-13 10:23:13,1,4,0,0,0,0,0,0,4,0,0
2014-03-13 10:23:15,9,421,100,0,0,0,215,0,106,0,0
2014-03-13 10:23:16,5,132,0,100,0,0,32,0,0,0,0
2014-03-13 10:23:17,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 10:23:39,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:23:41,2,45,0,0,0,0,45,0,0,0,0
2014-03-13 10:24:02,18,427,0,113,0,26,248,0,40,0,0
2014-03-13 10:24:03,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:24:23,1,13,0,0,0,0,0,0,13,0,0
2014-03-13 10:24:25,1,98,98,0,0,0,0,0,0,0,0
2014-03-13 10:24:33,3,113,0,0,0,0,13,0,100,0,0
2014-03-13 10:24:40,2,13,0,0,0,0,13,0,0,0,0
2014-03-13 10:24:53,3,300,0,0,200,0,0,0,0,100,0
2014-03-13 10:24:57,4,163,100,0,0,0,63,0,0,0,0
2014-03-13 10:25:12,1,4,0,0,0,0,4,0,0,0,0
2014-03-13 10:25:22,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:25:28,1,26,0,0,0,0,0,0,0,26,0
2014-03-13 10:25:31,10,426,0,100,0,13,213,0,100,0,0
2014-03-13 10:25:32,6,78,13,13,0,13,13,0,13,13,0
2014-03-13 10:25:38,2,71,0,0,0,0,71,0,0,0,0
2014-03-13 10:25:39,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:25:45,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:25:52,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:25:58,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:26:00,5,65,0,13,0,13,13,0,13,13,0
2014-03-13 10:26:05,9,710,0,100,0,0,350,0,60,200,0
2014-03-13 10:26:12,1,100,0,0,0,0,0,0,0,0,100
2014-03-13 10:26:19,2,100,0,0,0,0,0,0,0,100,0
2014-03-13 10:26:24,11,726,0,0,100,100,226,0,100,200,0
2014-03-13 10:26:33,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:26:41,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:26:48,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:26:56,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:27:05,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:27:14,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:27:19,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:27:24,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:27:27,4,300,0,0,0,0,300,0,0,0,0
2014-03-13 10:27:44,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:27:55,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:27:56,1,12,0,12,0,0,0,0,0,0,0
2014-03-13 10:28:05,5,311,0,11,0,0,200,0,100,0,0
2014-03-13 10:28:06,2,105,5,0,0,0,100,0,0,0,0
2014-03-13 10:28:18,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:28:30,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:28:42,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 10:28:43,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:28:56,12,257,0,0,0,67,34,0,56,100,0
2014-03-13 10:29:04,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:29:16,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:29:18,2,103,0,0,0,0,103,0,0,0,0
2014-03-13 10:29:29,1,100,0,0,0,0,0,0,0,0,100
2014-03-13 10:29:43,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:29:50,6,260,0,0,0,0,60,0,200,0,0
2014-03-13 10:29:57,3,100,0,0,0,0,98,0,2,0,0
2014-03-13 10:30:12,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:30:15,1,5,0,0,0,0,5,0,0,0,0
2014-03-13 10:30:24,4,167,0,0,5,0,162,0,0,0,0
2014-03-13 10:30:28,3,120,120,0,0,0,0,0,0,0,0
2014-03-13 10:30:42,1,100,100,0,0,0,0,0,0,0,0
2014-03-13 10:30:43,3,130,30,0,0,0,100,0,0,0,0
2014-03-13 10:30:44,5,187,51,0,0,0,36,0,100,0,0
2014-03-13 10:30:52,1,25,0,0,0,0,0,0,25,0,0
2014-03-13 10:30:55,10,670,0,25,0,25,25,0,570,25,0
2014-03-13 10:31:01,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:31:21,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:31:31,1,40,0,0,0,0,0,0,40,0,0
2014-03-13 10:31:41,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:31:45,2,44,0,0,0,0,0,44,0,0,0
2014-03-13 10:31:46,1,30,0,0,0,0,0,30,0,0,0
2014-03-13 10:32:03,4,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:32:08,15,576,0,50,0,50,200,0,251,25,0
2014-03-13 10:32:09,1,25,0,0,0,0,0,0,0,25,0
2014-03-13 10:32:13,5,150,0,150,0,0,0,0,0,0,0
2014-03-13 10:32:16,9,295,0,0,0,0,280,0,15,0,0
2014-03-13 10:32:18,1,10,10,0,0,0,0,0,0,0,0
2014-03-13 10:32:20,10,615,5,25,0,50,500,0,10,25,0
2014-03-13 10:32:25,2,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:32:29,4,150,100,0,0,50,0,0,0,0,0
2014-03-13 10:32:36,3,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:32:46,1,10,0,0,0,0,0,0,10,0,0
2014-03-13 10:32:48,5,275,0,0,0,25,100,0,0,150,0
2014-03-13 10:33:07,16,1489,400,0,0,0,804,0,85,200,0
2014-03-13 10:33:09,7,185,0,0,0,0,135,0,0,50,0
2014-03-13 10:33:34,4,325,0,0,0,0,225,0,100,0,0
2014-03-13 10:33:42,1,8,0,0,0,0,0,0,8,0,0
2014-03-13 10:33:44,1,3,0,0,0,0,3,0,0,0,0
2014-03-13 10:33:58,1,100,0,0,0,0,0,0,0,0,100
2014-03-13 10:34:05,1,1,1,0,0,0,0,0,0,0,0
2014-03-13 10:34:14,1,1,0,0,0,0,1,0,0,0,0
2014-03-13 10:34:21,4,399,100,100,0,0,99,0,100,0,0
2014-03-13 10:34:23,2,120,0,0,0,0,20,0,100,0,0
2014-03-13 10:34:24,1,5,0,0,0,0,5,0,0,0,0
2014-03-13 10:34:33,6,245,0,0,0,0,195,0,50,0,0
2014-03-13 10:34:34,1,50,50,0,0,0,0,0,0,0,0
2014-03-13 10:34:47,1,25,0,0,0,0,0,25,0,0,0
2014-03-13 10:34:49,1,100,100,0,0,0,0,0,0,0,0
2014-03-13 10:34:51,1,36,0,0,0,0,0,0,36,0,0
2014-03-13 10:35:09,1,4,0,0,0,0,4,0,0,0,0
2014-03-13 10:35:11,5,252,0,18,0,0,200,0,34,0,0
2014-03-13 10:35:15,4,270,0,0,0,0,270,0,0,0,0
2014-03-13 10:35:31,1,5,0,0,0,0,0,0,5,0,0
2014-03-13 10:35:38,1,5,0,0,0,0,0,0,5,0,0
2014-03-13 10:35:42,1,100,100,0,0,0,0,0,0,0,0
2014-03-13 10:35:48,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 10:35:53,1,34,0,0,0,0,34,0,0,0,0
2014-03-13 10:36:06,2,118,0,0,0,0,118,0,0,0,0
2014-03-13 10:36:15,5,284,0,0,0,0,284,0,0,0,0
2014-03-13 10:36:17,2,56,0,0,0,0,56,0,0,0,0
2014-03-13 10:36:25,3,32,0,0,0,0,32,0,0,0,0
2014-03-13 10:36:28,1,14,0,0,0,0,0,0,14,0,0
2014-03-13 10:36:29,1,5,0,0,0,0,0,0,5,0,0
2014-03-13 10:36:30,1,71,0,0,0,0,0,0,71,0,0
2014-03-13 10:36:34,16,1723,100,0,0,0,1362,0,261,0,0
2014-03-13 10:36:35,8,251,0,0,0,0,251,0,0,0,0
2014-03-13 10:36:36,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:36:47,1,2,0,0,0,0,0,0,2,0,0
2014-03-13 10:37:07,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:37:09,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:37:16,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:37:17,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:37:18,3,200,0,0,0,0,100,0,100,0,0
2014-03-13 10:37:26,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:37:35,2,125,25,0,0,0,100,0,0,0,0
2014-03-13 10:37:40,1,110,0,0,0,0,0,0,110,0,0
2014-03-13 10:37:45,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:37:56,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:38:07,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:38:18,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:38:26,4,109,0,0,0,0,50,0,59,0,0
2014-03-13 10:38:29,4,202,0,0,0,0,202,0,0,0,0
2014-03-13 10:38:30,8,415,5,0,0,0,410,0,0,0,0
2014-03-13 10:38:36,2,6,0,0,0,0,6,0,0,0,0
2014-03-13 10:38:38,5,130,0,0,0,0,130,0,0,0,0
2014-03-13 10:38:41,10,525,0,0,0,0,325,0,100,100,0
2014-03-13 10:38:42,1,20,0,20,0,0,0,0,0,0,0
2014-03-13 10:38:44,16,359,0,75,0,75,83,1,75,50,0
2014-03-13 10:38:59,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:39:15,2,100,0,0,0,0,0,0,0,100,0
2014-03-13 10:39:19,2,110,0,10,0,0,100,0,0,0,0
2014-03-13 10:39:21,1,19,19,0,0,0,0,0,0,0,0
2014-03-13 10:39:32,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:39:33,1,14,0,14,0,0,0,0,0,0,0
2014-03-13 10:39:41,2,100,0,100,0,0,0,0,0,0,0
2014-03-13 10:39:52,10,580,0,0,0,0,199,0,381,0,0
2014-03-13 10:40:07,6,30,0,0,0,0,30,0,0,0,0
2014-03-13 10:40:10,25,1162,0,250,0,50,562,0,250,50,0
2014-03-13 10:40:13,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:40:16,3,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:40:17,2,20,0,0,0,0,20,0,0,0,0
2014-03-13 10:40:31,4,80,0,50,0,0,30,0,0,0,0
2014-03-13 10:40:35,3,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:40:36,2,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:40:38,2,100,75,0,0,0,0,0,25,0,0
2014-03-13 10:40:58,29,570,0,100,0,25,35,0,360,50,0
2014-03-13 10:41:05,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:41:07,19,913,0,160,0,0,753,0,0,0,0
2014-03-13 10:41:08,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:41:09,2,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:41:13,1,10,0,0,0,0,10,0,0,0,0
2014-03-13 10:41:33,2,70,0,40,0,0,30,0,0,0,0
2014-03-13 10:41:35,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:41:55,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:41:57,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:42:01,1,10,0,0,0,0,10,0,0,0,0
2014-03-13 10:42:12,1,24,0,0,0,0,24,0,0,0,0
2014-03-13 10:42:13,8,252,0,38,0,38,100,0,38,38,0
2014-03-13 10:42:19,1,17,17,0,0,0,0,0,0,0,0
2014-03-13 10:42:30,2,50,0,0,0,0,50,0,0,0,0
2014-03-13 10:42:33,19,582,25,76,0,76,238,0,91,76,0
2014-03-13 10:42:35,10,419,105,38,0,0,238,0,38,0,0
2014-03-13 10:42:36,2,100,100,0,0,0,0,0,0,0,0
2014-03-13 10:42:37,4,152,0,38,0,38,0,0,38,38,0
2014-03-13 10:42:43,2,76,0,0,0,0,38,0,38,0,0
2014-03-13 10:42:44,1,38,0,0,0,0,0,0,0,38,0
2014-03-13 10:42:48,1,38,0,0,0,0,0,0,38,0,0
2014-03-13 10:42:49,2,63,0,0,0,0,63,0,0,0,0
2014-03-13 10:43:00,3,100,0,0,0,0,62,0,38,0,0
2014-03-13 10:43:05,3,138,0,0,0,0,138,0,0,0,0
2014-03-13 10:43:10,12,357,193,0,0,0,96,0,68,0,0
2014-03-13 10:43:11,3,163,0,0,0,0,0,0,163,0,0
2014-03-13 10:43:15,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:43:17,1,100,0,0,100,0,0,0,0,0,0
2014-03-13 10:43:30,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 10:44:14,4,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:44:19,2,45,0,0,0,0,0,0,45,0,0
2014-03-13 10:44:21,4,100,0,0,0,0,63,0,37,0,0
2014-03-13 10:44:29,12,21,0,0,0,0,11,0,10,0,0
2014-03-13 10:44:31,3,3,0,0,0,0,3,0,0,0,0
2014-03-13 10:44:33,2,2,0,0,0,0,2,0,0,0,0
2014-03-13 10:44:34,1,1,0,0,0,0,1,0,0,0,0
2014-03-13 10:44:52,25,1813,200,0,0,0,1420,0,168,25,0
2014-03-13 10:44:53,6,200,0,0,0,0,200,0,0,0,0
2014-03-13 10:44:54,4,200,100,0,0,0,100,0,0,0,0
2014-03-13 10:45:01,8,179,0,0,0,0,4,0,0,175,0
2014-03-13 10:45:03,32,188,0,0,0,0,188,0,0,0,0
2014-03-13 10:45:06,7,8,0,0,0,0,8,0,0,0,0
2014-03-13 10:45:07,2,2,0,0,0,0,2,0,0,0,0
2014-03-13 10:45:10,2,2,0,0,0,0,2,0,0,0,0
2014-03-13 10:45:11,1,1,0,0,0,0,1,0,0,0,0
2014-03-13 10:45:14,8,293,0,76,0,0,179,0,38,0,0
2014-03-13 10:45:27,13,338,0,100,100,0,100,0,38,0,0
2014-03-13 10:45:28,13,1339,0,1,0,0,1200,0,138,0,0
2014-03-13 10:45:36,2,114,0,0,0,0,14,0,100,0,0
2014-03-13 10:45:37,1,120,0,0,0,0,0,0,120,0,0
2014-03-13 10:45:43,4,198,198,0,0,0,0,0,0,0,0
2014-03-13 10:45:45,1,70,0,0,0,0,0,0,70,0,0
2014-03-13 10:45:54,1,10,10,0,0,0,0,0,0,0,0
2014-03-13 10:45:55,4,410,290,0,0,0,120,0,0,0,0
2014-03-13 10:46:24,1,8,0,0,0,0,8,0,0,0,0
2014-03-13 10:46:25,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 10:46:27,1,75,0,0,0,0,0,0,75,0,0
2014-03-13 10:46:46,20,901,83,60,0,0,535,0,218,5,0
2014-03-13 10:46:53,2,7,2,0,0,0,0,0,5,0,0
2014-03-13 10:46:57,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:47:14,1,8,0,0,0,0,8,0,0,0,0
2014-03-13 10:47:22,24,1455,100,100,100,100,769,0,286,0,0
2014-03-13 10:47:41,1,25,0,0,0,0,0,0,25,0,0
2014-03-13 10:47:42,5,124,0,0,0,0,124,0,0,0,0
2014-03-13 10:48:57,2,16,0,0,0,0,0,0,16,0,0
2014-03-13 10:49:07,24,1209,883,74,0,0,222,0,30,0,0
2014-03-13 10:49:08,1,100,100,0,0,0,0,0,0,0,0
2014-03-13 10:49:32,1,200,0,200,0,0,0,0,0,0,0
2014-03-13 10:49:50,26,1281,409,440,0,0,432,0,0,0,0
2014-03-13 10:49:51,3,181,51,100,0,0,30,0,0,0,0
2014-03-13 10:49:52,2,170,0,100,0,0,70,0,0,0,0
2014-03-13 10:49:53,3,177,0,0,0,0,177,0,0,0,0
2014-03-13 10:49:54,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:50:01,3,12,0,0,0,0,12,0,0,0,0
2014-03-13 10:50:02,2,8,0,0,0,0,8,0,0,0,0
2014-03-13 10:50:08,8,680,0,80,0,300,200,0,0,100,0
2014-03-13 10:50:26,7,163,0,40,0,0,123,0,0,0,0
2014-03-13 10:50:27,8,102,86,0,0,0,16,0,0,0,0
2014-03-13 10:50:29,1,30,0,0,0,0,0,0,30,0,0
2014-03-13 10:50:32,2,48,0,0,0,0,48,0,0,0,0
2014-03-13 10:50:37,4,200,0,0,100,0,100,0,0,0,0
2014-03-13 10:50:49,2,104,100,0,0,0,4,0,0,0,0
2014-03-13 10:50:50,2,200,0,0,0,200,0,0,0,0,0
2014-03-13 10:50:51,1,40,0,40,0,0,0,0,0,0,0
2014-03-13 10:51:14,1,5,5,0,0,0,0,0,0,0,0
2014-03-13 10:51:15,1,50,0,0,0,0,50,0,0,0,0
2014-03-13 10:51:16,6,406,146,0,0,0,100,0,160,0,0
2014-03-13 10:51:18,5,194,74,0,0,0,120,0,0,0,0
2014-03-13 10:51:31,4,240,100,40,0,0,100,0,0,0,0
2014-03-13 10:51:32,4,104,0,0,0,0,104,0,0,0,0
2014-03-13 10:52:03,3,200,0,100,0,0,100,0,0,0,0
2014-03-13 10:52:16,1,100,100,0,0,0,0,0,0,0,0
2014-03-13 10:52:54,1,200,0,200,0,0,0,0,0,0,0
2014-03-13 10:52:55,3,316,0,0,0,0,316,0,0,0,0
2014-03-13 10:52:56,1,100,100,0,0,0,0,0,0,0,0
2014-03-13 10:53:00,5,313,193,0,0,0,8,0,112,0,0
2014-03-13 10:53:07,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 10:53:29,8,454,150,0,0,0,225,0,79,0,0
2014-03-13 10:53:51,1,95,0,0,0,0,95,0,0,0,0
2014-03-13 10:54:19,1,50,0,0,0,0,50,0,0,0,0
2014-03-13 10:54:23,6,111,1,0,0,0,110,0,0,0,0
2014-03-13 10:54:29,1,100,100,0,0,0,0,0,0,0,0
2014-03-13 10:54:43,1,50,0,0,0,0,50,0,0,0,0
2014-03-13 10:54:47,1,20,0,0,0,0,0,0,20,0,0
2014-03-13 10:54:49,4,160,0,0,0,0,20,0,140,0,0
2014-03-13 10:55:03,1,1,0,0,0,0,1,0,0,0,0
2014-03-13 10:55:07,1,5,0,0,0,0,5,0,0,0,0
2014-03-13 10:55:08,1,10,0,0,0,0,0,0,10,0,0
2014-03-13 10:55:19,1,1,0,0,0,0,1,0,0,0,0
2014-03-13 10:55:35,2,85,0,0,0,0,0,85,0,0,0
2014-03-13 10:55:38,1,1,0,0,0,0,0,0,0,1,0
2014-03-13 10:55:46,1,50,0,0,0,0,50,0,0,0,0
2014-03-13 10:55:48,1,1,0,0,0,0,1,0,0,0,0
2014-03-13 10:55:54,6,306,179,0,0,0,127,0,0,0,0
2014-03-13 10:55:56,2,93,0,0,0,0,93,0,0,0,0
2014-03-13 10:56:40,1,2,0,0,0,0,2,0,0,0,0
2014-03-13 10:57:07,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:57:47,1,40,40,0,0,0,0,0,0,0,0
2014-03-13 10:57:48,1,30,30,0,0,0,0,0,0,0,0
2014-03-13 10:57:49,2,30,30,0,0,0,0,0,0,0,0
2014-03-13 10:58:29,2,127,27,0,0,0,100,0,0,0,0
2014-03-13 10:58:46,3,200,0,0,0,0,200,0,0,0,0
2014-03-13 10:58:47,4,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:58:48,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 10:59:06,6,37,11,4,0,0,4,0,18,0,0
2014-03-13 10:59:09,16,633,103,0,0,0,464,0,66,0,0
2014-03-13 10:59:11,1,20,0,0,0,0,0,0,20,0,0
2014-03-13 10:59:12,5,78,0,0,0,0,78,0,0,0,0
2014-03-13 10:59:23,1,86,86,0,0,0,0,0,0,0,0
2014-03-13 10:59:24,5,243,243,0,0,0,0,0,0,0,0
2014-03-13 10:59:26,4,102,0,0,0,0,102,0,0,0,0
2014-03-13 10:59:29,4,220,100,0,0,0,120,0,0,0,0
2014-03-13 10:59:34,1,5,0,0,0,0,5,0,0,0,0
2014-03-13 10:59:58,1,42,42,0,0,0,0,0,0,0,0
2014-03-13 11:00:00,5,346,300,0,0,0,41,0,5,0,0
2014-03-13 11:00:07,1,1,0,0,0,0,1,0,0,0,0
2014-03-13 11:00:08,1,4,0,0,0,0,4,0,0,0,0
2014-03-13 11:00:12,2,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:00:14,3,56,0,0,0,0,56,0,0,0,0
2014-03-13 11:00:29,1,3,0,0,0,0,0,0,0,3,0
2014-03-13 11:00:45,1,10,0,0,0,0,0,0,10,0,0
2014-03-13 11:00:46,2,8,0,0,0,0,5,0,0,3,0
2014-03-13 11:01:00,13,915,75,150,0,0,487,0,103,100,0
2014-03-13 11:01:08,3,100,0,0,0,0,94,0,6,0,0
2014-03-13 11:01:18,6,115,0,0,15,0,100,0,0,0,0
2014-03-13 11:01:28,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 11:01:32,9,400,0,25,0,0,275,0,100,0,0
2014-03-13 11:01:39,2,125,0,0,0,0,0,0,125,0,0
2014-03-13 11:01:51,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:02:02,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:02:08,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 11:02:15,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:02:29,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 11:02:31,3,175,0,0,0,100,75,0,0,0,0
2014-03-13 11:02:36,1,69,0,0,0,0,0,0,69,0,0
2014-03-13 11:02:43,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:02:47,1,50,0,0,50,0,0,0,0,0,0
2014-03-13 11:02:58,2,131,0,0,0,0,31,0,100,0,0
2014-03-13 11:03:14,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 11:03:45,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:03:46,2,200,0,0,0,0,200,0,0,0,0
2014-03-13 11:03:50,1,15,0,15,0,0,0,0,0,0,0
2014-03-13 11:03:54,4,400,0,200,0,0,200,0,0,0,0
2014-03-13 11:03:55,1,100,0,100,0,0,0,0,0,0,0
2014-03-13 11:03:57,5,475,100,100,0,0,275,0,0,0,0
2014-03-13 11:04:03,1,8,0,0,0,0,8,0,0,0,0
2014-03-13 11:04:25,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:04:26,1,100,0,100,0,0,0,0,0,0,0
2014-03-13 11:04:38,1,50,0,0,0,0,50,0,0,0,0
2014-03-13 11:04:43,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:04:45,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:04:59,1,100,0,0,0,0,0,0,0,100,0
2014-03-13 11:05:06,2,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:05:12,1,100,0,0,100,0,0,0,0,0,0
2014-03-13 11:05:26,2,100,0,0,0,100,0,0,0,0,0
2014-03-13 11:05:27,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 11:05:46,1,5,0,0,0,0,5,0,0,0,0
2014-03-13 11:05:49,2,150,0,0,50,0,0,0,100,0,0
2014-03-13 11:05:59,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:06:05,6,500,0,0,0,0,500,0,0,0,0
2014-03-13 11:06:43,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:06:53,2,150,0,100,0,0,50,0,0,0,0
2014-03-13 11:07:12,1,100,0,100,0,0,0,0,0,0,0
2014-03-13 11:07:21,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:07:41,5,325,0,120,0,0,205,0,0,0,0
2014-03-13 11:07:42,2,280,0,0,180,0,100,0,0,0,0
2014-03-13 11:07:58,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:07:59,1,6,0,0,0,0,6,0,0,0,0
2014-03-13 11:08:00,1,1,1,0,0,0,0,0,0,0,0
2014-03-13 11:08:14,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 11:08:25,1,28,0,0,0,0,0,0,28,0,0
2014-03-13 11:08:42,1,1,0,0,0,0,1,0,0,0,0
2014-03-13 11:08:44,2,31,0,0,0,0,0,0,31,0,0
2014-03-13 11:08:48,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 11:08:50,4,160,0,0,0,0,60,0,100,0,0
2014-03-13 11:09:10,1,30,0,0,0,0,30,0,0,0,0
2014-03-13 11:09:49,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:09:55,4,134,0,0,0,0,134,0,0,0,0
2014-03-13 11:10:26,3,204,0,0,200,0,4,0,0,0,0
2014-03-13 11:10:29,4,380,0,100,0,0,100,0,180,0,0
2014-03-13 11:10:40,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 11:10:48,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:10:49,2,103,0,0,0,0,3,0,100,0,0
2014-03-13 11:10:57,1,100,0,0,0,0,0,0,0,0,100
2014-03-13 11:11:05,2,100,0,0,0,0,0,0,100,0,0
2014-03-13 11:11:12,3,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:11:14,3,119,0,0,0,0,19,0,100,0,0
2014-03-13 11:11:23,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:11:33,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:11:42,8,382,0,0,0,0,382,0,0,0,0
2014-03-13 11:11:43,3,101,1,0,0,0,100,0,0,0,0
2014-03-13 11:11:44,1,19,0,0,0,0,19,0,0,0,0
2014-03-13 11:11:52,1,100,0,0,0,0,0,0,100,0,0
2014-03-13 11:11:53,3,109,0,0,0,0,109,0,0,0,0
2014-03-13 11:12:02,3,120,0,0,0,0,20,0,100,0,0
2014-03-13 11:12:12,1,100,0,0,0,0,100,0,0,0,0
2014-03-13 11:12:22,3,101,0,0,0,0,101,0,0,0,0
2014-03-13 11:12:32,2,150,0,0,0,0,100,0,50,0,0
