TimeInterval,TradeCount,Volume,BATS,NYSE,NASDAQ OMX PSX,Direct Edge A,CBOE,NASDAQ OMX,NYSE Arca SM,National,BATS Y,NASDAQ OMX BX,Direct Edge X
2014-03-13 14:52:28,2,17,0,0,0,0,0,16,1,0,0,0,0
2014-03-13 14:53:36,1,2,0,0,0,0,0,2,0,0,0,0,0
2014-03-13 14:54:16,2,16,0,0,0,0,0,16,0,0,0,0,0
2014-03-13 14:55:04,1,13,0,0,0,0,0,13,0,0,0,0,0
2014-03-13 14:55:06,1,13,0,0,0,0,0,13,0,0,0,0,0
2014-03-13 14:55:07,1,18,0,0,0,0,0,18,0,0,0,0,0
2014-03-13 14:55:23,3,100,58,0,0,0,0,0,0,0,0,0,42
2014-03-13 14:56:04,2,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 14:56:12,1,1,0,0,0,0,0,1,0,0,0,0,0
2014-03-13 15:00:11,3,34,0,0,0,0,0,34,0,0,0,0,0
2014-03-13 15:00:28,1,5,0,0,0,0,0,5,0,0,0,0,0
2014-03-13 15:01:19,1,69,0,0,0,0,69,0,0,0,0,0,0
2014-03-13 15:02:11,1,1,0,0,0,0,0,1,0,0,0,0,0
2014-03-13 15:02:30,1,2,0,0,0,0,0,2,0,0,0,0,0
2014-03-13 15:05:12,2,10,0,0,0,0,0,10,0,0,0,0,0
2014-03-13 15:05:14,2,48,0,0,0,0,0,48,0,0,0,0,0
2014-03-13 15:05:47,6,114,71,4,39,0,0,0,0,0,0,0,0
2014-03-13 15:06:30,1,7,0,0,0,0,0,7,0,0,0,0,0
2014-03-13 15:07:00,1,13,0,13,0,0,0,0,0,0,0,0,0
2014-03-13 15:07:10,1,1,0,1,0,0,0,0,0,0,0,0,0
2014-03-13 15:07:15,1,7,0,7,0,0,0,0,0,0,0,0,0
2014-03-13 15:07:19,1,11,0,11,0,0,0,0,0,0,0,0,0
2014-03-13 15:08:43,2,12,0,0,12,0,0,0,0,0,0,0,0
2014-03-13 15:09:16,3,193,0,0,0,0,0,93,100,0,0,0,0
2014-03-13 15:11:10,1,1,0,0,0,0,0,1,0,0,0,0,0
2014-03-13 15:13:54,1,1,0,0,0,0,0,0,0,0,1,0,0
2014-03-13 15:13:58,1,1,0,0,0,0,0,1,0,0,0,0,0
2014-03-13 15:14:32,1,3,0,0,0,0,0,3,0,0,0,0,0
2014-03-13 15:17:51,2,7,0,0,0,0,0,6,1,0,0,0,0
2014-03-13 15:18:04,6,36,0,0,0,0,0,34,0,0,0,0,2
2014-03-13 15:18:12,3,66,0,0,0,0,0,66,0,0,0,0,0
2014-03-13 15:18:24,1,34,0,0,0,0,0,34,0,0,0,0,0
2014-03-13 15:18:26,2,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 15:18:32,3,400,0,0,0,301,0,99,0,0,0,0,0
2014-03-13 15:18:36,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 15:18:48,2,200,0,0,0,0,0,200,0,0,0,0,0
2014-03-13 15:18:56,1,99,0,0,0,0,0,99,0,0,0,0,0
2014-03-13 15:19:03,4,100,0,0,0,0,0,3,97,0,0,0,0
2014-03-13 15:19:16,1,3,0,3,0,0,0,0,0,0,0,0,0
2014-03-13 15:19:30,1,7,0,0,0,0,0,0,7,0,0,0,0
2014-03-13 15:19:50,1,1,0,0,0,0,0,0,1,0,0,0,0
2014-03-13 15:19:59,1,6,0,0,0,0,0,0,0,0,0,0,6
2014-03-13 15:22:12,1,1,0,0,0,0,0,0,1,0,0,0,0
2014-03-13 15:22:14,1,1,0,0,0,0,0,0,1,0,0,0,0
2014-03-13 15:22:22,2,3,0,0,0,0,0,3,0,0,0,0,0
2014-03-13 15:22:23,1,3,0,0,0,0,0,3,0,0,0,0,0
2014-03-13 15:23:13,1,11,0,0,0,0,0,0,0,0,0,0,11
2014-03-13 15:23:51,1,11,0,0,0,0,0,0,11,0,0,0,0
2014-03-13 15:24:16,2,17,0,0,0,0,0,0,17,0,0,0,0
2014-03-13 15:29:36,1,1,0,1,0,0,0,0,0,0,0,0,0
2014-03-13 15:30:50,1,2,0,0,2,0,0,0,0,0,0,0,0
2014-03-13 15:31:08,3,12,0,0,12,0,0,0,0,0,0,0,0
2014-03-13 15:32:12,1,3,0,0,0,0,0,3,0,0,0,0,0
2014-03-13 15:32:19,3,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 15:32:21,1,11,0,0,0,0,0,11,0,0,0,0,0
2014-03-13 15:32:22,1,47,0,0,0,0,47,0,0,0,0,0,0
2014-03-13 15:32:23,4,155,0,0,0,0,0,155,0,0,0,0,0
2014-03-13 15:32:24,1,34,0,0,0,0,0,34,0,0,0,0,0
2014-03-13 15:33:34,1,2,0,0,2,0,0,0,0,0,0,0,0
2014-03-13 15:33:41,1,1,0,0,1,0,0,0,0,0,0,0,0
2014-03-13 15:33:58,4,600,0,500,0,0,0,0,0,100,0,0,0
2014-03-13 15:34:18,2,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 15:36:45,1,1,0,0,0,0,0,1,0,0,0,0,0
2014-03-13 15:37:01,1,1,0,0,0,0,0,1,0,0,0,0,0
2014-03-13 15:37:13,1,1,0,0,0,0,0,1,0,0,0,0,0
2014-03-13 15:38:00,1,1,0,0,0,0,0,0,1,0,0,0,0
2014-03-13 15:38:01,1,1,0,0,0,0,0,0,1,0,0,0,0
2014-03-13 15:38:02,1,1,0,0,0,0,0,0,1,0,0,0,0
2014-03-13 15:39:04,1,6,0,0,0,0,0,6,0,0,0,0,0
2014-03-13 15:39:08,1,1,0,0,0,0,0,1,0,0,0,0,0
2014-03-13 15:40:34,1,14,0,0,14,0,0,0,0,0,0,0,0
2014-03-13 15:40:44,1,2,0,0,0,0,0,2,0,0,0,0,0
2014-03-13 15:40:48,1,100,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 15:41:33,1,1,0,0,0,0,0,1,0,0,0,0,0
2014-03-13 15:41:42,1,83,0,0,0,0,0,83,0,0,0,0,0
2014-03-13 15:41:44,2,2,0,1,0,0,0,0,1,0,0,0,0
2014-03-13 15:42:35,1,1,1,0,0,0,0,0,0,0,0,0,0
2014-03-13 15:44:03,2,4,4,0,0,0,0,0,0,0,0,0,0
2014-03-13 15:44:26,2,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 15:45:32,2,101,0,0,0,0,0,101,0,0,0,0,0
2014-03-13 15:46:17,2,69,0,0,0,0,0,69,0,0,0,0,0
2014-03-13 15:46:58,4,127,90,2,0,0,0,22,13,0,0,0,0
2014-03-13 15:47:05,2,200,0,0,0,0,0,0,200,0,0,0,0
2014-03-13 15:47:15,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 15:47:18,1,1,0,0,0,0,0,1,0,0,0,0,0
2014-03-13 15:47:37,3,188,0,1,0,0,0,0,100,0,0,0,87
2014-03-13 15:47:59,1,100,0,0,0,0,0,0,0,0,0,100,0
2014-03-13 15:48:00,1,22,0,0,0,0,22,0,0,0,0,0,0
2014-03-13 15:48:04,1,1,0,0,0,0,0,0,1,0,0,0,0
2014-03-13 15:48:08,1,1,0,0,0,0,0,1,0,0,0,0,0
2014-03-13 15:48:49,2,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 15:49:11,2,4,0,3,0,0,0,1,0,0,0,0,0
2014-03-13 15:49:36,1,1,0,0,0,0,0,1,0,0,0,0,0
2014-03-13 15:50:24,1,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 15:51:39,2,4,0,0,0,0,0,0,4,0,0,0,0
2014-03-13 15:52:34,1,16,0,16,0,0,0,0,0,0,0,0,0
2014-03-13 15:52:48,2,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 15:54:22,1,1,0,0,0,0,1,0,0,0,0,0,0
2014-03-13 15:54:33,3,126,0,0,0,0,0,0,126,0,0,0,0
2014-03-13 15:54:38,2,200,0,0,100,0,0,100,0,0,0,0,0
2014-03-13 15:54:51,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 15:55:02,2,8,0,1,0,0,0,7,0,0,0,0,0
2014-03-13 15:55:23,5,199,0,100,0,0,0,99,0,0,0,0,0
2014-03-13 15:55:27,2,51,0,0,0,0,0,51,0,0,0,0,0
2014-03-13 15:55:29,1,49,0,0,0,0,0,49,0,0,0,0,0
2014-03-13 15:55:44,1,2,0,0,0,0,0,2,0,0,0,0,0
2014-03-13 15:55:47,3,54,0,0,0,0,0,54,0,0,0,0,0
2014-03-13 15:55:48,2,104,0,0,0,0,0,104,0,0,0,0,0
2014-03-13 15:55:50,1,25,0,0,0,0,0,25,0,0,0,0,0
2014-03-13 15:56:02,1,1,0,0,0,0,0,1,0,0,0,0,0
2014-03-13 15:56:22,1,1,0,0,0,0,1,0,0,0,0,0,0
2014-03-13 15:56:32,1,1,0,0,0,0,0,0,1,0,0,0,0
2014-03-13 15:56:37,1,10,0,10,0,0,0,0,0,0,0,0,0
2014-03-13 15:56:40,1,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 15:56:41,2,176,0,76,0,0,100,0,0,0,0,0,0
2014-03-13 15:57:06,1,98,0,0,0,0,98,0,0,0,0,0,0
2014-03-13 15:57:09,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 15:57:17,1,100,100,0,0,0,0,0,0,0,0,0,0
2014-03-13 15:57:21,1,2,0,0,0,0,0,0,2,0,0,0,0
2014-03-13 15:57:24,1,100,0,0,0,0,100,0,0,0,0,0,0
2014-03-13 15:57:27,1,32,0,0,0,0,32,0,0,0,0,0,0
2014-03-13 15:57:28,10,266,0,4,0,0,30,206,26,0,0,0,0
2014-03-13 15:57:45,1,22,0,0,0,0,22,0,0,0,0,0,0
2014-03-13 15:57:49,1,2,0,0,0,0,0,2,0,0,0,0,0
2014-03-13 15:57:51,1,2,0,0,0,0,0,2,0,0,0,0,0
2014-03-13 15:57:58,1,1,0,0,0,0,0,1,0,0,0,0,0
2014-03-13 15:58:01,1,100,0,0,0,0,0,0,0,0,0,0,100
2014-03-13 15:58:03,1,99,0,99,0,0,0,0,0,0,0,0,0
2014-03-13 15:58:06,1,2,0,0,0,0,0,2,0,0,0,0,0
2014-03-13 15:58:11,3,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 15:58:13,2,100,0,0,0,0,0,100,0,0,0,0,0
2014-03-13 15:58:14,2,2,0,0,0,0,0,1,1,0,0,0,0
2014-03-13 15:58:19,1,2,0,0,0,0,0,2,0,0,0,0,0
2014-03-13 15:58:30,1,4,0,0,0,0,0,4,0,0,0,0,0
2014-03-13 15:58:32,1,1,0,0,0,0,1,0,0,0,0,0,0
2014-03-13 15:58:37,1,2,0,0,0,0,2,0,0,0,0,0,0
2014-03-13 15:58:39,8,150,0,1,0,0,93,56,0,0,0,0,0
2014-03-13 15:58:42,1,50,0,0,0,0,0,0,50,0,0,0,0
2014-03-13 15:58:45,1,2,0,0,0,0,0,2,0,0,0,0,0
2014-03-13 15:58:52,1,2,0,0,0,0,0,2,0,0,0,0,0
2014-03-13 15:58:58,1,2,0,0,0,0,0,0,0,0,0,2,0
2014-03-13 15:59:00,1,1,0,1,0,0,0,0,0,0,0,0,0
2014-03-13 15:59:01,3,51,0,51,0,0,0,0,0,0,0,0,0
2014-03-13 15:59:05,1,1,0,1,0,0,0,0,0,0,0,0,0
2014-03-13 15:59:06,4,12,0,2,0,0,0,0,10,0,0,0,0
2014-03-13 15:59:08,5,11,0,3,0,0,0,0,8,0,0,0,0
2014-03-13 15:59:10,2,8,0,1,0,0,0,0,7,0,0,0,0
2014-03-13 15:59:12,2,23,0,23,0,0,0,0,0,0,0,0,0
2014-03-13 15:59:13,1,1,0,1,0,0,0,0,0,0,0,0,0
2014-03-13 15:59:14,9,64,0,28,0,2,0,26,8,0,0,0,0
2014-03-13 15:59:15,2,100,0,100,0,0,0,0,0,0,0,0,0
2014-03-13 15:59:16,1,8,0,0,0,0,0,8,0,0,0,0,0
2014-03-13 15:59:20,1,2,2,0,0,0,0,0,0,0,0,0,0
2014-03-13 15:59:21,1,1,0,0,0,0,0,0,1,0,0,0,0
2014-03-13 15:59:22,2,111,0,111,0,0,0,0,0,0,0,0,0
2014-03-13 15:59:27,1,8,0,0,0,0,0,8,0,0,0,0,0
2014-03-13 15:59:32,1,2,0,0,0,2,0,0,0,0,0,0,0
2014-03-13 15:59:33,6,172,0,172,0,0,0,0,0,0,0,0,0
2014-03-13 15:59:40,1,2,0,0,0,0,0,2,0,0,0,0,0
2014-03-13 15:59:42,4,133,0,126,0,0,0,0,7,0,0,0,0
2014-03-13 15:59:43,1,17,0,17,0,0,0,0,0,0,0,0,0
2014-03-13 15:59:46,1,2,0,0,0,0,0,2,0,0,0,0,0
2014-03-13 15:59:52,1,2,0,0,0,0,0,2,0,0,0,0,0
2014-03-13 15:59:53,1,2,0,0,0,0,0,2,0,0,0,0,0
2014-03-13 15:59:55,5,122,0,100,0,0,3,11,8,0,0,0,0
2014-03-13 15:59:56,2,5,0,0,0,0,0,2,3,0,0,0,0
2014-03-13 15:59:57,1,2,0,0,0,0,0,2,0,0,0,0,0
2014-03-13 15:59:58,2,6,0,1,0,0,0,5,0,0,0,0,0
2014-03-13 15:59:59,2,2,0,2,0,0,0,0,0,0,0,0,0
